FECHA_1,CodArt,DescArt,CodCli,Nomcli,NUMDOC (Num. Factura),Unidades,BASEMONEDA,CENTROCOSTE,CENTROCOSTE2,CENTROCOSTE3,Nom Cost Center,Nom Project
12/31/2017,705223,Formación ROBOTIX 1 CM (1H),4,FUNDACIÓ MARISTES CHAMPAGNAT,2025,4.00 ,184,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705227,Formación ROBOTIX 3 CM (1H),5,"CENTRO DE ESTUDIOS GRESOL, S.L.",2004,3.00 ,120,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
12/31/2017,705223,Formación ROBOTIX 1 CM (1H),5,"CENTRO DE ESTUDIOS GRESOL, S.L.",2004,2.00 ,80,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705230,Formación ROBOTIX 4 CM (1.5H),3,ESCOLA GUINARDO S.C.C.L.,2003,13.00 ,715,1/14/1900,140,14006,EXTRAESCOLARS,ROBOTIX 4
12/31/2017,705225,Formación ROBOTIX 2 CM (1H),3,ESCOLA GUINARDO S.C.C.L.,2003,10.00 ,420,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
12/31/2017,705221,Formación ROBOTIX INFANTIL CM (1H),3,ESCOLA GUINARDO S.C.C.L.,2003,7.00 ,294,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
3/24/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",6,AMPA SAGRADA FAMILIA DE SABADELL,325,15.00 ,630,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
3/24/2017,705212,FORMACION ROBOTIX I CM 1H,6,AMPA SAGRADA FAMILIA DE SABADELL,325,13.00 ,546,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
2/22/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",6,AMPA SAGRADA FAMILIA DE SABADELL,207,15.00 ,630,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
2/22/2017,705212,FORMACION ROBOTIX I CM 1H,6,AMPA SAGRADA FAMILIA DE SABADELL,207,13.00 ,546,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
2/22/2017,705206,"INSCRIPCION ROBOTIX II, III CM",6,AMPA SAGRADA FAMILIA DE SABADELL,207,1.00 ,25,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
3/24/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",4,FUNDACIÓ MARISTES CHAMPAGNAT,323,6.00 ,294,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
3/24/2017,705212,FORMACION ROBOTIX I CM 1H,4,FUNDACIÓ MARISTES CHAMPAGNAT,323,3.00 ,138,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
11/29/2017,705227,Formación ROBOTIX 3 CM (1H),5,"CENTRO DE ESTUDIOS GRESOL, S.L.",1769,1.00 ,40,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
2/22/2017,705212,FORMACION ROBOTIX I CM 1H,4,FUNDACIÓ MARISTES CHAMPAGNAT,205,4.00 ,184,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
2/22/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",4,FUNDACIÓ MARISTES CHAMPAGNAT,205,6.00 ,294,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
11/29/2017,705221,Formación ROBOTIX INFANTIL CM (1H),3,ESCOLA GUINARDO S.C.C.L.,1767,7.00 ,294,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
11/29/2017,705225,Formación ROBOTIX 2 CM (1H),3,ESCOLA GUINARDO S.C.C.L.,1767,10.00 ,420,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
11/29/2017,705230,Formación ROBOTIX 4 CM (1.5H),3,ESCOLA GUINARDO S.C.C.L.,1767,14.00 ,770,1/14/1900,140,14006,EXTRAESCOLARS,ROBOTIX 4
12/31/2017,705223,Formación ROBOTIX 1 CM (1H),6,AMPA SAGRADA FAMILIA DE SABADELL,2005,12.00 ,504,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705227,Formación ROBOTIX 3 CM (1H),6,AMPA SAGRADA FAMILIA DE SABADELL,2005,10.00 ,420,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
11/29/2017,705227,Formación ROBOTIX 3 CM (1H),5,"CENTRO DE ESTUDIOS GRESOL, S.L.",1769,2.00 ,40,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
11/29/2017,705223,Formación ROBOTIX 1 CM (1H),5,"CENTRO DE ESTUDIOS GRESOL, S.L.",1769,2.00 ,80,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
11/29/2017,705223,Formación ROBOTIX 1 CM (1H),4,FUNDACIÓ MARISTES CHAMPAGNAT,1768,4.00 ,184,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
11/29/2017,705220,Inscripción ROBOTIX CM,4,FUNDACIÓ MARISTES CHAMPAGNAT,1768,4.00 ,140,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
3/24/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,3,ESCOLA GUINARDO S.C.C.L.,322,6.00 ,252,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
3/24/2017,705213,"FORMACION ROBOTIX II, III SM 1,5 H",3,ESCOLA GUINARDO S.C.C.L.,322,9.00 ,495,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
3/24/2017,705215,FORMACION ROBOTIX I SM 1H,3,ESCOLA GUINARDO S.C.C.L.,322,13.00 ,546,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/5/2017,705220,Inscripción ROBOTIX CM,7,THE BRITISH SCHOOL BARCELONA,1834,2.00 ,60,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/5/2017,705222,Formación ROBOTIX INFANTIL CM (1.5H),7,THE BRITISH SCHOOL BARCELONA,1834,14.00 ,812,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
12/5/2017,705224,Formación ROBOTIX 1 CM (1.5H),7,THE BRITISH SCHOOL BARCELONA,1834,17.00 ,1037,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/5/2017,705228,Formación ROBOTIX 3 CM (1.5H),7,THE BRITISH SCHOOL BARCELONA,1834,14.00 ,910,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
3/24/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",5,"CENTRO DE ESTUDIOS GRESOL, S.L.",324,4.00 ,160,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
2/22/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,3,ESCOLA GUINARDO S.C.C.L.,204,6.00 ,252,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
2/22/2017,705213,"FORMACION ROBOTIX II, III SM 1,5 H",3,ESCOLA GUINARDO S.C.C.L.,204,9.00 ,495,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
2/22/2017,705215,FORMACION ROBOTIX I SM 1H,3,ESCOLA GUINARDO S.C.C.L.,204,13.00 ,546,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
3/24/2017,705215,FORMACION ROBOTIX I SM 1H,5,"CENTRO DE ESTUDIOS GRESOL, S.L.",324,3.00 ,120,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
2/22/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",5,"CENTRO DE ESTUDIOS GRESOL, S.L.",206,4.00 ,160,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
12/31/2017,705228,Formación ROBOTIX 3 CM (1.5H),7,THE BRITISH SCHOOL BARCELONA,2030,14.00 ,910,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
2/22/2017,705215,FORMACION ROBOTIX I SM 1H,5,"CENTRO DE ESTUDIOS GRESOL, S.L.",206,3.00 ,120,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
4/24/2017,705212,FORMACION ROBOTIX I CM 1H,6,AMPA SAGRADA FAMILIA DE SABADELL,452,13.00 ,546,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
4/24/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",6,AMPA SAGRADA FAMILIA DE SABADELL,452,15.00 ,630,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
6/22/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",6,AMPA SAGRADA FAMILIA DE SABADELL,752,15.00 ,630,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
6/22/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,3,ESCOLA GUINARDO S.C.C.L.,749,6.00 ,252,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
6/22/2017,705213,"FORMACION ROBOTIX II, III SM 1,5 H",3,ESCOLA GUINARDO S.C.C.L.,749,8.00 ,440,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
6/22/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",4,FUNDACIÓ MARISTES CHAMPAGNAT,750,5.00 ,245,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
6/22/2017,705212,FORMACION ROBOTIX I CM 1H,4,FUNDACIÓ MARISTES CHAMPAGNAT,750,3.00 ,138,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
4/24/2017,705215,FORMACION ROBOTIX I SM 1H,5,"CENTRO DE ESTUDIOS GRESOL, S.L.",451,2.00 ,80,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
4/24/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",5,"CENTRO DE ESTUDIOS GRESOL, S.L.",451,4.00 ,160,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
6/22/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",5,"CENTRO DE ESTUDIOS GRESOL, S.L.",751,4.00 ,160,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
6/22/2017,705215,FORMACION ROBOTIX I SM 1H,5,"CENTRO DE ESTUDIOS GRESOL, S.L.",751,2.00 ,80,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
6/22/2017,705215,FORMACION ROBOTIX I SM 1H,3,ESCOLA GUINARDO S.C.C.L.,749,13.00 ,546,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
6/22/2017,705212,FORMACION ROBOTIX I CM 1H,6,AMPA SAGRADA FAMILIA DE SABADELL,752,13.00 ,546,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705001,SERVICIOS PRESTADOS,10,FUNDACIÓ PRIVADA SCIENTIA,2101,1.00 ,0,1/14/1900,141,14111,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER EMPRESES I PARTICULARS
12/31/2017,705001,SERVICIOS PRESTADOS,10,FUNDACIÓ PRIVADA SCIENTIA,2101,1.00 ,85000,1/14/1900,141,14111,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER EMPRESES I PARTICULARS
12/31/2017,705001,SERVICIOS PRESTADOS,10,FUNDACIÓ PRIVADA SCIENTIA,2101,1.00 ,0,1/14/1900,141,14111,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER EMPRESES I PARTICULARS
12/31/2017,705001,SERVICIOS PRESTADOS,10,FUNDACIÓ PRIVADA SCIENTIA,2101,1.00 ,0,1/14/1900,141,14111,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER EMPRESES I PARTICULARS
12/31/2017,705001,SERVICIOS PRESTADOS,10,FUNDACIÓ PRIVADA SCIENTIA,2101,1.00 ,0,1/14/1900,141,14111,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER EMPRESES I PARTICULARS
12/31/2017,705001,SERVICIOS PRESTADOS,10,FUNDACIÓ PRIVADA SCIENTIA,2101,1.00 ,0,1/14/1900,141,14111,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER EMPRESES I PARTICULARS
12/31/2017,705001,SERVICIOS PRESTADOS,10,FUNDACIÓ PRIVADA SCIENTIA,2101,1.00 ,0,1/14/1900,141,14111,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER EMPRESES I PARTICULARS
1/25/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,11,BELL-LLOC DEL PLA,86,13.00 ,546,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
2/22/2017,705205,Inscripción ROBOTIX Infantil,11,BELL-LLOC DEL PLA,208,1.00 ,25,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
2/22/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,11,BELL-LLOC DEL PLA,208,14.00 ,588,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
3/24/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,11,BELL-LLOC DEL PLA,326,13.00 ,546,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
5/23/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,11,BELL-LLOC DEL PLA,600,12.00 ,504,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
6/22/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,11,BELL-LLOC DEL PLA,753,12.00 ,504,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
12/31/2017,705229,Formación ROBOTIX 4 CM (1H),6,AMPA SAGRADA FAMILIA DE SABADELL,2005,7.00 ,455,1/14/1900,140,14006,EXTRAESCOLARS,ROBOTIX 4
2/14/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1,INVENIO LEARN BY DOING SL,181,15.00 ,3269.7,1/14/1900,141,14111,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER EMPRESES I PARTICULARS
5/23/2017,705215,FORMACION ROBOTIX I SM 1H,5,"CENTRO DE ESTUDIOS GRESOL, S.L.",598,2.00 ,80,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
5/23/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",5,"CENTRO DE ESTUDIOS GRESOL, S.L.",598,4.00 ,160,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
1/25/2017,705215,FORMACION ROBOTIX I SM 1H,5,"CENTRO DE ESTUDIOS GRESOL, S.L.",84,3.00 ,120,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
1/25/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",5,"CENTRO DE ESTUDIOS GRESOL, S.L.",84,4.00 ,160,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
12/5/2017,705224,Formación ROBOTIX 1 CM (1.5H),7,THE BRITISH SCHOOL BARCELONA,1834,1.00 ,30.5,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
2/22/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,12,"ESTUDIO AGORA, S.A.",209,7.00 ,294,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
2/22/2017,705215,FORMACION ROBOTIX I SM 1H,12,"ESTUDIO AGORA, S.A.",209,29.00 ,1218,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
2/22/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",12,"ESTUDIO AGORA, S.A.",209,7.00 ,294,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
3/24/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,12,"ESTUDIO AGORA, S.A.",327,8.00 ,336,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
3/24/2017,705215,FORMACION ROBOTIX I SM 1H,12,"ESTUDIO AGORA, S.A.",327,29.00 ,1218,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
3/24/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",12,"ESTUDIO AGORA, S.A.",327,7.00 ,294,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
12/31/2017,705222,Formación ROBOTIX INFANTIL CM (1.5H),7,THE BRITISH SCHOOL BARCELONA,2030,14.00 ,812,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
12/31/2017,705224,Formación ROBOTIX 1 CM (1.5H),7,THE BRITISH SCHOOL BARCELONA,2030,18.00 ,1098,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
5/23/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,12,"ESTUDIO AGORA, S.A.",601,7.00 ,294,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
5/23/2017,705215,FORMACION ROBOTIX I SM 1H,12,"ESTUDIO AGORA, S.A.",601,28.00 ,1176,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
5/23/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",12,"ESTUDIO AGORA, S.A.",601,5.00 ,210,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
5/23/2017,705212,FORMACION ROBOTIX I CM 1H,6,AMPA SAGRADA FAMILIA DE SABADELL,599,13.00 ,546,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
5/23/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",6,AMPA SAGRADA FAMILIA DE SABADELL,599,15.00 ,630,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705001,SERVICIOS PRESTADOS,10,FUNDACIÓ PRIVADA SCIENTIA,2101,1.00 ,0,1/14/1900,141,14111,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER EMPRESES I PARTICULARS
2/15/2017,2000702,LE Replacement Pack LME 3,1,INVENIO LEARN BY DOING SL,185,9.00 ,29.25,1/14/1900,141,14111,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER EMPRESES I PARTICULARS
4/24/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,11,BELL-LLOC DEL PLA,453,12.00 ,504,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
10/16/2017,705225,Formación ROBOTIX 2 CM (1H),6,AMPA SAGRADA FAMILIA DE SABADELL,1345,12.00 ,252,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
11/29/2017,705220,Inscripción ROBOTIX CM,12,"ESTUDIO AGORA, S.A.",1770,1.00 ,25,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
11/29/2017,705221,Formación ROBOTIX INFANTIL CM (1H),12,"ESTUDIO AGORA, S.A.",1770,17.00 ,714,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
11/29/2017,705223,Formación ROBOTIX 1 CM (1H),12,"ESTUDIO AGORA, S.A.",1770,15.00 ,630,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
11/29/2017,705227,Formación ROBOTIX 3 CM (1H),12,"ESTUDIO AGORA, S.A.",1770,13.00 ,546,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
10/16/2017,705227,Formación ROBOTIX 3 CM (1H),6,AMPA SAGRADA FAMILIA DE SABADELL,1345,9.00 ,189,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
10/16/2017,705229,Formación ROBOTIX 4 CM (1H),6,AMPA SAGRADA FAMILIA DE SABADELL,1345,8.00 ,168,1/14/1900,140,14006,EXTRAESCOLARS,ROBOTIX 4
10/16/2017,705220,Inscripción ROBOTIX CM,6,AMPA SAGRADA FAMILIA DE SABADELL,1345,29.00 ,725,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705223,Formación ROBOTIX 1 CM (1H),12,"ESTUDIO AGORA, S.A.",2002,15.00 ,630,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705227,Formación ROBOTIX 3 CM (1H),12,"ESTUDIO AGORA, S.A.",2002,13.00 ,546,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
12/31/2017,705223,Formación ROBOTIX 1 CM (1H),12,"ESTUDIO AGORA, S.A.",2002,1.00 ,21,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
6/22/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,11,BELL-LLOC DEL PLA,785,(12.00),-504,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
4/24/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,12,"ESTUDIO AGORA, S.A.",454,8.00 ,336,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
4/24/2017,705215,FORMACION ROBOTIX I SM 1H,12,"ESTUDIO AGORA, S.A.",454,29.00 ,1218,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
4/24/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",12,"ESTUDIO AGORA, S.A.",454,7.00 ,294,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
10/25/2017,705225,Formación ROBOTIX 2 CM (1H),6,AMPA SAGRADA FAMILIA DE SABADELL,1420,(1.00),-21,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
10/25/2017,705220,Inscripción ROBOTIX CM,6,AMPA SAGRADA FAMILIA DE SABADELL,1420,(1.00),-30,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
1/10/2017,705001,SERVICIOS PRESTADOS,5,"CENTRO DE ESTUDIOS GRESOL, S.L.",10,1.00 ,1570.21,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
1/10/2017,45300,LEGO® Education WeDo 2.0 Core Set,5,"CENTRO DE ESTUDIOS GRESOL, S.L.",10,12.00 ,0,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
1/10/2017,2045300,Curriculum Pack LEGO Education WeDo 2.0,5,"CENTRO DE ESTUDIOS GRESOL, S.L.",10,1.00 ,0,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
1/25/2017,705206,"INSCRIPCION ROBOTIX II, III CM",12,"ESTUDIO AGORA, S.A.",87,1.00 ,25,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
1/25/2017,705207,INSCRIPCION ROBOTIX I SM,6,AMPA SAGRADA FAMILIA DE SABADELL,85,1.00 ,25,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
1/25/2017,705208,"INSCRIPCION ROBOTIX II, III SM",6,AMPA SAGRADA FAMILIA DE SABADELL,85,1.00 ,25,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
1/25/2017,705212,FORMACION ROBOTIX I CM 1H,6,AMPA SAGRADA FAMILIA DE SABADELL,85,13.00 ,546,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
1/25/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",6,AMPA SAGRADA FAMILIA DE SABADELL,85,15.00 ,630,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
1/25/2017,705207,INSCRIPCION ROBOTIX I SM,12,"ESTUDIO AGORA, S.A.",87,1.00 ,25,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
5/23/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",4,FUNDACIÓ MARISTES CHAMPAGNAT,597,6.00 ,294,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
4/24/2017,705212,FORMACION ROBOTIX I CM 1H,4,FUNDACIÓ MARISTES CHAMPAGNAT,450,3.00 ,138,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
4/24/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",4,FUNDACIÓ MARISTES CHAMPAGNAT,450,6.00 ,294,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
1/25/2017,705212,FORMACION ROBOTIX I CM 1H,4,FUNDACIÓ MARISTES CHAMPAGNAT,83,4.00 ,184,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
1/25/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",4,FUNDACIÓ MARISTES CHAMPAGNAT,83,6.00 ,294,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
1/25/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,12,"ESTUDIO AGORA, S.A.",87,7.00 ,294,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
10/25/2017,705221,Formación ROBOTIX INFANTIL CM (1H),3,ESCOLA GUINARDO S.C.C.L.,1415,7.00 ,294,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
10/25/2017,705225,Formación ROBOTIX 2 CM (1H),3,ESCOLA GUINARDO S.C.C.L.,1415,10.00 ,420,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
10/25/2017,705230,Formación ROBOTIX 4 CM (1.5H),3,ESCOLA GUINARDO S.C.C.L.,1415,14.00 ,770,1/14/1900,140,14006,EXTRAESCOLARS,ROBOTIX 4
1/25/2017,705215,FORMACION ROBOTIX I SM 1H,12,"ESTUDIO AGORA, S.A.",87,29.00 ,1218,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
1/25/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",12,"ESTUDIO AGORA, S.A.",87,7.00 ,294,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
1/25/2017,705212,FORMACION ROBOTIX I CM 1H,33,FUNDACION ESCUELA SUIZA DE BARCELONA,88,20.00 ,920,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
1/25/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",33,FUNDACION ESCUELA SUIZA DE BARCELONA,88,17.00 ,1003,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
1/25/2017,705219,"FORMACION ROBOTIX INFANTIL CM 1,5H",33,FUNDACION ESCUELA SUIZA DE BARCELONA,88,9.00 ,459,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
2/22/2017,705212,FORMACION ROBOTIX I CM 1H,33,FUNDACION ESCUELA SUIZA DE BARCELONA,210,20.00 ,920,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
2/22/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",33,FUNDACION ESCUELA SUIZA DE BARCELONA,210,11.00 ,649,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
10/25/2017,705227,Formación ROBOTIX 3 CM (1H),12,"ESTUDIO AGORA, S.A.",1417,14.00 ,588,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
12/31/2017,705205,Inscripción ROBOTIX Infantil,12,"ESTUDIO AGORA, S.A.",2002,1.00 ,25,1/14/1900,140,14001,EXTRAESCOLARS,ROBOTIX INFANTIL
3/24/2017,705212,FORMACION ROBOTIX I CM 1H,33,FUNDACION ESCUELA SUIZA DE BARCELONA,328,20.00 ,920,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705220,Inscripción ROBOTIX CM,12,"ESTUDIO AGORA, S.A.",2002,1.00 ,25,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
