FECHA_1,CodArt,DescArt,CodCli,Nomcli,NUMDOC (Num. Factura),Unidades,BASEMONEDA,CENTROCOSTE,CENTROCOSTE2,CENTROCOSTE3,Nom Cost Center,Nom Project
7/18/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,662,COL·LEGI IGUALADA,915,11.00 ,4069.89,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
7/18/2017,45517,Transformer 10V DC,662,COL·LEGI IGUALADA,915,6.00 ,185.94,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
7/18/2017,0000,Codi descompte material LE,662,COL·LEGI IGUALADA,915,(1.00),-340.46,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
6/2/2017,458039585,CERTIFICACIÓN AVANZADA LEGO MINDSTORMS EDUCATION EV3 - FECHAS Y HORARIO  : 24 Y 26 DE MAYO (DE 17.30,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),670,1.00 ,90,1/14/1900,141,14120,MATERIALS I SERVEIS A ESCOLES I EMPRESES,SERVEIS DE FORMACIÓ LE PER ESCOLA I EMPRESA
7/5/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),846,5.00 ,0,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
7/5/2017,45517,Transformer 10V DC,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),846,3.00 ,0,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
7/5/2017,45300,LEGO® Education WeDo 2.0 Core Set,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),846,13.00 ,0,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
7/5/2017,45100,StoryStarter Core Set,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),846,5.00 ,0,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
7/5/2017,1LA45110,Certificación StoryStarter y BuildToExpress,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),847,2.00 ,170,1/14/1900,141,14120,MATERIALS I SERVEIS A ESCOLES I EMPRESES,SERVEIS DE FORMACIÓ LE PER ESCOLA I EMPRESA
7/5/2017,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),847,2.00 ,140,1/14/1900,141,14120,MATERIALS I SERVEIS A ESCOLES I EMPRESES,SERVEIS DE FORMACIÓ LE PER ESCOLA I EMPRESA
7/17/2017,9697,SET FOOD FACTOR,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),907,1.00 ,0,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
7/5/2017,9999,Codi creació de packs,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),846,1.00 ,4120,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
2/9/2017,705001,SERVICIOS PRESTADOS,681,"FUNDACIÓ CHAMPAGNAT, COL·LEGI MARISTES GIRONA",165,(1.00),-220.02,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
7/17/2017,9657,FLL 2012 Set Senior Solutions,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),907,1.00 ,0,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
2/9/2017,45506,EV3 Color Sensor,681,"FUNDACIÓ CHAMPAGNAT, COL·LEGI MARISTES GIRONA",165,6.00 ,220.02,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
3/28/2017,9657,FLL 2012 Set Senior Solutions,698,FUNDACIÓ DOCTOR MASMITJÀ,365,1.00 ,60,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
3/28/2017,9697,SET FOOD FACTOR,698,FUNDACIÓ DOCTOR MASMITJÀ,365,1.00 ,60,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
7/14/2017,45300,LEGO® Education WeDo 2.0 Core Set,710,ESCOLA MARIA ANNA MOGAS,898,15.00 ,2144.85,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
7/14/2017,0000,Codi descompte material LE,710,ESCOLA MARIA ANNA MOGAS,898,(1.00),-110,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
10/25/2017,705220,Inscripción ROBOTIX CM,710,ESCOLA MARIA ANNA MOGAS,1439,9.00 ,270,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
10/25/2017,705223,Formación ROBOTIX 1 CM (1H),710,ESCOLA MARIA ANNA MOGAS,1439,6.00 ,276,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
10/25/2017,705227,Formación ROBOTIX 3 CM (1H),710,ESCOLA MARIA ANNA MOGAS,1439,3.00 ,147,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
11/29/2017,705223,Formación ROBOTIX 1 CM (1H),710,ESCOLA MARIA ANNA MOGAS,1804,6.00 ,276,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
11/29/2017,705227,Formación ROBOTIX 3 CM (1H),710,ESCOLA MARIA ANNA MOGAS,1804,3.00 ,147,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
12/31/2017,705223,Formación ROBOTIX 1 CM (1H),710,ESCOLA MARIA ANNA MOGAS,2020,6.00 ,276,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
12/31/2017,705227,Formación ROBOTIX 3 CM (1H),710,ESCOLA MARIA ANNA MOGAS,2020,3.00 ,147,1/14/1900,141,14110,MATERIALS I SERVEIS A ESCOLES I EMPRESES,MAT. EDUC. LE PER ESCOLES
1/25/2017,705212,FORMACION ROBOTIX I CM 1H,716,AMPA CEIP SAGRADA FAMÍLIA,111,6.00 ,276,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
1/25/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",716,AMPA CEIP SAGRADA FAMÍLIA,111,9.00 ,441,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
2/22/2017,705212,FORMACION ROBOTIX I CM 1H,716,AMPA CEIP SAGRADA FAMÍLIA,232,6.00 ,276,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
2/22/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",716,AMPA CEIP SAGRADA FAMÍLIA,232,9.00 ,441,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
3/24/2017,705212,FORMACION ROBOTIX I CM 1H,716,AMPA CEIP SAGRADA FAMÍLIA,351,6.00 ,276,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
3/24/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",716,AMPA CEIP SAGRADA FAMÍLIA,351,9.00 ,441,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
4/24/2017,705212,FORMACION ROBOTIX I CM 1H,716,AMPA CEIP SAGRADA FAMÍLIA,477,6.00 ,276,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
4/24/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",716,AMPA CEIP SAGRADA FAMÍLIA,477,9.00 ,441,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
5/23/2017,705212,FORMACION ROBOTIX I CM 1H,716,AMPA CEIP SAGRADA FAMÍLIA,624,6.00 ,276,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
5/23/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",716,AMPA CEIP SAGRADA FAMÍLIA,624,9.00 ,441,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
6/22/2017,705212,FORMACION ROBOTIX I CM 1H,716,AMPA CEIP SAGRADA FAMÍLIA,776,6.00 ,276,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
6/22/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",716,AMPA CEIP SAGRADA FAMÍLIA,776,9.00 ,441,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
10/26/2017,705220,Inscripción ROBOTIX CM,716,AMPA CEIP SAGRADA FAMÍLIA,1469,17.00 ,510,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
10/26/2017,705223,Formación ROBOTIX 1 CM (1H),716,AMPA CEIP SAGRADA FAMÍLIA,1469,10.00 ,460,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
10/26/2017,0000,Codi descompte material LE,716,AMPA CEIP SAGRADA FAMÍLIA,1469,(17.00),-510,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
10/26/2017,0000,Codi descompte material LE,716,AMPA CEIP SAGRADA FAMÍLIA,1469,(1.00),-46,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
11/29/2017,705220,Inscripción ROBOTIX CM,716,AMPA CEIP SAGRADA FAMÍLIA,1797,17.00 ,510,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
11/29/2017,705223,Formación ROBOTIX 1 CM (1H),716,AMPA CEIP SAGRADA FAMÍLIA,1797,10.00 ,460,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
11/29/2017,705227,Formación ROBOTIX 3 CM (1H),716,AMPA CEIP SAGRADA FAMÍLIA,1797,7.00 ,343,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
12/31/2017,705223,Formación ROBOTIX 1 CM (1H),716,AMPA CEIP SAGRADA FAMÍLIA,2041,10.00 ,460,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705227,Formación ROBOTIX 3 CM (1H),716,AMPA CEIP SAGRADA FAMÍLIA,2041,7.00 ,343,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
12/31/2017,705220,Inscripción ROBOTIX CM,716,AMPA CEIP SAGRADA FAMÍLIA,2063,(17.00),-510,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705223,Formación ROBOTIX 1 CM (1H),716,AMPA CEIP SAGRADA FAMÍLIA,2063,(10.00),-460,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705227,Formación ROBOTIX 3 CM (1H),716,AMPA CEIP SAGRADA FAMÍLIA,2063,(7.00),-343,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
12/31/2017,705223,Formación ROBOTIX 1 CM (1H),716,AMPA CEIP SAGRADA FAMÍLIA,2064,(10.00),-460,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705227,Formación ROBOTIX 3 CM (1H),716,AMPA CEIP SAGRADA FAMÍLIA,2064,(7.00),-343,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
12/31/2017,0000,Codi descompte material LE,716,AMPA CEIP SAGRADA FAMÍLIA,2065,(1.00),-46,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705223,Formación ROBOTIX 1 CM (1H),716,AMPA CEIP SAGRADA FAMÍLIA,2065,10.00 ,460,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705227,Formación ROBOTIX 3 CM (1H),716,AMPA CEIP SAGRADA FAMÍLIA,2065,7.00 ,343,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
12/31/2017,705223,Formación ROBOTIX 1 CM (1H),716,AMPA CEIP SAGRADA FAMÍLIA,2066,10.00 ,460,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705227,Formación ROBOTIX 3 CM (1H),716,AMPA CEIP SAGRADA FAMÍLIA,2066,7.00 ,343,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
12/31/2017,0000,Codi descompte material LE,716,AMPA CEIP SAGRADA FAMÍLIA,2066,(1.00),-46,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
1/25/2017,705207,INSCRIPCION ROBOTIX I SM,717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,112,1.00 ,30,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
1/25/2017,705212,FORMACION ROBOTIX I CM 1H,717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,112,9.00 ,414,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
1/25/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,112,10.00 ,490,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
2/22/2017,705212,FORMACION ROBOTIX I CM 1H,717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,233,9.00 ,414,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
2/22/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,233,10.00 ,490,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
3/24/2017,705212,FORMACION ROBOTIX I CM 1H,717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,352,9.00 ,414,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
3/24/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,352,10.00 ,490,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
4/24/2017,705212,FORMACION ROBOTIX I CM 1H,717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,478,8.00 ,368,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
4/24/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,478,8.00 ,392,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
5/23/2017,705212,FORMACION ROBOTIX I CM 1H,717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,625,8.00 ,368,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
5/23/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,625,8.00 ,392,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
6/22/2017,705212,FORMACION ROBOTIX I CM 1H,717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,777,8.00 ,368,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
6/22/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,777,8.00 ,392,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
10/25/2017,705220,Inscripción ROBOTIX CM,717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,1431,8.00 ,240,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
10/25/2017,705223,Formación ROBOTIX 1 CM (1H),717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,1431,2.00 ,92,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
10/25/2017,705227,Formación ROBOTIX 3 CM (1H),717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,1431,5.00 ,245,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
11/29/2017,705223,Formación ROBOTIX 1 CM (1H),717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,1785,3.00 ,138,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705223,Formación ROBOTIX 1 CM (1H),717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,2042,3.00 ,138,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705227,Formación ROBOTIX 3 CM (1H),717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,2042,5.00 ,245,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
1/25/2017,705212,FORMACION ROBOTIX I CM 1H,719,"BRITISH&INTERNATIONAL SCHOOL XXII, S.L.",113,3.00 ,138,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
3/24/2017,705209,INSCRIPCION ROBOTIX I CM,719,"BRITISH&INTERNATIONAL SCHOOL XXII, S.L.",353,1.00 ,30,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
4/24/2017,705212,FORMACION ROBOTIX I CM 1H,719,"BRITISH&INTERNATIONAL SCHOOL XXII, S.L.",479,4.00 ,184,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
5/23/2017,705212,FORMACION ROBOTIX I CM 1H,719,"BRITISH&INTERNATIONAL SCHOOL XXII, S.L.",626,4.00 ,184,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
6/22/2017,705212,FORMACION ROBOTIX I CM 1H,719,"BRITISH&INTERNATIONAL SCHOOL XXII, S.L.",778,4.00 ,184,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/5/2017,705223,Formación ROBOTIX 1 CM (1H),719,"BRITISH&INTERNATIONAL SCHOOL XXII, S.L.",1836,14.00 ,644,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/5/2017,705220,Inscripción ROBOTIX CM,719,"BRITISH&INTERNATIONAL SCHOOL XXII, S.L.",1836,1.00 ,30,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705223,Formación ROBOTIX 1 CM (1H),719,"BRITISH&INTERNATIONAL SCHOOL XXII, S.L.",2043,13.00 ,598,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
1/25/2017,705209,INSCRIPCION ROBOTIX I CM,720,SAFA SANT ANDREU,114,1.00 ,30,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
2/22/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",720,SAFA SANT ANDREU,235,6.00 ,294,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
4/24/2017,705212,FORMACION ROBOTIX I CM 1H,720,SAFA SANT ANDREU,480,6.00 ,276,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
4/24/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",720,SAFA SANT ANDREU,480,16.00 ,784,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
5/23/2017,705212,FORMACION ROBOTIX I CM 1H,720,SAFA SANT ANDREU,627,6.00 ,276,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
5/23/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",720,SAFA SANT ANDREU,627,16.00 ,784,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
10/26/2017,705227,Formación ROBOTIX 3 CM (1H),716,AMPA CEIP SAGRADA FAMÍLIA,1469,7.00 ,343,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
1/25/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,112,1.00 ,36.75,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
12/31/2017,705223,Formación ROBOTIX 1 CM (1H),720,SAFA SANT ANDREU,2044,10.00 ,460,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
12/31/2017,705227,Formación ROBOTIX 3 CM (1H),720,SAFA SANT ANDREU,2044,13.00 ,637,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
12/31/2017,705229,Formación ROBOTIX 4 CM (1H),720,SAFA SANT ANDREU,2044,3.00 ,147,1/14/1900,140,14006,EXTRAESCOLARS,ROBOTIX 4
1/31/2017,705212,FORMACION ROBOTIX I CM 1H,722,AMPA CEIP L'ESTELADA,134,5.00 ,230,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
1/31/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",722,AMPA CEIP L'ESTELADA,134,14.00 ,686,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
2/27/2017,705212,FORMACION ROBOTIX I CM 1H,722,AMPA CEIP L'ESTELADA,250,5.00 ,230,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
2/27/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",722,AMPA CEIP L'ESTELADA,250,14.00 ,686,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
3/27/2017,705212,FORMACION ROBOTIX I CM 1H,722,AMPA CEIP L'ESTELADA,362,5.00 ,230,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
3/27/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",722,AMPA CEIP L'ESTELADA,362,13.00 ,637,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
1/25/2017,705206,"INSCRIPCION ROBOTIX II, III CM",717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,112,1.00 ,30,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
10/25/2017,705223,Formación ROBOTIX 1 CM (1H),717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,1431,1.00 ,23,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
3/24/2017,705212,FORMACION ROBOTIX I CM 1H,720,SAFA SANT ANDREU,354,6.00 ,276,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
3/24/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",720,SAFA SANT ANDREU,354,17.00 ,833,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
11/29/2017,705229,Formación ROBOTIX 4 CM (1H),720,SAFA SANT ANDREU,1786,3.00 ,147,1/14/1900,140,14006,EXTRAESCOLARS,ROBOTIX 4
11/29/2017,705227,Formación ROBOTIX 3 CM (1H),717,AMPA DE L'ESCOLA TURÓ DEL CARGOL,1785,5.00 ,245,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
6/23/2017,705212,FORMACION ROBOTIX I CM 1H,722,AMPA CEIP L'ESTELADA,792,(4.00),-184,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
6/23/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",722,AMPA CEIP L'ESTELADA,792,(13.00),-637,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
11/29/2017,705220,Inscripción ROBOTIX CM,720,SAFA SANT ANDREU,1786,1.00 ,30,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
11/29/2017,705223,Formación ROBOTIX 1 CM (1H),720,SAFA SANT ANDREU,1786,10.00 ,460,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
3/24/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",723,Mª DEL CARME SERRANO RUA,355,12.00 ,588,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
11/29/2017,705227,Formación ROBOTIX 3 CM (1H),720,SAFA SANT ANDREU,1786,13.00 ,637,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
3/24/2017,705212,FORMACION ROBOTIX I CM 1H,719,"BRITISH&INTERNATIONAL SCHOOL XXII, S.L.",353,4.00 ,184,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
10/25/2017,705220,Inscripción ROBOTIX CM,719,"BRITISH&INTERNATIONAL SCHOOL XXII, S.L.",1432,14.00 ,420,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
10/25/2017,705223,Formación ROBOTIX 1 CM (1H),719,"BRITISH&INTERNATIONAL SCHOOL XXII, S.L.",1432,14.00 ,644,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
10/26/2017,705220,Inscripción ROBOTIX CM,723,Mª DEL CARME SERRANO RUA,1454,10.00 ,300,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
10/26/2017,705227,Formación ROBOTIX 3 CM (1H),723,Mª DEL CARME SERRANO RUA,1454,10.00 ,490,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
10/26/2017,705220,Inscripción ROBOTIX CM,723,Mª DEL CARME SERRANO RUA,1455,9.00 ,270,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
2/22/2017,705206,"INSCRIPCION ROBOTIX II, III CM",720,SAFA SANT ANDREU,235,1.00 ,30,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
11/29/2017,705227,Formación ROBOTIX 3 CM (1H),723,Mª DEL CARME SERRANO RUA,1787,9.00 ,405,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
11/29/2017,705227,Formación ROBOTIX 3 CM (1H),723,Mª DEL CARME SERRANO RUA,1788,10.00 ,450,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
11/29/2017,705227,Formación ROBOTIX 3 CM (1H),723,Mª DEL CARME SERRANO RUA,1800,(10.00),-40,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
12/31/2017,705227,Formación ROBOTIX 3 CM (1H),723,Mª DEL CARME SERRANO RUA,2018,8.00 ,392,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
12/31/2017,705227,Formación ROBOTIX 3 CM (1H),723,Mª DEL CARME SERRANO RUA,2045,10.00 ,490,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
2/22/2017,705212,FORMACION ROBOTIX I CM 1H,720,SAFA SANT ANDREU,235,6.00 ,276,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
2/22/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",720,SAFA SANT ANDREU,235,11.00 ,539,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
12/31/2017,705227,Formación ROBOTIX 3 CM (1H),723,Mª DEL CARME SERRANO RUA,2097,(8.00),-392,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
12/31/2017,705227,Formación ROBOTIX 3 CM (1H),723,Mª DEL CARME SERRANO RUA,2098,8.00 ,360,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
10/25/2017,705220,Inscripción ROBOTIX CM,720,SAFA SANT ANDREU,1433,25.00 ,750,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
10/25/2017,705223,Formación ROBOTIX 1 CM (1H),720,SAFA SANT ANDREU,1433,10.00 ,460,1/14/1900,140,14002,EXTRAESCOLARS,ROBOTIX 1
10/25/2017,705227,Formación ROBOTIX 3 CM (1H),720,SAFA SANT ANDREU,1433,12.00 ,588,1/14/1900,140,14004,EXTRAESCOLARS,ROBOTIX 3
10/25/2017,705229,Formación ROBOTIX 4 CM (1H),720,SAFA SANT ANDREU,1433,3.00 ,147,1/14/1900,140,14006,EXTRAESCOLARS,ROBOTIX 4
2/22/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",723,Mª DEL CARME SERRANO RUA,236,12.00 ,588,1/14/1900,140,14003,EXTRAESCOLARS,ROBOTIX 2
