FECHA_1,CodArt,DescArt,CodCli,Nomcli,NUMDOC (Num. Factura),Unidades,BASEMONEDA,CENTROCOSTE3
11/27/2018,9749,Temperature Sensor,1575,FUNDACIO EDUCATIVA PRIV. DOMINIQUES ANUNCIATA PARE COLL (FEDAC),6563,1.00,32.78,13002
11/26/2018,9686,Simple & Powered Machines Set,1588,Escola Mare de Déu del Remei,6526,4.00,521.37,13002
11/26/2018,45570,EV3 Space Challenge Set,1736,"UTMAR EDUCACIÓ, SLU",6501,1.00,154.8,13002
11/26/2018,45517,Transformer 10V DC,1736,"UTMAR EDUCACIÓ, SLU",6501,6.00,151.63,13002
11/26/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1736,"UTMAR EDUCACIÓ, SLU",6501,1.00,292.29,13002
11/23/2018,2000715,LE Replacement Pack LE WeDo 2.0,1751,FUNDACION EDUCATIVA LA MERCED,6134,2.00,10.57,13002
11/22/2018,45504,EV3 Ultrasonic Sensor,1761,IES Luis Bueno Crespo,5946,2.00,60.02,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,1890,CPR PLURILINGUE CERVANTES,6443,1.00,112.95,13002
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,1971,SCIENCE GYM ALMERÍA SOC. COOP. AND.,6045,5.00,564.77,13002
11/21/2018,9656,Early Simple Machines Set,2109,Cultural Actex SL,5847,1.00,119.68,13002
11/21/2018,9076,Tubes Experiment Set,2109,Cultural Actex SL,5847,1.00,88.47,13002
11/21/2018,45024,STEAM Park,2109,Cultural Actex SL,5847,1.00,118.49,13002
11/26/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,2120,Escola Camps Elisis,6487,1.00,86.1,13002
11/21/2018,45009,Animal Bingo,2122,Escola El Turó,5846,1.00,27.64,13002
11/21/2018,45020,Creative LEGO® Brick Set,2122,Escola El Turó,5846,1.00,45.81,13002
11/28/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,2125,CEIP Aragón,1830,1.00,86.1,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,2144,Escola Josep Ventalló i Vintró,6515,4.00,451.82,13002
11/26/2018,45302,Smarthub Rechargeable Battery,2144,Escola Josep Ventalló i Vintró,6515,4.00,167.45,13002
11/26/2018,45517,Transformer 10V DC,2144,Escola Josep Ventalló i Vintró,6515,2.00,50.54,13002
11/22/2018,45003,LEGO® Soft Brick Set,2201,Escola Gabriel Castellà i Raich,5967,1.00,417.9,13002
11/23/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,2263,IES FERROL VELLO,6034,1.00,292.29,13002
11/26/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,2274,ESCOLA ELISABETH,6473,1.00,86.1,13002
10/25/2018,4530096PA6,Pack aula LEGO Education WeDo 2.0 + Simple Machines 6 alumnos,2339,CEIP TAXONERA,5621,1.00,558.84,13002
11/26/2018,45009,Animal Bingo,2411,"ABACUS LEON, S.L.",6527,5.00,138.21,13002
11/26/2018,2000707,LE Replacement Pack Rubber Bands,2411,"ABACUS LEON, S.L.",6527,4.00,21.14,13002
11/26/2018,45018,"Build Me ""Emotions""",2411,"ABACUS LEON, S.L.",6527,1.00,55.29,13002
11/26/2018,09840,Storage Solution - 1 Pack,2411,"ABACUS LEON, S.L.",6527,3.00,38.32,13002
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,2434,GDS EDUCACION Y OCIO S.L.,6041,1.00,112.95,13002
11/21/2018,45300,LEGO® Education WeDo 2.0 Core Set,2482,DIMADE DIGITAL S.L.,5849,2.00,225.91,13002
11/21/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,2486,ASOCIACION CIC BATA,5853,4.00,1169.17,13002
11/21/2018,45517,Transformer 10V DC,2486,ASOCIACION CIC BATA,5853,2.00,50.54,13002
11/21/2018,45300,LEGO® Education WeDo 2.0 Core Set,2503,FUNDACION UNIVERSIDAD DE OVIEDO,5871,1.00,112.95,13002
11/21/2018,45300,LEGO® Education WeDo 2.0 Core Set,2510,LIDERA SISTEMAS DE GESTION SL,5879,1.00,112.95,13002
11/21/2018,45300,LEGO® Education WeDo 2.0 Core Set,2512,"CHI-CUADRADO, S.L.",5881,1.00,112.95,13002
11/22/2018,45300,LEGO® Education WeDo 2.0 Core Set,2546,"SIMAC MUNDO DIGITAL, SL",5918,3.00,338.86,13002
11/22/2018,45300,LEGO® Education WeDo 2.0 Core Set,2558,RIPO ROBOTICS SL,5930,4.00,451.82,13002
11/22/2018,45300,LEGO® Education WeDo 2.0 Core Set,2561,ESCOLA SANT BERNAT CALVO,5933,2.00,225.91,13002
11/22/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,2561,ESCOLA SANT BERNAT CALVO,5933,2.00,584.58,13002
11/22/2018,45300,LEGO® Education WeDo 2.0 Core Set,2562,CODELEARN  SANT GERVASI,5934,3.00,338.86,13002
11/22/2018,45300,LEGO® Education WeDo 2.0 Core Set,2563,ESCOLA SAGRADA FAMILIA,5936,4.00,451.82,13002
11/22/2018,45300,LEGO® Education WeDo 2.0 Core Set,2564,CEIP CARDENAL BELLUGA,5937,1.00,112.95,13002
11/22/2018,45300,LEGO® Education WeDo 2.0 Core Set,2570,EOS CONSULT. I GESTIO 2015 S.L.,5949,1.00,112.95,13002
11/22/2018,45300,LEGO® Education WeDo 2.0 Core Set,2578,CRA TREMOR DE ARRIBA,5957,1.00,112.95,13002
11/22/2018,45300,LEGO® Education WeDo 2.0 Core Set,2589,ESCOLA GUILLEM FORTUNY,5970,11.00,1242.5,13002
11/22/2018,45300,LEGO® Education WeDo 2.0 Core Set,2590,CEIP CRISTO DE LA CAMPANA,5971,15.00,1694.31,13002
11/28/2018,45300,LEGO® Education WeDo 2.0 Core Set,2591,EAP B-26,6596,1.00,112.95,13002
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,2592,CEIP EL VINCLE,6055,1.00,112.95,13002
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,2592,CEIP EL VINCLE,6151,1.00,112.95,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,2592,CEIP EL VINCLE,6489,1.00,112.95,13002
11/22/2018,45300,LEGO® Education WeDo 2.0 Core Set,2594,CEIP SOFIA TARTILAN,5974,1.00,112.95,13002
11/22/2018,8883,Power Functions M-Motor,2606,KREATIVE KIDS SL,5987,10.00,71.02,13002
11/22/2018,45300,LEGO® Education WeDo 2.0 Core Set,2608,CEIP CASTRA CAECILIA,5989,4.00,451.82,13002
11/22/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,2608,CEIP CASTRA CAECILIA,5989,6.00,1753.75,13002
11/23/2018,45009,Animal Bingo,2656,ESCOLA VALL DE LORD,6044,1.00,27.64,13002
11/23/2018,45024,STEAM Park,2656,ESCOLA VALL DE LORD,6044,1.00,118.49,13002
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,2658,ESCOLA MN JOSEP MA ALBERT,6048,1.00,112.95,13002
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,2671,CEIP LA PRADERA,6063,1.00,112.95,13002
11/23/2018,45024,STEAM Park,2676,BRIGITTE IBENS,6068,1.00,118.49,13002
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,2684,CEIP RODRIGUEZ DE CELIS,6076,1.00,112.95,13002
11/23/2018,9689,Simple Machines Set,2684,CEIP RODRIGUEZ DE CELIS,6076,1.00,43.44,13002
11/23/2018,45008,Math Train,2684,CEIP RODRIGUEZ DE CELIS,6076,1.00,75.04,13002
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,2688,BABY ERASMUS,6080,1.00,112.95,13002
11/23/2018,45002,Tech Machines,2694,ESCOLA PARC DE L'AIGUA,6087,1.00,142.19,13002
11/23/2018,9686,Simple & Powered Machines Set,2694,ESCOLA PARC DE L'AIGUA,6088,1.00,130.34,13002
11/23/2018,9656,Early Simple Machines Set,2694,ESCOLA PARC DE L'AIGUA,6088,1.00,119.68,13002
11/23/2018,9689,Simple Machines Set,2694,ESCOLA PARC DE L'AIGUA,6088,1.00,43.44,13002
11/23/2018,9641,Pneumatics Add-on Set,2694,ESCOLA PARC DE L'AIGUA,6088,1.00,60.82,13002
11/23/2018,9688,Renewable Energy Add-on Set,2694,ESCOLA PARC DE L'AIGUA,6088,1.00,95.58,13002
11/23/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,2694,ESCOLA PARC DE L'AIGUA,6088,1.00,292.29,13002
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,2694,ESCOLA PARC DE L'AIGUA,6088,2.00,225.91,13002
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,2695,CEIP EL FARO,6092,2.00,225.91,13002
11/23/2018,45302,Smarthub Rechargeable Battery,2697,CEIP PERE CASASNOVAS,6094,1.00,41.86,13002
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,2697,CEIP PERE CASASNOVAS,6094,3.00,338.86,13002
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,2705,ESCOLA TORRE DE LA LLEBRE,6102,1.00,112.95,13002
11/23/2018,45024,STEAM Park,2707,"TORRAS I CARDUS, SL",6104,1.00,118.49,13002
11/23/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,2709,IES ROSA CHACEL,6038,8.00,2338.34,13002
11/23/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,2709,IES ROSA CHACEL,6038,2.00,172.2,13002
11/23/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,2717,ESCOLA FRANCESCO TONUCCI,6113,1.00,292.29,13002
11/23/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,2724,MEDEFINE ING. Y MARKETING SLU,6120,2.00,584.58,13002
11/26/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,2724,MEDEFINE ING. Y MARKETING SLU,6347,1.00,292.29,13002
11/26/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,2724,MEDEFINE ING. Y MARKETING SLU,6347,1.00,86.1,13002
11/26/2018,45517,Transformer 10V DC,2724,MEDEFINE ING. Y MARKETING SLU,6347,1.00,25.27,13002
11/23/2018,45517,Transformer 10V DC,2733,AYUNTAMIENTO DE BARAKALDO,6130,2.00,50.54,13002
11/23/2018,45502,EV3 Large Servo Motor,2733,AYUNTAMIENTO DE BARAKALDO,6130,2.00,50.54,13002
11/23/2018,2000702,LE Replacement Pack LME 3,2733,AYUNTAMIENTO DE BARAKALDO,6130,5.00,26.43,13002
11/23/2018,2000707,LE Replacement Pack Rubber Bands,2733,AYUNTAMIENTO DE BARAKALDO,6130,7.00,37,13002
11/23/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,2738,I.E.S. FLORIDABLANCA,6138,1.00,292.29,13002
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,2742,DISER HOME,6142,1.00,112.95,13002
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,2746,CEIP PRINCIPES DE ASTURIAS,6147,12.00,1355.45,13002
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,2748,BETA SYSTEM,6149,1.00,112.95,13002
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,2749,ESCOLA LA GESSERA ESCOLA LA GESSERA,6150,1.00,112.95,13002
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,2753,C&F ACTIVATE SLU,6154,3.00,338.86,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,2784,CEIP HERMANOS ARGENSOLA,6191,1.00,112.95,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,2784,CEIP HERMANOS ARGENSOLA,6463,1.00,112.95,13002
11/26/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,2785,AREA DE SERVICIO DE BLANCA SL,6192,1.00,292.29,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,2793,E-MARQUET DECISION SLU,6199,1.00,112.95,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,2824,"REGINA CARMELI, RUBI",6233,2.00,225.91,13002
11/27/2018,45300,LEGO® Education WeDo 2.0 Core Set,2843,AYUNTAMIENTO DE FRESNILLO DE LAS DUEÑAS,6593,3.00,338.86,13002
11/27/2018,45517,Transformer 10V DC,2843,AYUNTAMIENTO DE FRESNILLO DE LAS DUEÑAS,6593,1.00,25.27,13002
11/27/2018,45302,Smarthub Rechargeable Battery,2843,AYUNTAMIENTO DE FRESNILLO DE LAS DUEÑAS,6593,3.00,125.59,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,2895,ECOISOLA AISLAMIENTOS,6307,1.00,112.95,13002
11/26/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,2912,IES PERE BOIL,6324,1.00,292.29,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,2919,CEIP SOFIA CASANOVA,6333,1.00,112.95,13002
11/26/2018,45302,Smarthub Rechargeable Battery,2934,TOLDOS LA SIERRA S.L.,6353,1.00,41.86,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,2934,TOLDOS LA SIERRA S.L.,6353,1.00,112.95,13002
11/26/2018,9389,Community Starter Set,2966,MAGDIUS FORMACION SL,6387,1.00,146.14,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,2976,AMPA ESCOLA TEIDE,6397,1.00,112.95,13002
11/26/2018,8883,Power Functions M-Motor,2986,COL·LEGI SANT MIQUEL,6408,7.00,49.71,13002
11/26/2018,8881,Power Functions Battery Box,2986,COL·LEGI SANT MIQUEL,6408,1.00,6.31,13002
11/26/2018,2000707,LE Replacement Pack Rubber Bands,2986,COL·LEGI SANT MIQUEL,6408,1.00,5.29,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,3008,MUELLES KAISARI,6433,1.00,112.95,13002
11/26/2018,9689,Simple Machines Set,3035,CPI PLURILINGUE VIRXE DA CELA,6467,5.00,217.21,13002
11/26/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,3035,CPI PLURILINGUE VIRXE DA CELA,6467,1.00,292.29,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,3048,C.E.I.P. GUSTAVO ADOLFO BECQUER,6481,2.00,225.91,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,3050,EL LADO POSITIVO PRODUCCIONES SL,6483,1.00,112.95,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,3053,ESCOLA CESAR AUGUST,6488,6.00,677.73,13002
11/26/2018,45302,Smarthub Rechargeable Battery,3053,ESCOLA CESAR AUGUST,6488,6.00,251.17,13002
11/26/2018,45517,Transformer 10V DC,3053,ESCOLA CESAR AUGUST,6488,6.00,151.63,13002
11/26/2018,9656,Early Simple Machines Set,3054,AMPA ESCOLA ENRIC GRAU FONTSERE,6490,1.00,119.68,13002
11/26/2018,45024,STEAM Park,3054,AMPA ESCOLA ENRIC GRAU FONTSERE,6490,1.00,118.49,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,3054,AMPA ESCOLA ENRIC GRAU FONTSERE,6491,8.00,903.63,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,3059,AGMSOFT,6496,1.00,112.95,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,3062,ESCOLA LES ARENES,6499,10.00,1129.54,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,3079,CEIP PINODUERO,6518,3.00,338.86,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,3081,CRA LOS ALMENDROS,6521,1.00,112.95,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,3082,ESCOLA SANT CRISTOFOR,6523,8.00,903.63,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,3085,COLEGIO NOVA HISPALIS S.C.M.,6528,10.00,1129.54,13002
11/26/2018,9689,Simple Machines Set,3086,ESCOLA RONÇANA,6529,2.00,86.88,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,3087,FUTUROS TALENTOS SL,6531,10.00,1129.54,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,3089,ESCOLA PARE ALGUE,6533,6.00,677.73,13002
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,3090,CEIP LUIS CASADO,6534,1.00,112.95,13002
11/27/2018,45300,LEGO® Education WeDo 2.0 Core Set,3112,GIVE ME 5 SCHOOL S.L.,6561,1.00,112.95,13002
11/27/2018,45300,LEGO® Education WeDo 2.0 Core Set,3128,SERVEIS ELA GAVA,6581,1.00,112.95,13002
11/27/2018,9749,Temperature Sensor,3131,FUNDACION EUSKOIKER,6584,1.00,32.78,13002
11/27/2018,45509,EV3 Infrared Sensor,3131,FUNDACION EUSKOIKER,6584,1.00,29.22,13002
11/27/2018,45508,EV3 Infrared Beacon,3131,FUNDACION EUSKOIKER,6584,1.00,29.22,13002
11/27/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,3133,FORM DIRECT S.L.,6586,4.00,1169.17,13002
11/27/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,3133,FORM DIRECT S.L.,6586,1.00,86.1,13002
11/28/2018,45300,LEGO® Education WeDo 2.0 Core Set,3147,ESCOLA EL GURRI,6603,3.00,338.86,13002
11/28/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,3152,CEIP ANTONIO MACHADO,6608,4.00,1169.17,13002
11/28/2018,45300,LEGO® Education WeDo 2.0 Core Set,3154,CEIP SAN LAZARO,6610,1.00,112.95,13002
11/28/2018,9688,Renewable Energy Add-on Set,3154,CEIP SAN LAZARO,6610,1.00,95.58,13002
11/28/2018,9686,Simple & Powered Machines Set,3154,CEIP SAN LAZARO,6610,1.00,130.34,13002
11/28/2018,45300,LEGO® Education WeDo 2.0 Core Set,3155,C.E.I.P. SAN MIGUEL,6611,1.00,112.95,13002
11/28/2018,45300,LEGO® Education WeDo 2.0 Core Set,3156,Aulas Hospitalarias de Getafe,1822,1.00,112.95,13002
11/28/2018,45300,LEGO® Education WeDo 2.0 Core Set,3158,CPI DE ATIOS,6616,1.00,112.95,13002
11/28/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,3161,CEIP PEDRO GUTIERREZ,6619,1.00,292.29,13002
11/29/2018,45570,EV3 Space Challenge Set,3167,COL. SAGRADO CORAZON DE JESUS,6626,1.00,154.8,13002
11/29/2018,45300,LEGO® Education WeDo 2.0 Core Set,3169,AMPA Escola General Prim,1844,12.00,1355.45,13002
12/14/2018,45300,LEGO® Education WeDo 2.0 Core Set,3169,AMPA Escola General Prim,1972,-12.00,-1355.45,13002
12/14/2018,45018,"Build Me ""Emotions""",3169,AMPA Escola General Prim,1975,1.00,55.29,13002
12/14/2018,9689,Simple Machines Set,3169,AMPA Escola General Prim,1975,8.00,347.54,13002
12/14/2018,45570,EV3 Space Challenge Set,3169,AMPA Escola General Prim,1975,2.00,309.6,13002
12/11/2018,45300,LEGO® Education WeDo 2.0 Core Set,3230,SERVICIOS PROYECTOS Y FORMACION EN NUEVAS TECNOLOGIAS SLL,6690,1.00,112.95,13002
12/13/2018,45300,LEGO® Education WeDo 2.0 Core Set,3247,CEIP GLORIA FUERTES,1956,1.00,112.95,13002
12/13/2018,8883,Power Functions M-Motor,3258,"Sedena, S.L.",1971,2.00,14.2,13002
12/31/2017,705223,Formación ROBOTIX 1 CM (1H),4,FUNDACIÓ MARISTES CHAMPAGNAT,2025,4.00,184,14002
12/31/2017,705227,Formación ROBOTIX 3 CM (1H),5,"CENTRO DE ESTUDIOS GRESOL, S.L.",2004,3.00,120,14002
12/31/2017,705223,Formación ROBOTIX 1 CM (1H),5,"CENTRO DE ESTUDIOS GRESOL, S.L.",2004,2.00,80,14002
12/31/2017,705230,Formación ROBOTIX 4 CM (1.5H),3,ESCOLA GUINARDO S.C.C.L.,2003,13.00,715,14002
12/31/2017,705225,Formación ROBOTIX 2 CM (1H),3,ESCOLA GUINARDO S.C.C.L.,2003,10.00,420,14002
12/31/2017,705221,Formación ROBOTIX INFANTIL CM (1H),3,ESCOLA GUINARDO S.C.C.L.,2003,7.00,294,14002
3/24/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",6,AMPA SAGRADA FAMILIA DE SABADELL,325,15.00,630,14002
3/24/2017,705212,FORMACION ROBOTIX I CM 1H,6,AMPA SAGRADA FAMILIA DE SABADELL,325,13.00,546,14002
2/22/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",6,AMPA SAGRADA FAMILIA DE SABADELL,207,15.00,630,14002
2/22/2017,705212,FORMACION ROBOTIX I CM 1H,6,AMPA SAGRADA FAMILIA DE SABADELL,207,13.00,546,14002
2/22/2017,705206,"INSCRIPCION ROBOTIX II, III CM",6,AMPA SAGRADA FAMILIA DE SABADELL,207,1.00,25,14002
3/24/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",4,FUNDACIÓ MARISTES CHAMPAGNAT,323,6.00,294,14002
3/24/2017,705212,FORMACION ROBOTIX I CM 1H,4,FUNDACIÓ MARISTES CHAMPAGNAT,323,3.00,138,14002
11/29/2017,705227,Formación ROBOTIX 3 CM (1H),5,"CENTRO DE ESTUDIOS GRESOL, S.L.",1769,1.00,40,14002
2/22/2017,705212,FORMACION ROBOTIX I CM 1H,4,FUNDACIÓ MARISTES CHAMPAGNAT,205,4.00,184,14002
2/22/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",4,FUNDACIÓ MARISTES CHAMPAGNAT,205,6.00,294,14002
11/29/2017,705221,Formación ROBOTIX INFANTIL CM (1H),3,ESCOLA GUINARDO S.C.C.L.,1767,7.00,294,14002
11/29/2017,705225,Formación ROBOTIX 2 CM (1H),3,ESCOLA GUINARDO S.C.C.L.,1767,10.00,420,14002
11/29/2017,705230,Formación ROBOTIX 4 CM (1.5H),3,ESCOLA GUINARDO S.C.C.L.,1767,14.00,770,14002
12/31/2017,705223,Formación ROBOTIX 1 CM (1H),6,AMPA SAGRADA FAMILIA DE SABADELL,2005,12.00,504,14002
12/31/2017,705227,Formación ROBOTIX 3 CM (1H),6,AMPA SAGRADA FAMILIA DE SABADELL,2005,10.00,420,14002
11/29/2017,705227,Formación ROBOTIX 3 CM (1H),5,"CENTRO DE ESTUDIOS GRESOL, S.L.",1769,2.00,40,14002
11/29/2017,705223,Formación ROBOTIX 1 CM (1H),5,"CENTRO DE ESTUDIOS GRESOL, S.L.",1769,2.00,80,14002
11/29/2017,705223,Formación ROBOTIX 1 CM (1H),4,FUNDACIÓ MARISTES CHAMPAGNAT,1768,4.00,184,14002
11/29/2017,705220,Inscripción ROBOTIX CM,4,FUNDACIÓ MARISTES CHAMPAGNAT,1768,4.00,140,14002
3/24/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,3,ESCOLA GUINARDO S.C.C.L.,322,6.00,252,14002
3/24/2017,705213,"FORMACION ROBOTIX II, III SM 1,5 H",3,ESCOLA GUINARDO S.C.C.L.,322,9.00,495,14002
3/24/2017,705215,FORMACION ROBOTIX I SM 1H,3,ESCOLA GUINARDO S.C.C.L.,322,13.00,546,14002
12/5/2017,705220,Inscripción ROBOTIX CM,7,THE BRITISH SCHOOL BARCELONA,1834,2.00,60,14002
12/5/2017,705222,Formación ROBOTIX INFANTIL CM (1.5H),7,THE BRITISH SCHOOL BARCELONA,1834,14.00,812,14002
12/5/2017,705224,Formación ROBOTIX 1 CM (1.5H),7,THE BRITISH SCHOOL BARCELONA,1834,17.00,1037,14002
12/5/2017,705228,Formación ROBOTIX 3 CM (1.5H),7,THE BRITISH SCHOOL BARCELONA,1834,14.00,910,14002
3/24/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",5,"CENTRO DE ESTUDIOS GRESOL, S.L.",324,4.00,160,14002
2/22/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,3,ESCOLA GUINARDO S.C.C.L.,204,6.00,252,14002
2/22/2017,705213,"FORMACION ROBOTIX II, III SM 1,5 H",3,ESCOLA GUINARDO S.C.C.L.,204,9.00,495,14002
2/22/2017,705215,FORMACION ROBOTIX I SM 1H,3,ESCOLA GUINARDO S.C.C.L.,204,13.00,546,14002
3/24/2017,705215,FORMACION ROBOTIX I SM 1H,5,"CENTRO DE ESTUDIOS GRESOL, S.L.",324,3.00,120,14002
2/22/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",5,"CENTRO DE ESTUDIOS GRESOL, S.L.",206,4.00,160,14002
12/31/2017,705228,Formación ROBOTIX 3 CM (1.5H),7,THE BRITISH SCHOOL BARCELONA,2030,14.00,910,14002
2/22/2017,705215,FORMACION ROBOTIX I SM 1H,5,"CENTRO DE ESTUDIOS GRESOL, S.L.",206,3.00,120,14002
4/24/2017,705212,FORMACION ROBOTIX I CM 1H,6,AMPA SAGRADA FAMILIA DE SABADELL,452,13.00,546,14002
4/24/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",6,AMPA SAGRADA FAMILIA DE SABADELL,452,15.00,630,14002
6/22/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",6,AMPA SAGRADA FAMILIA DE SABADELL,752,15.00,630,14002
6/22/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,3,ESCOLA GUINARDO S.C.C.L.,749,6.00,252,14002
6/22/2017,705213,"FORMACION ROBOTIX II, III SM 1,5 H",3,ESCOLA GUINARDO S.C.C.L.,749,8.00,440,14002
6/22/2017,705217,"FORMACION ROBOTIX II, III CM 1 H",4,FUNDACIÓ MARISTES CHAMPAGNAT,750,5.00,245,14002
6/22/2017,705212,FORMACION ROBOTIX I CM 1H,4,FUNDACIÓ MARISTES CHAMPAGNAT,750,3.00,138,14002
4/24/2017,705215,FORMACION ROBOTIX I SM 1H,5,"CENTRO DE ESTUDIOS GRESOL, S.L.",451,2.00,80,14002
4/24/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",5,"CENTRO DE ESTUDIOS GRESOL, S.L.",451,4.00,160,14002
6/22/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",5,"CENTRO DE ESTUDIOS GRESOL, S.L.",751,4.00,160,14002
6/22/2017,705215,FORMACION ROBOTIX I SM 1H,5,"CENTRO DE ESTUDIOS GRESOL, S.L.",751,2.00,80,14002
6/22/2017,705215,FORMACION ROBOTIX I SM 1H,3,ESCOLA GUINARDO S.C.C.L.,749,13.00,546,14002
6/22/2017,705212,FORMACION ROBOTIX I CM 1H,6,AMPA SAGRADA FAMILIA DE SABADELL,752,13.00,546,14002
1/25/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,11,BELL-LLOC DEL PLA,86,13.00,546,14002
2/22/2017,705205,Inscripción ROBOTIX Infantil,11,BELL-LLOC DEL PLA,208,1.00,25,14002
2/22/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,11,BELL-LLOC DEL PLA,208,14.00,588,14002
3/24/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,11,BELL-LLOC DEL PLA,326,13.00,546,14002
5/23/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,11,BELL-LLOC DEL PLA,600,12.00,504,14002
6/22/2017,705210,FORMACION ROBOTIX INFANTIL 1 H,11,BELL-LLOC DEL PLA,753,12.00,504,14002
12/31/2017,705229,Formación ROBOTIX 4 CM (1H),6,AMPA SAGRADA FAMILIA DE SABADELL,2005,7.00,455,14002
5/23/2017,705215,FORMACION ROBOTIX I SM 1H,5,"CENTRO DE ESTUDIOS GRESOL, S.L.",598,2.00,80,14002
5/23/2017,705218,"FORMACION ROBOTIX II, III SM 1 H",5,"CENTRO DE ESTUDIOS GRESOL, S.L.",598,4.00,160,14002
