FECHA_1,CodArt,DescArt,CodCli,Nomcli,NUMDOC (Num. Factura),BASEMONEDA,Unidades
7/19/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,272,SEK ALBORAN S.L,758,0.00,4.00 
7/19/2018,45517,Transformer 10V DC,272,SEK ALBORAN S.L,758,0.00,2.00 
7/19/2018,45300,LEGO® Education WeDo 2.0 Core Set,272,SEK ALBORAN S.L,758,0.00,12.00 
7/19/2018,45024,STEAM Park,272,SEK ALBORAN S.L,758,0.00,4.00 
7/19/2018,9998,Garantía anual - No question,272,SEK ALBORAN S.L,758,0.00,1.00 
6/11/2018,9686,Simple & Powered Machines Set,306,COL·LEGI MARE DE DÉU DE LA MERCÈ,549,989.94,6.00 
6/11/2018,9585,LEGO® Education WeDo™ Resource set,306,COL·LEGI MARE DE DÉU DE LA MERCÈ,549,105.98,2.00 
6/11/2018,0000,Codi descompte material LE,306,COL·LEGI MARE DE DÉU DE LA MERCÈ,549,-54.79,(1.00)
10/9/2018,705001,SERVICIOS PRESTADOS,321,COLEGIOS RAMON Y CAJAL SL,1259,540.00,1.00 
10/3/2018,45300,LEGO® Education WeDo 2.0 Core Set,326,ESCOLA EL BOSC DE LA PABORDIA,1183,"1,000.86",7.00 
10/3/2018,0000,Codi descompte material LE,326,ESCOLA EL BOSC DE LA PABORDIA,1183,-50.04,(1.00)
10/16/2018,0000,Codi descompte material LE,350,ESCUELAS PROFESIONALES DE LA SAGRADA FAMILIA,1309,-472.50,(1.00)
11/7/2018,45300,LEGO® Education WeDo 2.0 Core Set,493,DIRECCIÓ DE SERVEIS A LES PERSONES I AL TERRITORI DEL DISTRICTE DE LES CORTS,1454,"1,715.76",12.00 
11/7/2018,9656,Early Simple Machines Set,493,DIRECCIÓ DE SERVEIS A LES PERSONES I AL TERRITORI DEL DISTRICTE DE LES CORTS,1454,908.94,6.00 
11/7/2018,0,Artículo,493,DIRECCIÓ DE SERVEIS A LES PERSONES I AL TERRITORI DEL DISTRICTE DE LES CORTS,1454,"1,586.28",12.00 
11/7/2018,0,Artículo,493,DIRECCIÓ DE SERVEIS A LES PERSONES I AL TERRITORI DEL DISTRICTE DE LES CORTS,1454,181.64,4.00 
11/7/2018,0,Artículo,493,DIRECCIÓ DE SERVEIS A LES PERSONES I AL TERRITORI DEL DISTRICTE DE LES CORTS,1454,133.70,2.00 
11/7/2018,0,Artículo,493,DIRECCIÓ DE SERVEIS A LES PERSONES I AL TERRITORI DEL DISTRICTE DE LES CORTS,1454,95.91,1.00 
11/7/2018,0,Artículo,493,DIRECCIÓ DE SERVEIS A LES PERSONES I AL TERRITORI DEL DISTRICTE DE LES CORTS,1454,263.64,1.00 
11/7/2018,0,Artículo,493,DIRECCIÓ DE SERVEIS A LES PERSONES I AL TERRITORI DEL DISTRICTE DE LES CORTS,1454,53.64,1.00 
11/7/2018,0,Artículo,493,DIRECCIÓ DE SERVEIS A LES PERSONES I AL TERRITORI DEL DISTRICTE DE LES CORTS,1454,74.38,1.00 
11/7/2018,0,Artículo,493,DIRECCIÓ DE SERVEIS A LES PERSONES I AL TERRITORI DEL DISTRICTE DE LES CORTS,1454,39.66,2.00 
11/7/2018,0,Artículo,493,DIRECCIÓ DE SERVEIS A LES PERSONES I AL TERRITORI DEL DISTRICTE DE LES CORTS,1454,61.98,1.00 
11/7/2018,628004,GASTOS DE ENVIO,493,DIRECCIÓ DE SERVEIS A LES PERSONES I AL TERRITORI DEL DISTRICTE DE LES CORTS,1454,20.97,1.00 
7/10/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,513,COLEGIO CASA AZUL,723,"1,479.96",4.00 
7/10/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,513,COLEGIO CASA AZUL,725,435.96,4.00 
11/26/2018,45517,Transformer 10V DC,623,FUNDACIÓ PRIVADA TR@MS,1550,25.00,1.00 
11/26/2018,45302,Smarthub Rechargeable Battery,623,FUNDACIÓ PRIVADA TR@MS,1550,44.86,1.00 
11/26/2018,45300,LEGO® Education WeDo 2.0 Core Set,623,FUNDACIÓ PRIVADA TR@MS,1550,129.88,1.00 
11/26/2018,628004,GASTOS DE ENVIO,623,FUNDACIÓ PRIVADA TR@MS,1550,5.37,1.00 
10/30/2018,45506,EV3 Color Sensor,624,UNIO CENTRES PRIVATS S.L.,1405,37.99,1.00 
10/30/2018,45505,EV3 Gyro Sensor,624,UNIO CENTRES PRIVATS S.L.,1405,37.99,1.00 
10/30/2018,45501,EV3 Rechargeable DC Battery,624,UNIO CENTRES PRIVATS S.L.,1405,84.99,1.00 
11/12/2018,45003,LEGO® Soft Brick Set,696,FUNDACIÓ BETÀNIAPATMOS,1464,528.99,1.00 
1/29/2018,45300,LEGO® Education WeDo 2.0 Core Set,710,ESCOLA MARIA ANNA MOGAS,135,"1,479.90",10.00 
1/29/2018,9999,Codi creació de packs,710,ESCOLA MARIA ANNA MOGAS,135,930.30,15.00 
1/29/2018,0000,Codi descompte material LE,710,ESCOLA MARIA ANNA MOGAS,135,-120.00,(1.00)
9/7/2018,9999,Codi creació de packs,710,ESCOLA MARIA ANNA MOGAS,990,979.35,15.00 
9/7/2018,0000,Codi descompte material LE,710,ESCOLA MARIA ANNA MOGAS,990,-48.96,(1.00)
1/15/2018,0000,Codi descompte material LE,676,SANTA MARIA DELS APÒSTOLS,50,-7.96,(1.00)
1/15/2018,9689,Simple Machines Set,676,SANTA MARIA DELS APÒSTOLS,50,159.21,3.00 
7/19/2018,1LA45544ONL,Certificación Básica LEGO MINDSTORMS Education EV3,710,ESCOLA MARIA ANNA MOGAS,757,150.00,1.00 
7/9/2018,45300,LEGO® Education WeDo 2.0 Core Set,741,ESCOLA JOAQUIM BLUME,715,"1,429.80",10.00 
7/9/2018,0000,Codi descompte material LE,741,ESCOLA JOAQUIM BLUME,715,-185.87,(1.00)
3/5/2018,45570,EV3 Space Challenge Set,746,COLEGIO PÚBLICO ATALAYA DE ATARFE,257,195.95,1.00 
10/23/2018,628004,GASTOS DE ENVIO,754,AYUNTAMIENTO DE LA LAGUNA (CONCEJALÍA DE EDUCACIÓN),1348,743.05,1.00 
11/9/2018,628004,GASTOS DE ENVIO,754,AYUNTAMIENTO DE LA LAGUNA (CONCEJALÍA DE EDUCACIÓN),1459,743.05,1.00 
9/19/2018,45806600,microFLL6 -  INTO ORBIT,760,LYCÉE FRANÇAIS DE TENERIFE JULES VERNE,1074,815.00,1.00 
9/19/2018,628004,GASTOS DE ENVIO,760,LYCÉE FRANÇAIS DE TENERIFE JULES VERNE,1074,32.00,1.00 
11/20/2018,45300,LEGO® Education WeDo 2.0 Core Set,771,ESCOLA ÀNGEL BAIXERAS,1504,857.88,6.00 
11/20/2018,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,771,ESCOLA ÀNGEL BAIXERAS,1504,190.00,2.00 
11/20/2018,0000,Codi descompte material LE,771,ESCOLA ÀNGEL BAIXERAS,1504,-42.89,(1.00)
1/25/2018,9686,Simple & Powered Machines Set,786,SAGRADO CORAZÓN HERMANOS CORAZONISTAS,111,"4,124.75",25.00 
1/25/2018,0000,Codi descompte material LE,786,SAGRADO CORAZÓN HERMANOS CORAZONISTAS,111,-206.23,(1.00)
3/19/2018,9686,Simple & Powered Machines Set,885,Ajuntament de Llagostera,310,989.94,6.00 
3/19/2018,705001,SERVICIOS PRESTADOS,885,Ajuntament de Llagostera,310,180.00,1.00 
3/19/2018,9387,Wheels Set,885,Ajuntament de Llagostera,311,79.98,2.00 
3/19/2018,45300,LEGO® Education WeDo 2.0 Core Set,885,Ajuntament de Llagostera,311,571.92,4.00 
3/19/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,885,Ajuntament de Llagostera,311,739.98,2.00 
3/19/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,885,Ajuntament de Llagostera,311,435.96,4.00 
3/19/2018,45508,EV3 Infrared Beacon,885,Ajuntament de Llagostera,311,110.97,3.00 
3/19/2018,45509,EV3 Infrared Sensor,885,Ajuntament de Llagostera,311,110.97,3.00 
3/19/2018,9076,Tubes Experiment Set,885,Ajuntament de Llagostera,311,223.98,2.00 
3/19/2018,9385,Sceneries Set,885,Ajuntament de Llagostera,311,85.99,1.00 
3/19/2018,45020,Creative LEGO® Brick Set,885,Ajuntament de Llagostera,311,115.98,2.00 
3/19/2018,0000,Codi descompte material LE,885,Ajuntament de Llagostera,311,-250.00,(1.00)
3/19/2018,705001,SERVICIOS PRESTADOS,885,Ajuntament de Llagostera,312,"1,080.00",4.00 
3/19/2018,705001,SERVICIOS PRESTADOS,885,Ajuntament de Llagostera,312,520.00,4.00 
3/19/2018,0000,Codi descompte material LE,885,Ajuntament de Llagostera,312,-150.00,(1.00)
6/1/2018,45300,LEGO® Education WeDo 2.0 Core Set,905,CEIP Joaquín Costa,517,857.88,6.00 
6/1/2018,0000,Codi descompte material LE,905,CEIP Joaquín Costa,517,-42.89,(1.00)
9/25/2018,9998,Garantía anual - No question,918,COLEGIO BILINGUE DE CASTILLEJA SL - YAGO SCHOOL,1119,899.04,1.00 
4/26/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,947,ESCOLA LA POPA,396,"1,109.97",3.00 
4/26/2018,45517,Transformer 10V DC,947,ESCOLA LA POPA,396,31.99,1.00 
4/26/2018,0000,Codi descompte material LE,947,ESCOLA LA POPA,396,-57.09,(1.00)
6/27/2018,0000,Codi descompte material LE,952,Col·legi Pare Enric d'Ossó,639,-90.00,(1.00)
9/27/2018,45024,STEAM Park,953,Miquel Puig Gonzalez,1147,149.99,1.00 
9/27/2018,45300PA12,Pack aula LEGO Education WeDo 2.0 12 alumnos,953,Miquel Puig Gonzalez,1147,814.14,1.00 
3/5/2018,45300,LEGO® Education WeDo 2.0 Core Set,965,Col·legi Sant Gervasi,254,"1,143.92",8.00 
3/5/2018,0000,Codi descompte material LE,965,Col·legi Sant Gervasi,254,-57.19,(1.00)
3/5/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,965,Col·legi Sant Gervasi,255,"1,849.95",5.00 
3/5/2018,45517,Transformer 10V DC,965,Col·legi Sant Gervasi,255,95.97,3.00 
3/5/2018,0000,Codi descompte material LE,965,Col·legi Sant Gervasi,255,-97.25,(1.00)
4/16/2018,8883,Power Functions M-Motor,971,EL CARME VEDRUNA MANLLEU,362,44.95,5.00 
4/16/2018,0000,Codi descompte material LE,971,EL CARME VEDRUNA MANLLEU,362,-2.25,(1.00)
9/18/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,971,EL CARME VEDRUNA MANLLEU,1063,369.99,1.00 
9/18/2018,9689,Simple Machines Set,971,EL CARME VEDRUNA MANLLEU,1063,549.90,10.00 
9/18/2018,0000,Codi descompte material LE,971,EL CARME VEDRUNA MANLLEU,1063,-46.00,(1.00)
6/6/2018,0000,Codi descompte material LE,978,Colegio Bilingüe La Latina,532,-100.00,(1.00)
6/6/2018,0000,Codi descompte material LE,978,Colegio Bilingüe La Latina,533,-190.00,(1.00)
2/23/2018,705001,SERVICIOS PRESTADOS,1011,"Institució Escolar Turbula, S.L.",237,540.00,1.00 
11/23/2018,9689,Simple Machines Set,1011,"Institució Escolar Turbula, S.L.",1537,439.92,8.00 
11/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,1011,"Institució Escolar Turbula, S.L.",1537,142.98,1.00 
11/23/2018,0000,Codi descompte material LE,1011,"Institució Escolar Turbula, S.L.",1537,-29.15,(1.00)
5/8/2018,2000700,LE Replacement Pack LME 1,1068,COLSANT LLUIS S.L.,417,6.69,1.00 
5/8/2018,2000715,LE Replacement Pack LE WeDo 2.0,1068,COLSANT LLUIS S.L.,417,6.69,1.00 
5/8/2018,628004,GASTOS DE ENVIO,1068,COLSANT LLUIS S.L.,417,6.05,1.00 
5/17/2018,1LA45544ONL,Certificación Básica LEGO MINDSTORMS Education EV3,1077,EDUCAHUMANES S.A.,474,600.00,4.00 
9/27/2018,705001,SERVICIOS PRESTADOS,1088,CONSORCI DE BIBLIOTEQUES DE BARCELONA,1145,900.00,1.00 
9/25/2018,1LA45300ONL,Certificació Bàsica LEGO Education WeDo 2.0 Online,1089,SANTA MARÍA MARIANISTAS,1124,95.00,1.00 
7/13/2018,9999,Codi creació de packs,1098,VEDRUNA TÀRREGA,749,"28,816.00",1.00 
6/27/2018,0000,Codi descompte material LE,1111,Institut Nicolau Copèrnic,628,-74.00,(1.00)
9/25/2018,9999,Codi creació de packs,1111,Institut Nicolau Copèrnic,1113,"1,261.93",1.00 
2/8/2018,10698,LEGO Classic - Caja Ladrillos Creativos Grande LEGO,1124,SPACIOS EDUCATIVOS CAR S.A.,194,98.98,2.00 
6/4/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1186,COLEGIO PÚBLICO RIOTURBIO,523,"1,479.96",4.00 
6/4/2018,45517,Transformer 10V DC,1186,COLEGIO PÚBLICO RIOTURBIO,523,63.98,2.00 
6/4/2018,0000,Codi descompte material LE,1186,COLEGIO PÚBLICO RIOTURBIO,523,-77.19,(1.00)
6/6/2018,245544,LEGO® MINDSTORMS Education EV3 Core Set + transformador,1186,COLEGIO PÚBLICO RIOTURBIO,536,369.99,1.00 
3/7/2018,2000409,LEGO® SERIOUS PLAY® Window Exploration Bag,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,268,"1,240.00",250.00 
3/7/2018,9388,Small Building Plates,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,268,593.82,18.00 
3/7/2018,10700,Base Verde,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,268,270.00,36.00 
3/7/2018,628004,GASTOS DE ENVIO,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,268,270.00,1.00 
3/7/2018,628004,GASTOS DE ENVIO,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,268,200.00,1.00 
1/12/2018,45300,LEGO® Education WeDo 2.0 Core Set,1390,FUNDACION EVERIS,24,697.50,5.00 
1/12/2018,45304,Motion Sensor,1390,FUNDACION EVERIS,24,18.49,1.00 
1/12/2018,45301,Smarthub 2 i/o,1390,FUNDACION EVERIS,24,50.99,1.00 
1/12/2018,45303,Medium Motor,1390,FUNDACION EVERIS,24,110.94,6.00 
1/12/2018,8883,Power Functions M-Motor,1390,FUNDACION EVERIS,32,62.94,6.00 
1/12/2018,9581,LEGO USB Hub,1390,FUNDACION EVERIS,32,47.99,1.00 
1/12/2018,9583,Motion Sensor,1390,FUNDACION EVERIS,32,20.49,1.00 
1/16/2018,45024,STEAM Park,1402,CEIP Nuestra Señora del Castillo,54,149.99,1.00 
1/16/2018,9656,Early Simple Machines Set,1402,CEIP Nuestra Señora del Castillo,54,146.99,1.00 
1/16/2018,0000,Codi descompte material LE,1402,CEIP Nuestra Señora del Castillo,54,-14.84,(1.00)
3/14/2018,45024,STEAM Park,1402,CEIP Nuestra Señora del Castillo,298,449.97,3.00 
3/14/2018,45008,Math Train,1402,CEIP Nuestra Señora del Castillo,298,284.97,3.00 
3/14/2018,9230,Town Set,1402,CEIP Nuestra Señora del Castillo,298,219.98,2.00 
3/14/2018,9076,Tubes Experiment Set,1402,CEIP Nuestra Señora del Castillo,298,335.97,3.00 
3/14/2018,9656,Early Simple Machines Set,1402,CEIP Nuestra Señora del Castillo,298,454.47,3.00 
3/14/2018,9686,Simple & Powered Machines Set,1402,CEIP Nuestra Señora del Castillo,298,989.94,6.00 
3/14/2018,9689,Simple Machines Set,1402,CEIP Nuestra Señora del Castillo,298,329.94,6.00 
3/14/2018,45300PI-28,Solución Primaria 28 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1402,CEIP Nuestra Señora del Castillo,298,"3,840.44",2.00 
3/14/2018,0000,Codi descompte material LE,1402,CEIP Nuestra Señora del Castillo,298,-345.28,(1.00)
9/26/2018,45024,STEAM Park,1402,CEIP Nuestra Señora del Castillo,1136,299.98,2.00 
9/26/2018,9656,Early Simple Machines Set,1402,CEIP Nuestra Señora del Castillo,1136,302.98,2.00 
9/26/2018,9076,Tubes Experiment Set,1402,CEIP Nuestra Señora del Castillo,1136,223.98,2.00 
9/26/2018,45300PI 24,Solución Primaria 24 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1402,CEIP Nuestra Señora del Castillo,1136,"1,723.29",1.00 
9/26/2018,0000,Codi descompte material LE,1402,CEIP Nuestra Señora del Castillo,1136,-41.34,(1.00)
1/17/2018,45300,LEGO® Education WeDo 2.0 Core Set,1407,CP SANTACATALINA DE SALAMANCA MEC,65,245.00,2.00 
1/26/2018,9686,Simple & Powered Machines Set,1428,LA SALLE GIRONA,117,824.95,5.00 
1/26/2018,9688,Renewable Energy Add-on Set,1428,LA SALLE GIRONA,117,604.95,5.00 
1/26/2018,0000,Codi descompte material LE,1428,LA SALLE GIRONA,117,-71.49,(1.00)
12/4/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1428,LA SALLE GIRONA,1620,"1,479.96",4.00 
12/4/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,1428,LA SALLE GIRONA,1620,108.99,1.00 
12/4/2018,0000,Codi descompte material LE,1428,LA SALLE GIRONA,1620,-79.45,(1.00)
12/4/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1428,LA SALLE GIRONA,1621,"1,109.97",3.00 
12/4/2018,45500,EV3 Intelligent Brick,1428,LA SALLE GIRONA,1621,211.99,1.00 
12/4/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,1428,LA SALLE GIRONA,1621,108.99,1.00 
12/4/2018,0000,Codi descompte material LE,1428,LA SALLE GIRONA,1621,-71.54,(1.00)
2/8/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1451,CENTRO DE PROFESORADO DE CÁCERES,198,"1,109.97",3.00 
2/8/2018,45517,Transformer 10V DC,1451,CENTRO DE PROFESORADO DE CÁCERES,198,31.99,1.00 
2/8/2018,0000,Codi descompte material LE,1451,CENTRO DE PROFESORADO DE CÁCERES,198,-57.09,(1.00)
10/8/2018,45300,LEGO® Education WeDo 2.0 Core Set,1461,CEIP Miguel Hernández Laguna de Duero,1253,"2,573.64",18.00 
10/8/2018,0000,Codi descompte material LE,1461,CEIP Miguel Hernández Laguna de Duero,1253,-128.68,(1.00)
11/29/2018,45517,Transformer 10V DC,1465,FUNDACIO PRIVADA SANT GERVASI,1578,25.00,1.00 
11/29/2018,45302,Smarthub Rechargeable Battery,1465,FUNDACIO PRIVADA SANT GERVASI,1578,44.86,1.00 
11/29/2018,45300,LEGO® Education WeDo 2.0 Core Set,1465,FUNDACIO PRIVADA SANT GERVASI,1578,129.88,1.00 
11/29/2018,628004,GASTOS DE ENVIO,1465,FUNDACIO PRIVADA SANT GERVASI,1578,5.37,1.00 
2/26/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1492,"Engineered Fire Piping, S.L",241,369.99,1.00 
2/26/2018,45517,Transformer 10V DC,1492,"Engineered Fire Piping, S.L",241,31.99,1.00 
2/26/2018,0000,Codi descompte material LE,1492,"Engineered Fire Piping, S.L",241,-20.09,(1.00)
3/6/2018,9999,Codi creació de packs,1531,AMPA Escola Creu Alta,262,496.16,8.00 
3/6/2018,0000,Codi descompte material LE,1531,AMPA Escola Creu Alta,262,-20.00,(1.00)
3/6/2018,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,1531,AMPA Escola Creu Alta,264,95.00,1.00 
3/12/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1544,UNIVERSIDAD DE GRANADA,272,"1,849.95",5.00 
3/12/2018,45517,Transformer 10V DC,1544,UNIVERSIDAD DE GRANADA,272,63.98,2.00 
3/12/2018,0000,Codi descompte material LE,1544,UNIVERSIDAD DE GRANADA,272,-95.69,(1.00)
11/29/2018,0000,Codi descompte material LE,1553,JUNTA DE ANDALUCIA,1582,-6.39,(1.00)
11/29/2018,0000,Codi descompte material LE,1553,JUNTA DE ANDALUCIA,1585,-50.00,(1.00)
3/16/2018,45300,LEGO® Education WeDo 2.0 Core Set,1556,Escola Mas Boadella,309,857.88,6.00 
3/16/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1556,Escola Mas Boadella,309,"2,219.94",6.00 
3/16/2018,45517,Transformer 10V DC,1556,Escola Mas Boadella,309,95.97,3.00 
3/16/2018,0000,Codi descompte material LE,1556,Escola Mas Boadella,309,-158.99,(1.00)
3/21/2018,9697,SET FOOD FACTOR,1562,Luis Albert Andreu,317,60.00,1.00 
3/21/2018,9657,FLL 2012 Set Senior Solutions,1562,Luis Albert Andreu,317,60.00,1.00 
3/22/2018,45300PI-24,Solución Primaria 24 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1568,Escola Lledoner,321,"1,673.61",1.00 
3/22/2018,45300,LEGO® Education WeDo 2.0 Core Set,1568,Escola Lledoner,322,857.88,6.00 
3/22/2018,0000,Codi descompte material LE,1568,Escola Lledoner,322,-42.00,(1.00)
4/6/2018,9656,Early Simple Machines Set,1583,COL.LEGI SANT MIQUEL ARCANGEL- Manyanet Molins,345,757.45,5.00 
4/6/2018,9686,Simple & Powered Machines Set,1583,COL.LEGI SANT MIQUEL ARCANGEL- Manyanet Molins,345,824.95,5.00 
4/6/2018,9689,Simple Machines Set,1583,COL.LEGI SANT MIQUEL ARCANGEL- Manyanet Molins,345,274.95,5.00 
4/6/2018,45024,STEAM Park,1583,COL.LEGI SANT MIQUEL ARCANGEL- Manyanet Molins,345,749.95,5.00 
4/6/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1583,COL.LEGI SANT MIQUEL ARCANGEL- Manyanet Molins,345,"1,109.97",3.00 
4/6/2018,1LA9686,Certificación LEGO Education Máquinas y mecanismos,1583,COL.LEGI SANT MIQUEL ARCANGEL- Manyanet Molins,345,190.00,2.00 
4/6/2018,0000,Codi descompte material LE,1583,COL.LEGI SANT MIQUEL ARCANGEL- Manyanet Molins,345,-190.00,(1.00)
5/7/2018,705001,SERVICIOS PRESTADOS,1651,SUARA SERVEIS SCCL (Centre Obert Sant Martí),414,300.00,1.00 
5/16/2018,45544PI 30,Solución Secundaria 30 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1675,Cooperativa de enseñanza Juan Ramón Jiménez,470,"3,793.06",1.00 
5/17/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1682,Proyecto Educativo Las Palmas SLU,478,"1,849.95",5.00 
5/22/2018,45300,LEGO® Education WeDo 2.0 Core Set,1694,Colegio Casa de la Virgen,483,"1,143.84",8.00 
5/22/2018,0000,Codi descompte material LE,1694,Colegio Casa de la Virgen,483,-17.19,(1.00)
5/24/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1694,Colegio Casa de la Virgen,492,"2,959.92",8.00 
5/24/2018,0000,Codi descompte material LE,1694,Colegio Casa de la Virgen,492,-205.18,(1.00)
5/24/2018,0000,Codi descompte material LE,1694,Colegio Casa de la Virgen,494,-123.67,(1.00)
9/7/2018,2000702,LE Replacement Pack LME 3,1695,ESCOLA DOCTOR ALBERICH I CASAS,997,6.69,1.00 
9/7/2018,9998,Garantía anual - No question,1695,ESCOLA DOCTOR ALBERICH I CASAS,997,76.63,1.00 
6/4/2018,0000,Codi descompte material LE,1728,CEIP Castilla y Leon Aguilar de Campoo,520,-28.59,(1.00)
6/11/2018,9999,Codi creació de packs,1759,ESCOLA ÀNGEL GUIMERÀ,551,"1,622.86",1.00 
6/11/2018,9656,Early Simple Machines Set,1759,ESCOLA ÀNGEL GUIMERÀ,551,0.00,3.00 
6/11/2018,9689,Simple Machines Set,1759,ESCOLA ÀNGEL GUIMERÀ,551,0.00,6.00 
6/11/2018,9686,Simple & Powered Machines Set,1759,ESCOLA ÀNGEL GUIMERÀ,551,0.00,6.00 
6/11/2018,1LA9686,Certificación LEGO Education Máquinas y mecanismos,1759,ESCOLA ÀNGEL GUIMERÀ,551,0.00,2.00 
11/30/2018,705001,SERVICIOS PRESTADOS,1759,ESCOLA ÀNGEL GUIMERÀ,1596,180.00,1.00 
6/18/2018,45300PO-24,Solución Primaria 24 alumnos - PLAN ACOMPAÑAMIENTO OPCIÓN,1774,ESCOLA FEDERICO GARCIA LORCA,583,100.27,1.00 
6/22/2018,45300,LEGO® Education WeDo 2.0 Core Set,1794,ESCOLA ATENEU INSTRUCTIU,617,"1,000.86",7.00 
6/22/2018,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,1794,ESCOLA ATENEU INSTRUCTIU,617,95.00,1.00 
6/22/2018,0000,Codi descompte material LE,1794,ESCOLA ATENEU INSTRUCTIU,617,-95.00,(1.00)
7/2/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1836,FUNDACION DOLORES SOPEÑA,653,"1,479.96",4.00 
7/2/2018,45517,Transformer 10V DC,1836,FUNDACION DOLORES SOPEÑA,653,63.98,2.00 
7/2/2018,1LA45544E,¡INTENSIVO! - Introducción a la robótica con LEGO MINDSTORMS Education EV3,1836,FUNDACION DOLORES SOPEÑA,653,150.00,1.00 
7/2/2018,0000,Codi descompte material LE,1836,FUNDACION DOLORES SOPEÑA,653,-150.00,(1.00)
7/2/2018,45300,LEGO® Education WeDo 2.0 Core Set,1838,ESCOLA LES CLISQUES,658,571.92,4.00 
7/2/2018,0000,Codi descompte material LE,1838,ESCOLA LES CLISQUES,658,-28.59,(1.00)
7/2/2018,45300,LEGO® Education WeDo 2.0 Core Set,1838,ESCOLA LES CLISQUES,659,285.96,2.00 
7/2/2018,0000,Codi descompte material LE,1838,ESCOLA LES CLISQUES,659,-14.29,(1.00)
7/9/2018,45300,LEGO® Education WeDo 2.0 Core Set,1838,ESCOLA LES CLISQUES,716,428.94,3.00 
7/9/2018,0000,Codi descompte material LE,1838,ESCOLA LES CLISQUES,716,-21.45,(1.00)
7/10/2018,45300,LEGO® Education WeDo 2.0 Core Set,1872,ESCOLA MIRALLETES,727,714.90,5.00 
7/10/2018,0000,Codi descompte material LE,1872,ESCOLA MIRALLETES,727,-35.74,(1.00)
7/10/2018,9689,Simple Machines Set,1872,ESCOLA MIRALLETES,728,274.95,5.00 
7/10/2018,0000,Codi descompte material LE,1872,ESCOLA MIRALLETES,728,-13.74,(1.00)
7/12/2018,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,1888,ACADEMIA SAN GERVASIO SL,744,380.00,4.00 
7/12/2018,1LA45544,Certificación Básica LEGO MINDSTORMS Education EV3,1888,ACADEMIA SAN GERVASIO SL,744,450.00,3.00 
7/12/2018,1LA45000,Certificación LEGO Education Infantil,1888,ACADEMIA SAN GERVASIO SL,744,165.00,3.00 
7/13/2018,45300,LEGO® Education WeDo 2.0 Core Set,1892,Escola Sant Domènec,748,571.92,4.00 
7/18/2018,45024,STEAM Park,1903,Juan Ángel Larumbe,754,899.94,6.00 
7/18/2018,45002,Tech Machines,1903,Juan Ángel Larumbe,754,"1,079.94",6.00 
7/18/2018,45300,LEGO® Education WeDo 2.0 Core Set,1903,Juan Ángel Larumbe,754,"2,859.60",20.00 
7/18/2018,245544,LEGO® MINDSTORMS Education EV3 Core Set + transformador,1903,Juan Ángel Larumbe,754,"10,359.72",28.00 
7/18/2018,9999,Codi creació de packs,1903,Juan Ángel Larumbe,754,337.32,4.00 
7/18/2018,9999,Codi creació de packs,1903,Juan Ángel Larumbe,754,"2,082.60",12.00 
7/18/2018,9999,Codi creació de packs,1903,Juan Ángel Larumbe,754,287.12,4.00 
7/18/2018,9999,Codi creació de packs,1903,Juan Ángel Larumbe,754,245.08,4.00 
7/18/2018,45002,Tech Machines,1904,AYUNTAMIENTO DE RONDA,755,179.99,1.00 
