FECHA_1,CodArt,DescArt,CodCli,Nomcli,NUMDOC (Num. Factura),BASEMONEDA,Unidades
9/27/2017,45300PI-22,Solución Primaria 22 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1086,COLEGIO ÁBACO MADRID,953,3084.12,2.00 
9/27/2017,45302,Smarthub Rechargeable Battery,1086,COLEGIO ÁBACO MADRID,953,1121.78,22.00 
9/27/2017,45517,Transformer 10V DC,1086,COLEGIO ÁBACO MADRID,953,309.9,10.00 
9/27/2017,0000,Codi descompte material LE,1086,COLEGIO ÁBACO MADRID,953,-71.58,1.00 
9/27/2017,45544PI-30,Solución Secundaria 30 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1086,COLEGIO ÁBACO MADRID,954,7392.92,2.00 
9/28/2017,705001,SERVICIOS PRESTADOS,1088,CONSORCI DE BIBLIOTEQUES DE BARCELONA,959,885,1.00 
9/28/2017,705001,SERVICIOS PRESTADOS,1088,CONSORCI DE BIBLIOTEQUES DE BARCELONA,959,1025,1.00 
9/28/2017,45300,LEGO® Education WeDo 2.0 Core Set,1089,SANTA MARÍA MARIANISTAS,966,571.96,4.00 
9/28/2017,0000,Codi descompte material LE,1089,SANTA MARÍA MARIANISTAS,966,-28.6,(1.00)
10/2/2017,45500,EV3 Intelligent Brick,1091,Institut Bisbe Sivilla,975,204.99,1.00 
10/2/2017,0000,Codi descompte material LE,1091,Institut Bisbe Sivilla,975,-10.25,(1.00)
10/2/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1091,Institut Bisbe Sivilla,976,369.99,1.00 
10/2/2017,0000,Codi descompte material LE,1091,Institut Bisbe Sivilla,976,-45,(1.00)
10/10/2017,45300,LEGO® Education WeDo 2.0 Core Set,1101,FUNDACIÓN PÍA AUT. SAN JUAN DE ÁVILA,1020,1000.93,7.00 
10/10/2017,0000,Codi descompte material LE,1101,FUNDACIÓN PÍA AUT. SAN JUAN DE ÁVILA,1020,-50.05,(1.00)
10/16/2017,45300V2,Pack LEGO Education WeDo 2.0 + Tablet (2 alumnos),1101,FUNDACIÓN PÍA AUT. SAN JUAN DE ÁVILA,1045,371.9,1.00 
10/16/2017,45300V12,PACK LEGO WEDO 2.0 + TABLET (12 alumnos),1101,FUNDACIÓN PÍA AUT. SAN JUAN DE ÁVILA,1045,2229.75,1.00 
11/10/2017,45544PI-24-V,Solución Secundaria 24 alumnos + Vexia - PLAN ACOMPAÑAMIENTO INMEDIATO,1105,Escola ACIS-Artur Martorell,1167,4847.11,1.00 
10/26/2017,45300,LEGO® Education WeDo 2.0 Core Set,1114,COLEGIO SAN ISIDRO,1092,285.98,2.00 
10/26/2017,0000,Codi descompte material LE,1114,COLEGIO SAN ISIDRO,1092,-14.3,(1.00)
10/27/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1115,COLEGIO HUERTA SANTA ANA,1094,2219.94,6.00 
10/27/2017,45517,Transformer 10V DC,1115,COLEGIO HUERTA SANTA ANA,1094,92.97,3.00 
10/27/2017,0000,Codi descompte material LE,1115,COLEGIO HUERTA SANTA ANA,1094,-369.99,(1.00)
11/2/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1120,COLEGIO COMPAÑÍA DE MARÍA,1106,1109.97,3.00 
11/2/2017,0000,Codi descompte material LE,1120,COLEGIO COMPAÑÍA DE MARÍA,1106,-135,(3.00)
11/3/2017,51566,VEXIA PORTABLET STRONGER HEY!,1121,Antonio Barranco Gijón,1123,271.9,1.00 
11/7/2017,45300,LEGO® Education WeDo 2.0 Core Set,1123,Laudio Ikastola,1132,1000.93,7.00 
11/7/2017,0000,Codi descompte material LE,1123,Laudio Ikastola,1132,-50.05,(1.00)
11/7/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1123,Laudio Ikastola,1133,1849.95,5.00 
11/7/2017,45517,Transformer 10V DC,1123,Laudio Ikastola,1133,61.98,2.00 
11/7/2017,0000,Codi descompte material LE,1123,Laudio Ikastola,1133,-95.6,(1.00)
11/7/2017,45300PI-28,Solución Primaria 28 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1124,SPACIOS EDUCATIVOS CAR S.A.,1138,1936.71,1.00 
11/7/2017,0000,Codi descompte material LE,1124,SPACIOS EDUCATIVOS CAR S.A.,1138,-107.68,(1.00)
11/7/2017,45517,Transformer 10V DC,1124,SPACIOS EDUCATIVOS CAR S.A.,1138,216.93,7.00 
11/7/2017,9686,Simple & Powered Machines Set,1124,SPACIOS EDUCATIVOS CAR S.A.,1140,159.99,1.00 
11/7/2017,9641,Pneumatics Add-on Set,1124,SPACIOS EDUCATIVOS CAR S.A.,1140,74.99,1.00 
11/7/2017,9688,Renewable Energy Add-on Set,1124,SPACIOS EDUCATIVOS CAR S.A.,1140,117.99,1.00 
11/7/2017,10698,LEGO Classic - Caja Ladrillos Creativos Grande LEGO,1124,SPACIOS EDUCATIVOS CAR S.A.,1140,98.98,2.00 
11/7/2017,9999,Codi creació de packs,1124,SPACIOS EDUCATIVOS CAR S.A.,1140,14.94,6.00 
11/7/2017,0000,Codi descompte material LE,1124,SPACIOS EDUCATIVOS CAR S.A.,1140,-23.34,(1.00)
11/9/2017,45300,LEGO® Education WeDo 2.0 Core Set,1133,Virgen del Rosario,1153,857.94,6.00 
11/9/2017,0000,Codi descompte material LE,1133,Virgen del Rosario,1153,-42.9,(1.00)
11/13/2017,45300,LEGO® Education WeDo 2.0 Core Set,1145,Escola Les Escomes,1172,714.95,5.00 
11/13/2017,0000,Codi descompte material LE,1145,Escola Les Escomes,1172,-35.75,(1.00)
11/13/2017,45300,LEGO® Education WeDo 2.0 Core Set,1145,Escola Les Escomes,1173,857.94,6.00 
11/13/2017,0000,Codi descompte material LE,1145,Escola Les Escomes,1173,-42.9,(1.00)
11/15/2017,51566,VEXIA PORTABLET STRONGER HEY!,1149,Antonio Ballester Martinez,1181,271.9,1.00 
11/16/2017,45300,LEGO® Education WeDo 2.0 Core Set,1150,Asociacion El Dragon,1187,142.99,1.00 
11/16/2017,45570,EV3 Space Challenge Set,1150,Asociacion El Dragon,1187,189.99,1.00 
11/16/2017,9689,Simple Machines Set,1150,Asociacion El Dragon,1187,53.07,1.00 
11/16/2017,0000,Codi descompte material LE,1150,Asociacion El Dragon,1187,-19.3,(1.00)
11/16/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1151,IES Guadarrama,1189,2959.92,8.00 
11/16/2017,0000,Codi descompte material LE,1151,IES Guadarrama,1189,-360,(1.00)
11/16/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1152,ICE UNIVERSIDAD POLITÉCNICA DE MADRID,1194,1849.95,5.00 
11/16/2017,45517,Transformer 10V DC,1152,ICE UNIVERSIDAD POLITÉCNICA DE MADRID,1194,61.98,2.00 
11/16/2017,0000,Codi descompte material LE,1152,ICE UNIVERSIDAD POLITÉCNICA DE MADRID,1194,-95.59,(1.00)
11/17/2017,9686,Simple & Powered Machines Set,1153,IES EZEQUIEL GONZÁLEZ,1195,1279.92,8.00 
11/17/2017,9688,Renewable Energy Add-on Set,1153,IES EZEQUIEL GONZÁLEZ,1195,943.92,8.00 
11/17/2017,0000,Codi descompte material LE,1153,IES EZEQUIEL GONZÁLEZ,1195,-111.19,(1.00)
11/21/2017,45570,EV3 Space Challenge Set,1158,CEP Las Palmas de Gran Canaria,1210,189.99,1.00 
11/21/2017,0000,Codi descompte material LE,1158,CEP Las Palmas de Gran Canaria,1210,-9.5,(1.00)
11/21/2017,628004,GASTOS DE ENVIO,1158,CEP Las Palmas de Gran Canaria,1210,20.62,1.00 
11/21/2017,45300PI-24,Solución Primaria 24 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1159,Escola Brasil,1214,1673.61,1.00 
11/21/2017,51566,VEXIA PORTABLET STRONGER HEY!,1159,Escola Brasil,1214,1549.86,6.00 
11/22/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1160,La Salle Torreforta,1215,1849.95,5.00 
11/22/2017,45517,Transformer 10V DC,1160,La Salle Torreforta,1215,61.98,2.00 
11/22/2017,0000,Codi descompte material LE,1160,La Salle Torreforta,1215,-95.59,(1.00)
11/27/2017,45300PI-24,Solución Primaria 24 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1163,CEIP Manuela Malasaña,1224,1673.61,1.00 
11/28/2017,45300PI-24-V,Solución Primaria 24 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1163,CEIP Manuela Malasaña,1233,4502.58,1.00 
11/30/2017,45300,LEGO® Education WeDo 2.0 Core Set,1167,AMPA ARENAL DE LLEVANT,1240,857.94,6.00 
11/30/2017,0000,Codi descompte material LE,1167,AMPA ARENAL DE LLEVANT,1240,-42.89,(1.00)
11/30/2017,45300,LEGO® Education WeDo 2.0 Core Set,1168,Cultura Pràctica,1241,1143.92,8.00 
11/30/2017,0000,Codi descompte material LE,1168,Cultura Pràctica,1241,-69.2,(1.00)
11/30/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1168,Cultura Pràctica,1242,1849.95,5.00 
11/30/2017,0000,Codi descompte material LE,1168,Cultura Pràctica,1242,-225,(1.00)
12/1/2017,9656,Early Simple Machines Set,1169,Escola Mestre Ignasi Peraire Mollerussa,1244,1028.93,7.00 
12/1/2017,0000,Codi descompte material LE,1169,Escola Mestre Ignasi Peraire Mollerussa,1244,-51.44,(1.00)
12/1/2017,9689,Simple Machines Set,1169,Escola Mestre Ignasi Peraire Mollerussa,1245,371.49,7.00 
12/1/2017,0000,Codi descompte material LE,1169,Escola Mestre Ignasi Peraire Mollerussa,1245,-18.57,(1.00)
12/1/2017,9686,Simple & Powered Machines Set,1169,Escola Mestre Ignasi Peraire Mollerussa,1246,1119.93,7.00 
12/1/2017,0000,Codi descompte material LE,1169,Escola Mestre Ignasi Peraire Mollerussa,1246,-55.99,(1.00)
12/5/2017,45300,LEGO® Education WeDo 2.0 Core Set,1175,Escola Ridolaina,1254,571.96,4.00 
12/5/2017,0000,Codi descompte material LE,1175,Escola Ridolaina,1254,-28.6,(1.00)
12/14/2017,45004,Café+,1182,Associació de Venedors del Mercat de Galvany,1277,166.44,2.00 
12/14/2017,9686,Simple & Powered Machines Set,1184,Institut Vall d'Arús,1280,1119.93,7.00 
12/14/2017,0000,Codi descompte material LE,1184,Institut Vall d'Arús,1280,-56,(1.00)
12/14/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1184,Institut Vall d'Arús,1281,1849.95,5.00 
12/14/2017,45517,Transformer 10V DC,1184,Institut Vall d'Arús,1281,61.98,2.00 
12/14/2017,0000,Codi descompte material LE,1184,Institut Vall d'Arús,1281,-59.59,(1.00)
12/22/2017,45300,LEGO® Education WeDo 2.0 Core Set,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1321,1715.88,12.00 
12/22/2017,2000715,LE Replacement Pack LE WeDo 2.0,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1321,6.49,1.00 
12/22/2017,45304,Motion Sensor,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1321,18.49,1.00 
12/22/2017,45303,Medium Motor,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1321,18.49,1.00 
12/22/2017,45305,Tilt Sensor,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1321,18.49,1.00 
12/22/2017,2000707,LE Replacement Pack Rubber Bands,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1321,6.49,1.00 
12/22/2017,0000,Codi descompte material LE,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1321,-89.21,(1.00)
12/22/2017,45300V24,Pack LEGO Education WeDo 2.0 + VEXIA (24 alumnos),1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1322,4458.68,1.00 
12/22/2017,2000715,LE Replacement Pack LE WeDo 2.0,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1322,6.49,1.00 
12/22/2017,2000707,LE Replacement Pack Rubber Bands,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1322,6.49,1.00 
12/22/2017,45304,Motion Sensor,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1322,18.49,1.00 
12/22/2017,45303,Medium Motor,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1322,18.49,1.00 
12/22/2017,45305,Tilt Sensor,1244,CENTRO RURAL DE INNOVACIÓN EDUCATIVA,1322,18.49,1.00 
5/19/2017,45019,Creative LEGO® DUPLO® Brick Set,9999,CLIENTES CONTADO,353,559.9,10.00 
5/19/2017,45020,Creative LEGO® Brick Set,9999,CLIENTES CONTADO,353,55.99,1.00 
5/19/2017,9656,Early Simple Machines Set,9999,CLIENTES CONTADO,353,1322.91,9.00 
5/19/2017,9580,LEGO Education WeDo Construction Set,9999,CLIENTES CONTADO,353,1399.9,10.00 
5/19/2017,45300,LEGO® Education WeDo 2.0 Core Set,9999,CLIENTES CONTADO,353,1429.9,10.00 
7/5/2017,9688,Renewable Energy Add-on Set,379,AMERICAN SCHOOL OF BARCELONA FUNDACION PRIVADA,585,1233,11.00 
1/31/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,842,COL·LEGI SANT PERE,75,4217.89,12.00 
1/31/2017,45517,Transformer 10V DC,842,COL·LEGI SANT PERE,75,176.64,6.00 
6/9/2017,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,74,ESCUELAS PEREZ IBORRA S.L.,433,190,2.00 
6/9/2017,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,74,ESCUELAS PEREZ IBORRA S.L.,435,190,2.00 
6/29/2017,480444-OLD 2,microFLL4 + EV3 -  HYDRO DYNAMICS,101,FUNDACIÓ JESUÏTES EDUCACIO - SANT IGNASI,563,1645,1.00 
9/19/2017,480444-OLD 2,microFLL4 + EV3 -  HYDRO DYNAMICS,147,IES JOSE LUIS SAMPEDRO,894,3770,2.00 
9/19/2017,4580440,microFLL4 -  HYDRO DYNAMICS,147,IES JOSE LUIS SAMPEDRO,894,1230,2.00 
11/7/2017,4580420,microFLL2 -  HYDRO DYNAMICS,158,ST. PETER'S SCHOOL,1134,310,1.00 
10/3/2017,4580440,microFLL4 -  HYDRO DYNAMICS,147,IES JOSE LUIS SAMPEDRO,985,615,1.00 
10/3/2017,480444-OLD 2,microFLL4 + EV3 -  HYDRO DYNAMICS,147,IES JOSE LUIS SAMPEDRO,985,1885,1.00 
10/3/2017,4580440,microFLL4 -  HYDRO DYNAMICS,147,IES JOSE LUIS SAMPEDRO,986,615,1.00 
10/3/2017,480444-OLD 2,microFLL4 + EV3 -  HYDRO DYNAMICS,147,IES JOSE LUIS SAMPEDRO,986,1885,1.00 
10/3/2017,4580433,microFLL3 + EV3 -  HYDRO DYNAMICS,148,AMPA IES JOSE LUIS SAMPEDRO,987,1255,1.00 
9/22/2017,4580420,microFLL2 -  HYDRO DYNAMICS,158,ST. PETER'S SCHOOL,935,310,1.00 
6/28/2017,4580420,microFLL2 -  HYDRO DYNAMICS,208,DISTRICTE SARRIÀ-SANT GERVASI,540,3705,13.00 
6/28/2017,4580422,microFLL2 + EV3 -  HYDRO DYNAMICS,208,DISTRICTE SARRIÀ-SANT GERVASI,540,825,1.00 
5/31/2017,4580430-OLD,microFLL3 -  HYDRO DYNAMICS,214,COLEGIO DE FOMENTO MONTECASTELO,392,285,1.00 
10/11/2017,45805,FIRST LEGO League Jr. Inspire set 2017,178,ALDEAS INFANTILES SOS,1026,40,4.00 
6/26/2017,4580420,microFLL2 -  HYDRO DYNAMICS,291,AMPA COL·LEGI VEDRUNA,512,570,2.00 
6/26/2017,458050000-OLD,INSCRIPCIÓN FLL JR.  - AQUA ADVENTURE,291,AMPA COL·LEGI VEDRUNA,512,105,3.00 
6/30/2017,480444-OLD 2,microFLL4 + EV3 -  HYDRO DYNAMICS,493,DIRECCIÓ DE SERVEIS A LES PERSONES I AL TERRITORI DEL DISTRICTE DE LES CORTS,566,1645,1.00 
6/30/2017,4580440,microFLL4 -  HYDRO DYNAMICS,493,DIRECCIÓ DE SERVEIS A LES PERSONES I AL TERRITORI DEL DISTRICTE DE LES CORTS,566,2750,5.00 
10/11/2017,45805,FIRST LEGO League Jr. Inspire set 2017,581,COLEGIO SANTO DOMINGO NAZARET,1030,10,1.00 
8/28/2017,458050000-OLD2,INSCRIPCIÓN FLL JR.  - AQUA ADVENTURE,599,Asociación Sociocultural Englóbate Canarias,769,35,1.00 
10/11/2017,45805,FIRST LEGO League Jr. Inspire set 2017,599,Asociación Sociocultural Englóbate Canarias,1029,10,1.00 
10/11/2017,45805,FIRST LEGO League Jr. Inspire set 2017,632,COLEGIO NAZARET REALEJOS,1028,10,1.00 
10/11/2017,45805,FIRST LEGO League Jr. Inspire set 2017,705,AMPA LA HIGUERA,1027,10,1.00 
10/9/2017,4580450,microFLL5 -  HYDRO DYNAMICS,760,LYCÉE FRANÇAIS DE TENERIFE JULES VERNE,1012,615,1.00 
10/9/2017,628004,GASTOS DE ENVIO,760,LYCÉE FRANÇAIS DE TENERIFE JULES VERNE,1012,33,1.00 
10/11/2017,45805,FIRST LEGO League Jr. Inspire set 2017,790,BERARDO BENÍTEZ GARCÍA - TECNOWEB CANARIAS,1031,20,2.00 
6/15/2017,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,920,"COLEGIO KENSINGTON SCHOOL, S.A.",477,190,2.00 
6/22/2017,4580422,microFLL2 + EV3 -  HYDRO DYNAMICS,961,Colegio Laude El Altillo,494,825,1.00 
6/22/2017,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,962,Educación alfa y Omega,497,1140,12.00 
6/26/2017,628004,GASTOS DE ENVIO,972,COLEGIO NAZARET REALEJOS,518,27.5,1.00 
6/26/2017,458039587-OLD,INSCRIPCIÓN FLL JR.  - AQUA ADVENTURE + LEGO WEDO 2.0,972,COLEGIO NAZARET REALEJOS,518,161.15,1.00 
7/27/2017,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,980,ESCOLA GENERAL PRIM,743,190,2.00 
9/5/2017,4580422,microFLL2 + EV3 -  HYDRO DYNAMICS,1031,INS de Vallbona d'Anoia,804,945,1.00 
9/6/2017,4580420,microFLL2 -  HYDRO DYNAMICS,1037,ESCUELA FAMILIAR AGRARIA CAMP JOLIU DEL PENEDES,823,310,1.00 
9/6/2017,4580466,microFLL6 + EV3 -  HYDRO DYNAMICS,1037,ESCUELA FAMILIAR AGRARIA CAMP JOLIU DEL PENEDES,824,2725,1.00 
9/12/2017,4580420,microFLL2 -  HYDRO DYNAMICS,1044,Colegio Brains,845,310,1.00 
9/12/2017,4580260,microFLL6 -  ANIMAL ALLIES,1044,Colegio Brains,845,815,1.00 
9/21/2017,4580422,microFLL2 + EV3 -  HYDRO DYNAMICS,1073,Ajuntament de Viladecavalls,912,945,1.00 
7/3/2017,0000,Codi descompte material LE,993,IES Dr. Peset Aleixandre,578,-45,(1.00)
2/7/2018,45502,EV3 Large Servo Motor,11,BELL-LLOC DEL PLA,190,319.90,10.00 
2/7/2018,0000,Codi descompte material LE,11,BELL-LLOC DEL PLA,190,-23.00,(1.00)
2/7/2018,45503,EV3 Medium Servo Motor,11,BELL-LLOC DEL PLA,190,139.95,5.00 
6/25/2018,45509,EV3 Infrared Sensor,11,BELL-LLOC DEL PLA,624,147.96,4.00 
6/25/2018,0000,Codi descompte material LE,11,BELL-LLOC DEL PLA,624,-11.09,(1.00)
6/25/2018,45508,EV3 Infrared Beacon,11,BELL-LLOC DEL PLA,624,73.98,2.00 
10/3/2018,45517,Transformer 10V DC,11,BELL-LLOC DEL PLA,1186,319.90,10.00 
7/9/2018,705001,SERVICIOS PRESTADOS,35,"BARCELONA ACTIVA SAU, SPM",710,720.00,1.00 
7/19/2018,45300,LEGO® Education WeDo 2.0 Core Set,39,"SEK ATLANTICO, S.L",759,0.00,30.00 
7/19/2018,45024,STEAM Park,39,"SEK ATLANTICO, S.L",759,0.00,2.00 
7/19/2018,9998,Garantía anual - No question,39,"SEK ATLANTICO, S.L",759,0.00,1.00 
9/25/2018,9689,Simple Machines Set,40,"SEK EL CASTILLO, S.L.",1114,549.90,10.00 
9/25/2018,0000,Codi descompte material LE,40,"SEK EL CASTILLO, S.L.",1114,-38.49,(1.00)
9/25/2018,9998,Garantía anual - No question,40,"SEK EL CASTILLO, S.L.",1114,27.50,1.00 
1/17/2018,705001,SERVICIOS PRESTADOS,35,"BARCELONA ACTIVA SAU, SPM",63,"2,400.00",40.00 
11/26/2018,705001,SERVICIOS PRESTADOS,35,"BARCELONA ACTIVA SAU, SPM",1551,0.00,0.00 
11/26/2018,705001,SERVICIOS PRESTADOS,35,"BARCELONA ACTIVA SAU, SPM",1551,0.00,0.00 
11/26/2018,705001,SERVICIOS PRESTADOS,35,"BARCELONA ACTIVA SAU, SPM",1551,"1,920.00",32.00 
6/27/2018,0000,Codi descompte material LE,39,"SEK ATLANTICO, S.L",632,-580.25,(1.00)
7/19/2018,9999,Codi creació de packs,39,"SEK ATLANTICO, S.L",759,"8,250.00",1.00 
7/19/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,39,"SEK ATLANTICO, S.L",759,0.00,10.00 
7/19/2018,45517,Transformer 10V DC,39,"SEK ATLANTICO, S.L",759,0.00,5.00 
7/19/2018,9998,Garantía anual - No question,40,"SEK EL CASTILLO, S.L.",763,0.00,1.00 
7/19/2018,9999,Codi creació de packs,42,"SEK SANTA ISABEL, S.L",761,712.00,1.00 
7/19/2018,45300,LEGO® Education WeDo 2.0 Core Set,42,"SEK SANTA ISABEL, S.L",761,0.00,3.00 
7/19/2018,45024,STEAM Park,42,"SEK SANTA ISABEL, S.L",761,0.00,2.00 
7/19/2018,9998,Garantía anual - No question,42,"SEK SANTA ISABEL, S.L",761,0.00,1.00 
9/25/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,42,"SEK SANTA ISABEL, S.L",1116,739.98,2.00 
9/25/2018,45300,LEGO® Education WeDo 2.0 Core Set,42,"SEK SANTA ISABEL, S.L",1116,142.98,1.00 
9/25/2018,45024,STEAM Park,42,"SEK SANTA ISABEL, S.L",1116,299.98,2.00 
9/25/2018,9998,Garantía anual - No question,42,"SEK SANTA ISABEL, S.L",1116,59.15,1.00 
9/25/2018,0000,Codi descompte material LE,42,"SEK SANTA ISABEL, S.L",1116,-82.81,(1.00)
6/27/2018,0000,Codi descompte material LE,43,"SEK CATALUNYA, S.A",633,-913.58,(1.00)
7/19/2018,9999,Codi creació de packs,43,"SEK CATALUNYA, S.A",760,"13,150.00",1.00 
7/19/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,43,"SEK CATALUNYA, S.A",760,0.00,26.00 
7/19/2018,45517,Transformer 10V DC,43,"SEK CATALUNYA, S.A",760,0.00,13.00 
7/19/2018,45300,LEGO® Education WeDo 2.0 Core Set,43,"SEK CATALUNYA, S.A",760,0.00,24.00 
7/19/2018,9998,Garantía anual - No question,43,"SEK CATALUNYA, S.A",760,0.00,1.00 
7/19/2018,9999,Codi creació de packs,41,"SEK CIUDALCAMPO, S.L.",762,"5,800.00",1.00 
7/19/2018,45024,STEAM Park,41,"SEK CIUDALCAMPO, S.L.",762,0.00,4.00 
7/19/2018,9686,Simple & Powered Machines Set,41,"SEK CIUDALCAMPO, S.L.",762,0.00,4.00 
7/19/2018,9689,Simple Machines Set,41,"SEK CIUDALCAMPO, S.L.",762,0.00,4.00 
7/19/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,41,"SEK CIUDALCAMPO, S.L.",762,0.00,6.00 
7/19/2018,45517,Transformer 10V DC,41,"SEK CIUDALCAMPO, S.L.",762,0.00,3.00 
7/19/2018,45300,LEGO® Education WeDo 2.0 Core Set,41,"SEK CIUDALCAMPO, S.L.",762,0.00,15.00 
7/19/2018,9998,Garantía anual - No question,41,"SEK CIUDALCAMPO, S.L.",762,0.00,1.00 
6/27/2018,0000,Codi descompte material LE,42,"SEK SANTA ISABEL, S.L",635,-30.02,(1.00)
5/4/2018,45024,STEAM Park,45,ESCUELA LICEO EUROPEO,409,749.95,5.00 
5/4/2018,45300PI-28,Solución Primaria 28 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,45,ESCUELA LICEO EUROPEO,409,"1,920.22",1.00 
5/4/2018,0000,Codi descompte material LE,45,ESCUELA LICEO EUROPEO,409,-133.50,(1.00)
6/7/2018,0000,Codi descompte material LE,41,"SEK CIUDALCAMPO, S.L.",542,-223.03,(1.00)
6/27/2018,0000,Codi descompte material LE,41,"SEK CIUDALCAMPO, S.L.",636,-305.52,(1.00)
5/15/2018,1LA45544,Certificación Básica LEGO MINDSTORMS Education EV3,51,"INSTITUCIO FAMILIAR D'EDUCACIO, SA  (COL·LEGI LA FARGA)",468,150.00,1.00 
9/25/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,82,BRITISH COUNCIL SCHOOL,1123,"5,549.85",15.00 
9/25/2018,0000,Codi descompte material LE,82,BRITISH COUNCIL SCHOOL,1123,-675.00,(15.00)
9/25/2018,9998,Garantía anual - No question,82,BRITISH COUNCIL SCHOOL,1123,277.49,1.00 
9/23/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,124,COL·LEGI LES ALZINES,1095,"1,479.96",4.00 
9/23/2018,45517,Transformer 10V DC,124,COL·LEGI LES ALZINES,1095,63.98,2.00 
9/23/2018,0000,Codi descompte material LE,124,COL·LEGI LES ALZINES,1095,-240.00,(1.00)
9/23/2018,9998,Garantía anual - No question,124,COL·LEGI LES ALZINES,1095,77.19,1.00 
9/14/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,124,COL·LEGI LES ALZINES,1043,"1,849.95",5.00 
9/14/2018,45517,Transformer 10V DC,124,COL·LEGI LES ALZINES,1043,95.97,3.00 
9/14/2018,0000,Codi descompte material LE,124,COL·LEGI LES ALZINES,1043,-300.00,(1.00)
9/14/2018,9998,Garantía anual - No question,124,COL·LEGI LES ALZINES,1043,97.29,1.00 
4/6/2018,705001,SERVICIOS PRESTADOS,137,FUNDACIÓN PRIVADA BENJAMIN FRANKLIN,344,180.00,1.00 
12/21/2018,45300,LEGO® Education WeDo 2.0 Core Set,149,VEDRUNA MARE DE DÉU DEL CARME,1739,142.98,1.00 
12/21/2018,0000,Codi descompte material LE,149,VEDRUNA MARE DE DÉU DEL CARME,1739,-7.14,(1.00)
9/6/2018,628004,GASTOS DE ENVIO,158,ST. PETER'S SCHOOL,985,5.00,1.00 
11/8/2018,9998,Garantía anual - No question,214,COLEGIO DE FOMENTO MONTECASTELO,1458,0.00,1.00 
11/20/2018,0,Artículo,214,COLEGIO DE FOMENTO MONTECASTELO,1507,"1,708.80",4.00 
11/20/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,214,COLEGIO DE FOMENTO MONTECASTELO,1507,0.00,4.00 
11/20/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,214,COLEGIO DE FOMENTO MONTECASTELO,1507,0.00,4.00 
2/12/2018,2000414,LEGO® SERIOUS PLAY® Starter Kit,255,CENTRO DEL PROFESORADO DE JEREZ,203,"1,117.80",30.00 
2/12/2018,10700,Base Verde,255,CENTRO DEL PROFESORADO DE JEREZ,203,371.70,30.00 
2/12/2018,628004,GASTOS DE ENVIO,255,CENTRO DEL PROFESORADO DE JEREZ,203,21.59,1.00 
11/20/2018,45517,Transformer 10V DC,214,COLEGIO DE FOMENTO MONTECASTELO,1507,0.00,4.00 
6/27/2018,0000,Codi descompte material LE,272,SEK ALBORAN S.L,634,-265.69,(1.00)
7/19/2018,9999,Codi creació de packs,272,SEK ALBORAN S.L,758,"3,859.00",1.00 
