FECHA_1,CodArt,DescArt,CodCli,Nomcli,NUMDOC (Num. Oferta),BASEMONEDA (importe),Unidades,CENTROCOSTE3
5/11/2017,45300,LEGO® Education WeDo 2.0 Core Set,901,ESCOLA PAIDOS,329,1429.9,10.00,14110
12/11/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,901,ESCOLA PAIDOS,1264,739.98,2.00,14110
5/12/2017,45300,LEGO® Education WeDo 2.0 Core Set,904,ESCOLA OCTAVIO PAZ,335,857.94,6.00,14110
5/15/2017,45300,LEGO® Education WeDo 2.0 Core Set,905,CEIP Joaquín Costa,339,714.95,5.00,14110
5/15/2017,45300,LEGO® Education WeDo 2.0 Core Set,906,Colegio Sagrado Corazón HH. Maristas,342,9151.36,64.00,14110
5/15/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,906,Colegio Sagrado Corazón HH. Maristas,343,8139.78,22.00,14110
5/15/2017,45517,Transformer 10V DC,906,Colegio Sagrado Corazón HH. Maristas,343,340.89,11.00,14110
6/12/2017,51566,VEXIA PORTABLET STRONGER HEY!,908,EMPAR SIMÓ CALL,443,1153.72,4.00,14110
6/12/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,908,EMPAR SIMÓ CALL,444,3699.9,10.00,14120
6/12/2017,45517,Transformer 10V DC,908,EMPAR SIMÓ CALL,444,123.96,4.00,14120
5/23/2017,45300,LEGO® Education WeDo 2.0 Core Set,915,Escola La Roureda,362,714.95,5.00,14110
5/23/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,915,Escola La Roureda,363,1479.96,4.00,14110
5/23/2017,45517,Transformer 10V DC,915,Escola La Roureda,363,61.98,2.00,14110
5/24/2017,45110,BuildToExpress Core Set,916,Institut la Ribera,365,1089,25.00,14110
5/24/2017,45100,StoryStarter Core Set,916,Institut la Ribera,366,825.93,7.00,14110
5/24/2017,45019,Creative LEGO® DUPLO® Brick Set,918,COLEGIO BILINGUE DE CASTILLEJA SL - YAGO SCHOOL,370,559.9,10.00,14110
5/24/2017,45020,Creative LEGO® Brick Set,918,COLEGIO BILINGUE DE CASTILLEJA SL - YAGO SCHOOL,370,55.99,1.00,14110
5/24/2017,9656,Early Simple Machines Set,918,COLEGIO BILINGUE DE CASTILLEJA SL - YAGO SCHOOL,370,1322.91,9.00,14110
5/24/2017,9580,LEGO Education WeDo Construction Set,918,COLEGIO BILINGUE DE CASTILLEJA SL - YAGO SCHOOL,370,1399.9,10.00,14110
5/24/2017,45300,LEGO® Education WeDo 2.0 Core Set,918,COLEGIO BILINGUE DE CASTILLEJA SL - YAGO SCHOOL,370,1429.9,10.00,14110
5/24/2017,705001,SERVICIOS PRESTADOS,918,COLEGIO BILINGUE DE CASTILLEJA SL - YAGO SCHOOL,371,540,1.00,14120
5/24/2017,705001,SERVICIOS PRESTADOS,918,COLEGIO BILINGUE DE CASTILLEJA SL - YAGO SCHOOL,371,540,1.00,14120
5/24/2017,705001,SERVICIOS PRESTADOS,918,COLEGIO BILINGUE DE CASTILLEJA SL - YAGO SCHOOL,371,1440,1.00,14120
7/18/2017,45019,Creative LEGO® DUPLO® Brick Set,918,COLEGIO BILINGUE DE CASTILLEJA SL - YAGO SCHOOL,652,559.9,10.00,14110
7/18/2017,9656,Early Simple Machines Set,918,COLEGIO BILINGUE DE CASTILLEJA SL - YAGO SCHOOL,652,1469.9,10.00,14110
7/18/2017,9580,LEGO Education WeDo Construction Set,918,COLEGIO BILINGUE DE CASTILLEJA SL - YAGO SCHOOL,652,1539.89,11.00,14110
7/18/2017,45300,LEGO® Education WeDo 2.0 Core Set,918,COLEGIO BILINGUE DE CASTILLEJA SL - YAGO SCHOOL,652,1572.89,11.00,14110
7/18/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,918,COLEGIO BILINGUE DE CASTILLEJA SL - YAGO SCHOOL,652,2959.92,8.00,14110
7/18/2017,45517,Transformer 10V DC,918,COLEGIO BILINGUE DE CASTILLEJA SL - YAGO SCHOOL,652,123.96,4.00,14110
5/25/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,920,"COLEGIO KENSINGTON SCHOOL, S.A.",379,1479.96,4.00,14110
5/25/2017,45517,Transformer 10V DC,920,"COLEGIO KENSINGTON SCHOOL, S.A.",379,61.98,2.00,14110
6/15/2017,1LA45544E,¡INTENSIVO! - Introducción a la robótica con LEGO MINDSTORMS Education EV3,920,"COLEGIO KENSINGTON SCHOOL, S.A.",477,450,3.00,14120
5/26/2017,45300,LEGO® Education WeDo 2.0 Core Set,922,Escola Maria Cubí i Soler,380,857.94,6.00,14110
5/26/2017,51566,VEXIA PORTABLET STRONGER HEY!,922,Escola Maria Cubí i Soler,381,288.43,1.00,14110
5/26/2017,45300,LEGO® Education WeDo 2.0 Core Set,923,Escola Sant Sebastià,383,428.97,3.00,14110
5/26/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,923,Escola Sant Sebastià,383,1109.97,3.00,14110
5/26/2017,45517,Transformer 10V DC,923,Escola Sant Sebastià,383,61.98,2.00,14110
5/26/2017,51566,VEXIA PORTABLET STRONGER HEY!,923,Escola Sant Sebastià,384,329.75,1.00,14110
5/26/2017,45300,LEGO® Education WeDo 2.0 Core Set,924,Escola Mare de Déu de Montserrat,386,857.94,6.00,14110
5/26/2017,51566,VEXIA PORTABLET STRONGER HEY!,924,Escola Mare de Déu de Montserrat,387,329.75,1.00,14110
6/1/2017,45300,LEGO® Education WeDo 2.0 Core Set,932,Escola Mirèia,405,1715.88,12.00,14110
6/1/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,932,Escola Mirèia,405,1849.95,5.00,14110
6/1/2017,45517,Transformer 10V DC,932,Escola Mirèia,405,61.98,2.00,14110
6/2/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,936,"Rasos de Peguera, SCCL.",413,1849.95,5.00,14110
6/2/2017,45517,Transformer 10V DC,936,"Rasos de Peguera, SCCL.",413,92.97,3.00,14110
6/2/2017,45005,StoryTales,936,"Rasos de Peguera, SCCL.",415,187.98,2.00,14110
6/2/2017,9656,Early Simple Machines Set,936,"Rasos de Peguera, SCCL.",415,440.97,3.00,14110
6/6/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,938,Col·legi Jardí,417,3699.9,10.00,14110
6/6/2017,45517,Transformer 10V DC,938,Col·legi Jardí,417,154.95,5.00,14110
6/6/2017,45300,LEGO® Education WeDo 2.0 Core Set,938,Col·legi Jardí,417,1858.87,13.00,14110
6/9/2017,45300,LEGO® Education WeDo 2.0 Core Set,945,Escola Roser Capdevila,437,0,6.00,14110
6/12/2017,51566,VEXIA PORTABLET STRONGER HEY!,948,Escola Bernat Desclot,445,1560,6.00,14110
6/15/2017,45300,LEGO® Education WeDo 2.0 Core Set,948,Escola Bernat Desclot,465,1000.93,7.00,14110
6/12/2017,45300,LEGO® Education WeDo 2.0 Core Set,949,Escola Margalló,447,857.94,6.00,14110
6/12/2017,51566,VEXIA PORTABLET STRONGER HEY!,950,IES El Suí,448,1153.72,4.00,14110
6/12/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,950,IES El Suí,449,3699.9,10.00,14110
6/12/2017,45517,Transformer 10V DC,950,IES El Suí,449,123.96,4.00,14110
6/13/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,952,Col·legi Pare Enric d'Ossó,456,739.98,2.00,14110
9/20/2017,45300,LEGO® Education WeDo 2.0 Core Set,956,Col·legi La Salle Montcada,908,714.95,5.00,14110
6/15/2017,1LA45544,Certificación Básica LEGO MINDSTORMS Education EV3,957,Colegio Santa Gema Galbani,482,300,2.00,14120
6/22/2017,45300,LEGO® Education WeDo 2.0 Core Set,962,Educación alfa y Omega,497,5004.65,35.00,14110
6/22/2017,45300,LEGO® Education WeDo 2.0 Core Set,962,Educación alfa y Omega,500,3002.79,21.00,14110
6/22/2017,1LA9580,Certificación Básica LEGO Education WeDo,962,Educación alfa y Omega,500,570,6.00,14120
6/22/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,962,Educación alfa y Omega,500,6289.83,17.00,14110
6/22/2017,45517,Transformer 10V DC,962,Educación alfa y Omega,500,278.91,9.00,14110
6/22/2017,1LA45544,Certificación Básica LEGO MINDSTORMS Education EV3,962,Educación alfa y Omega,500,900,6.00,14120
6/22/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,964,COLEGIO MIRALVENT,502,0,5.00,14110
6/22/2017,45517,Transformer 10V DC,964,COLEGIO MIRALVENT,502,0,3.00,14110
6/22/2017,45300,LEGO® Education WeDo 2.0 Core Set,964,COLEGIO MIRALVENT,502,0,7.00,14110
6/22/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,964,COLEGIO MIRALVENT,503,0,10.00,14110
6/22/2017,45517,Transformer 10V DC,964,COLEGIO MIRALVENT,503,0,5.00,14110
6/22/2017,45300,LEGO® Education WeDo 2.0 Core Set,964,COLEGIO MIRALVENT,503,0,15.00,14110
7/18/2017,45300,LEGO® Education WeDo 2.0 Core Set,964,COLEGIO MIRALVENT,658,0,10.00,14110
7/18/2017,45302,Smarthub Rechargeable Battery,964,COLEGIO MIRALVENT,658,0,10.00,14110
7/18/2017,45517,Transformer 10V DC,964,COLEGIO MIRALVENT,658,0,10.00,14110
7/18/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,964,COLEGIO MIRALVENT,658,0,8.00,14110
7/18/2017,45517,Transformer 10V DC,964,COLEGIO MIRALVENT,658,0,8.00,14110
7/18/2017,45560,LEGO® MINDSTORMS® Education EV3 Expansio,964,COLEGIO MIRALVENT,658,0,4.00,14110
6/22/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,965,Col·legi Sant Gervasi,504,1849.95,5.00,14110
6/22/2017,45517,Transformer 10V DC,965,Col·legi Sant Gervasi,504,92.97,3.00,14110
11/21/2017,45300,LEGO® Education WeDo 2.0 Core Set,965,Col·legi Sant Gervasi,1213,1143.92,8.00,14110
6/23/2017,45300,LEGO® Education WeDo 2.0 Core Set,967,Escola Mare de Déu de la Muntanya,509,428.97,3.00,14110
6/26/2017,9689,Simple Machines Set,973,Col·legi Sagrat Cor,523,159.21,3.00,14110
6/26/2017,9686,Simple & Powered Machines Set,973,Col·legi Sagrat Cor,523,479.97,3.00,14110
6/26/2017,45300,LEGO® Education WeDo 2.0 Core Set,973,Col·legi Sagrat Cor,523,857.94,6.00,14110
6/26/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,973,Col·legi Sagrat Cor,524,1479.96,4.00,14110
6/26/2017,45517,Transformer 10V DC,973,Col·legi Sagrat Cor,524,61.98,2.00,14110
6/28/2017,45300,LEGO® Education WeDo 2.0 Core Set,979,Escola López Torrejón,543,857.94,6.00,14110
6/28/2017,45300,LEGO® Education WeDo 2.0 Core Set,980,ESCOLA GENERAL PRIM,547,857.94,6.00,14110
6/30/2017,9656,Early Simple Machines Set,980,ESCOLA GENERAL PRIM,569,881.94,6.00,14110
6/30/2017,9689,Simple Machines Set,980,ESCOLA GENERAL PRIM,570,318.42,6.00,14110
7/27/2017,45300,LEGO® Education WeDo 2.0 Core Set,980,ESCOLA GENERAL PRIM,743,1000.93,7.00,14110
7/27/2017,51566,VEXIA PORTABLET STRONGER HEY!,980,ESCOLA GENERAL PRIM,743,2019.01,7.00,14110
6/29/2017,45300,LEGO® Education WeDo 2.0 Core Set,984,Escola Joan Roca,561,857.94,6.00,14110
7/3/2017,45300,LEGO® Education WeDo 2.0 Core Set,989,COLEGIO SANTA ANA DE FRAGA,575,2859.8,20.00,14110
7/3/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,989,COLEGIO SANTA ANA DE FRAGA,575,369.99,1.00,14110
7/3/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,991,IES ALMUSSAFES,577,2219.94,6.00,14110
7/3/2017,45517,Transformer 10V DC,991,IES ALMUSSAFES,577,92.97,3.00,14110
7/6/2017,45300,LEGO® Education WeDo 2.0 Core Set,992,EDGAR MASSANA,597,117.43,1.00,14110
7/4/2017,9656,Early Simple Machines Set,994,Escola Arrels,580,1763.88,12.00,14110
7/4/2017,45300,LEGO® Education WeDo 2.0 Core Set,994,Escola Arrels,581,857.94,6.00,14110
7/4/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,995,"Centre Escolar Escaladei, S.L.",583,1109.97,3.00,14110
7/4/2017,45517,Transformer 10V DC,995,"Centre Escolar Escaladei, S.L.",583,61.98,2.00,14110
7/5/2017,45300,LEGO® Education WeDo 2.0 Core Set,996,MARTIN ANDORRA SL,595,857.94,6.00,14110
7/5/2017,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,996,MARTIN ANDORRA SL,595,95,1.00,14120
7/6/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,998,Fundació Dolores Sopeña(Oscus),600,1109.97,3.00,14110
7/6/2017,45517,Transformer 10V DC,998,Fundació Dolores Sopeña(Oscus),600,30.99,1.00,14110
7/10/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1004,Institut La Romànica,612,2589.93,7.00,14110
7/10/2017,45517,Transformer 10V DC,1004,Institut La Romànica,612,92.97,3.00,14110
7/11/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1005,ANOETAKO HERRI IKASTOLA,620,1479.96,4.00,14110
7/11/2017,45517,Transformer 10V DC,1005,ANOETAKO HERRI IKASTOLA,620,61.98,2.00,14110
7/12/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1007,Col·legi Sant Ramon Nonat - Sagrat Cor,626,1109.97,3.00,14110
7/12/2017,45517,Transformer 10V DC,1007,Col·legi Sant Ramon Nonat - Sagrat Cor,626,30.99,1.00,14110
7/12/2017,45300,LEGO® Education WeDo 2.0 Core Set,1008,Escola Jacint Verdaguer,627,857.94,6.00,14110
7/12/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1010,Institut Gelida,630,369.99,1.00,14110
7/12/2017,45517,Transformer 10V DC,1010,Institut Gelida,630,30.99,1.00,14110
7/12/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1010,Institut Gelida,631,1109.97,3.00,14110
7/12/2017,45517,Transformer 10V DC,1010,Institut Gelida,631,30.99,1.00,14110
7/13/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1011,"Institució Escolar Turbula, S.L.",638,2219.94,6.00,14110
7/13/2017,45517,Transformer 10V DC,1011,"Institució Escolar Turbula, S.L.",638,92.97,3.00,14110
11/16/2017,45300PI-30-V,Solución Primaria 30 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1011,"Institució Escolar Turbula, S.L.",1192,5604.47,1.00,14110
11/28/2017,45300PI-30,Solución Primaria 30 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1011,"Institució Escolar Turbula, S.L.",1232,2068.26,1.00,14110
12/14/2017,45024,STEAM Park,1011,"Institució Escolar Turbula, S.L.",1286,749.95,5.00,14110
12/14/2017,45008,Math Train,1011,"Institució Escolar Turbula, S.L.",1286,459.95,5.00,14110
12/14/2017,9656,Early Simple Machines Set,1011,"Institució Escolar Turbula, S.L.",1286,2204.85,15.00,14110
12/14/2017,45024,STEAM Park,1011,"Institució Escolar Turbula, S.L.",1287,299.98,2.00,14110
12/14/2017,45008,Math Train,1011,"Institució Escolar Turbula, S.L.",1287,183.98,2.00,14110
12/14/2017,9656,Early Simple Machines Set,1011,"Institució Escolar Turbula, S.L.",1287,734.95,5.00,14110
7/14/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1013,COL·LEGI SANTÍSSIMA TRINITAT,645,1849.95,5.00,14110
7/14/2017,45517,Transformer 10V DC,1013,COL·LEGI SANTÍSSIMA TRINITAT,645,61.98,2.00,14110
7/14/2017,1LA45544,Certificación Básica LEGO MINDSTORMS Education EV3,1013,COL·LEGI SANTÍSSIMA TRINITAT,645,150,1.00,14120
7/14/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1013,COL·LEGI SANTÍSSIMA TRINITAT,646,1479.96,4.00,14110
7/14/2017,45517,Transformer 10V DC,1013,COL·LEGI SANTÍSSIMA TRINITAT,646,61.98,2.00,14110
7/14/2017,1LA45544,Certificación Básica LEGO MINDSTORMS Education EV3,1013,COL·LEGI SANTÍSSIMA TRINITAT,646,150,1.00,14120
7/14/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1014,Centre d'Estudis Monlau,647,1109.97,3.00,14110
7/14/2017,45517,Transformer 10V DC,1014,Centre d'Estudis Monlau,647,30.99,1.00,14110
7/19/2017,45300,LEGO® Education WeDo 2.0 Core Set,1019,"Escoles Griselda, SCCL.",679,857.94,6.00,14110
8/21/2017,45300,LEGO® Education WeDo 2.0 Core Set,1025,Col·legi Immaculada,747,1000.93,7.00,14110
8/21/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1025,Col·legi Immaculada,747,1109.97,3.00,14110
8/21/2017,45517,Transformer 10V DC,1025,Col·legi Immaculada,747,61.98,2.00,14110
8/29/2017,45300,LEGO® Education WeDo 2.0 Core Set,1027,ESCOLA MARE DE DÉU DEL LLEDÓ,771,142.99,1.00,14110
8/31/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1028,Ies Angel Sanz Briz,792,2219.94,6.00,14110
8/31/2017,45517,Transformer 10V DC,1028,Ies Angel Sanz Briz,792,92.97,3.00,14110
8/31/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1028,Ies Angel Sanz Briz,793,2589.93,7.00,14110
8/31/2017,45517,Transformer 10V DC,1028,Ies Angel Sanz Briz,793,92.97,3.00,14110
9/4/2017,45300,LEGO® Education WeDo 2.0 Core Set,1030,APA COLEGIO NTRA. SRA. DEL CARMEN,801,2001.86,14.00,14110
9/4/2017,2000707,LE Replacement Pack Rubber Bands,1030,APA COLEGIO NTRA. SRA. DEL CARMEN,801,0,2.00,14110
9/5/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1035,Escola Norai,813,1479.96,4.00,14110
9/5/2017,45517,Transformer 10V DC,1035,Escola Norai,813,61.98,2.00,14110
9/5/2017,9656,Early Simple Machines Set,1036,Col·legi Menéndez Pidal,814,146.99,1.00,14110
9/5/2017,9689,Simple Machines Set,1036,Col·legi Menéndez Pidal,815,53.07,1.00,14110
9/5/2017,9686,Simple & Powered Machines Set,1036,Col·legi Menéndez Pidal,816,159.99,1.00,14110
9/5/2017,45300,LEGO® Education WeDo 2.0 Core Set,1036,Col·legi Menéndez Pidal,817,857.94,6.00,14110
9/6/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1037,ESCUELA FAMILIAR AGRARIA CAMP JOLIU DEL PENEDES,823,2219.94,6.00,14110
9/6/2017,45517,Transformer 10V DC,1037,ESCUELA FAMILIAR AGRARIA CAMP JOLIU DEL PENEDES,823,92.97,3.00,14110
9/12/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1042,Institut Cap de Llevant,842,5919.84,16.00,14110
9/12/2017,45517,Transformer 10V DC,1042,Institut Cap de Llevant,842,247.92,8.00,14110
10/17/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1042,Institut Cap de Llevant,1051,739.98,2.00,14110
9/12/2017,45300,LEGO® Education WeDo 2.0 Core Set,1045,Santa Teresa de Jesús,846,1143.92,8.00,14110
9/12/2017,45300,LEGO® Education WeDo 2.0 Core Set,1045,Santa Teresa de Jesús,847,1715.88,12.00,14110
9/12/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1045,Santa Teresa de Jesús,848,1479.96,4.00,14110
9/12/2017,45517,Transformer 10V DC,1045,Santa Teresa de Jesús,848,61.98,2.00,14110
9/12/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1045,Santa Teresa de Jesús,849,2959.92,8.00,14110
9/12/2017,45517,Transformer 10V DC,1045,Santa Teresa de Jesús,849,123.96,4.00,14110
9/13/2017,17101,LEGO BOOST,1050,Col·legi Boix,855,132.22,1.00,14110
9/13/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1050,Col·legi Boix,856,3329.91,9.00,14110
9/13/2017,45517,Transformer 10V DC,1050,Col·legi Boix,856,123.96,4.00,14110
9/13/2017,9686,Simple & Powered Machines Set,1051,Escola Mestre Enric Gibert i Camins,857,1599.9,10.00,14110
9/13/2017,705001,SERVICIOS PRESTADOS,1053,APA Colegio San Jose HFI,865,2230,1.00,14110
9/15/2017,45300,LEGO® Education WeDo 2.0 Core Set,1059,Colegio Santa Cruz,875,0,10.00,14110
9/15/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1059,Colegio Santa Cruz,878,0,6.00,14110
9/15/2017,9689,Simple Machines Set,1061,Escola Guillem de Mont-rodon,877,53.07,1.00,14110
9/15/2017,45300,LEGO® Education WeDo 2.0 Core Set,1061,Escola Guillem de Mont-rodon,882,857.94,6.00,14110
9/15/2017,45300,LEGO® Education WeDo 2.0 Core Set,1061,Escola Guillem de Mont-rodon,883,1715.88,12.00,14110
9/18/2017,9689,Simple Machines Set,1061,Escola Guillem de Mont-rodon,884,318.42,6.00,14110
9/18/2017,45300,LEGO® Education WeDo 2.0 Core Set,1065,Cristobal Campos Juan,887,285.98,2.00,14110
9/18/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1065,Cristobal Campos Juan,887,739.98,2.00,14110
9/18/2017,45300,LEGO® Education WeDo 2.0 Core Set,1067,Colegio Cumbre-Oxford,888,1858.87,13.00,14110
9/21/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1075,Colegio Urdaneta,914,2219.94,6.00,14110
9/21/2017,45517,Transformer 10V DC,1075,Colegio Urdaneta,914,92.97,3.00,14110
9/21/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1075,Colegio Urdaneta,915,4439.88,12.00,14110
9/21/2017,45517,Transformer 10V DC,1075,Colegio Urdaneta,915,92.97,3.00,14110
10/19/2017,245544,LEGO® MINDSTORMS Education EV3 Core Set + transformador,1077,EDUCAHUMANES S.A.,1068,801.96,2.00,14110
10/19/2017,45560,LEGO® MINDSTORMS® Education EV3 Expansio,1077,EDUCAHUMANES S.A.,1068,104.99,1.00,14110
9/27/2017,45300PI-24,Solución Primaria 24 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1085,COLEGIO SAN ALFONSO,952,1673.61,1.00,14110
9/27/2017,45300PI-22,Solución Primaria 22 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1086,COLEGIO ÁBACO MADRID,953,3084.12,2.00,14110
9/27/2017,45302,Smarthub Rechargeable Battery,1086,COLEGIO ÁBACO MADRID,953,1121.78,22.00,14110
9/27/2017,45517,Transformer 10V DC,1086,COLEGIO ÁBACO MADRID,953,309.9,10.00,14110
9/27/2017,45544PI-30,Solución Secundaria 30 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1086,COLEGIO ÁBACO MADRID,954,7392.92,2.00,14110
9/28/2017,705001,SERVICIOS PRESTADOS,1088,CONSORCI DE BIBLIOTEQUES DE BARCELONA,959,885,1.00,14120
9/28/2017,705001,SERVICIOS PRESTADOS,1088,CONSORCI DE BIBLIOTEQUES DE BARCELONA,959,1025,1.00,14120
9/28/2017,45300,LEGO® Education WeDo 2.0 Core Set,1089,SANTA MARÍA MARIANISTAS,966,571.96,4.00,14110
10/2/2017,45500,EV3 Intelligent Brick,1091,Institut Bisbe Sivilla,975,204.99,1.00,14110
10/2/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1091,Institut Bisbe Sivilla,976,369.99,1.00,14110
10/10/2017,45300,LEGO® Education WeDo 2.0 Core Set,1101,FUNDACIÓN PÍA AUT. SAN JUAN DE ÁVILA,1020,1000.93,7.00,14110
10/16/2017,45300V2,Pack LEGO Education WeDo 2.0 + Tablet (2 alumnos),1101,FUNDACIÓN PÍA AUT. SAN JUAN DE ÁVILA,1045,371.9,1.00,14110
10/16/2017,45300V12,PACK LEGO WEDO 2.0 + TABLET (12 alumnos),1101,FUNDACIÓN PÍA AUT. SAN JUAN DE ÁVILA,1045,2229.75,1.00,14110
11/10/2017,45544PI-24-V,Solución Secundaria 24 alumnos + Vexia - PLAN ACOMPAÑAMIENTO INMEDIATO,1105,Escola ACIS-Artur Martorell,1167,4847.11,1.00,14110
10/26/2017,45300,LEGO® Education WeDo 2.0 Core Set,1114,COLEGIO SAN ISIDRO,1092,285.98,2.00,14110
10/27/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1115,COLEGIO HUERTA SANTA ANA,1094,2219.94,6.00,14110
10/27/2017,45517,Transformer 10V DC,1115,COLEGIO HUERTA SANTA ANA,1094,92.97,3.00,14110
11/2/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1120,COLEGIO COMPAÑÍA DE MARÍA,1106,1109.97,3.00,14110
11/3/2017,51566,VEXIA PORTABLET STRONGER HEY!,1121,Antonio Barranco Gijón,1123,271.9,1.00,14110
11/7/2017,45300,LEGO® Education WeDo 2.0 Core Set,1123,Laudio Ikastola,1132,1000.93,7.00,14110
11/7/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1123,Laudio Ikastola,1133,1849.95,5.00,14110
11/7/2017,45517,Transformer 10V DC,1123,Laudio Ikastola,1133,61.98,2.00,14110
11/7/2017,45300PI-28,Solución Primaria 28 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1124,SPACIOS EDUCATIVOS CAR S.A.,1138,1936.71,1.00,14110
11/7/2017,45517,Transformer 10V DC,1124,SPACIOS EDUCATIVOS CAR S.A.,1138,216.93,7.00,14110
11/7/2017,9686,Simple & Powered Machines Set,1124,SPACIOS EDUCATIVOS CAR S.A.,1140,159.99,1.00,14110
11/7/2017,9641,Pneumatics Add-on Set,1124,SPACIOS EDUCATIVOS CAR S.A.,1140,74.99,1.00,14110
11/7/2017,9688,Renewable Energy Add-on Set,1124,SPACIOS EDUCATIVOS CAR S.A.,1140,117.99,1.00,14110
11/7/2017,10698,LEGO Classic - Caja Ladrillos Creativos Grande LEGO,1124,SPACIOS EDUCATIVOS CAR S.A.,1140,98.98,2.00,14110
11/9/2017,45300,LEGO® Education WeDo 2.0 Core Set,1133,Virgen del Rosario,1153,857.94,6.00,14110
11/13/2017,45300,LEGO® Education WeDo 2.0 Core Set,1145,Escola Les Escomes,1172,714.95,5.00,14110
11/13/2017,45300,LEGO® Education WeDo 2.0 Core Set,1145,Escola Les Escomes,1173,857.94,6.00,14110
11/15/2017,51566,VEXIA PORTABLET STRONGER HEY!,1149,Antonio Ballester Martinez,1181,271.9,1.00,14110
11/16/2017,45300,LEGO® Education WeDo 2.0 Core Set,1150,Asociacion El Dragon,1187,142.99,1.00,14110
11/16/2017,45570,EV3 Space Challenge Set,1150,Asociacion El Dragon,1187,189.99,1.00,14110
11/16/2017,9689,Simple Machines Set,1150,Asociacion El Dragon,1187,53.07,1.00,14110
11/16/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1151,IES Guadarrama,1189,2959.92,8.00,14110
11/17/2017,9686,Simple & Powered Machines Set,1153,IES EZEQUIEL GONZÁLEZ,1195,1279.92,8.00,14110
11/17/2017,9688,Renewable Energy Add-on Set,1153,IES EZEQUIEL GONZÁLEZ,1195,943.92,8.00,14110
11/21/2017,45570,EV3 Space Challenge Set,1158,CEP Las Palmas de Gran Canaria,1210,189.99,1.00,14110
11/21/2017,45300PI-24,Solución Primaria 24 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,1159,Escola Brasil,1214,1673.61,1.00,14110
11/21/2017,51566,VEXIA PORTABLET STRONGER HEY!,1159,Escola Brasil,1214,1549.86,6.00,14110
