FECHA_1,CodArt,DescArt,CodCli,Nomcli,NUMDOC (Num. Oferta),BASEMONEDA (importe),Unidades,CENTROCOSTE3
10/10/2018,1LA45544,Certificación Básica LEGO MINDSTORMS Education EV3,2265,Stella Maris La Gavia,1279,0.00,1.00,14120
10/10/2018,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,2265,Stella Maris La Gavia,1279,0.00,1.00,14120
10/24/2018,45300PA6,Pack aula LEGO Education WeDo 2.0 6 alumnes,2333,ESCOLA MAR I CEL,1365,420.35,1.00,14110
10/24/2018,45300,LEGO® Education WeDo 2.0 Core Set,2333,ESCOLA MAR I CEL,1366,142.98,1.00,14110
10/24/2018,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,2333,ESCOLA MAR I CEL,1367,285.00,3.00,14120
10/24/2018,705001,SERVICIOS PRESTADOS,2333,ESCOLA MAR I CEL,1368,540.00,1.00,14110
10/26/2018,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,2350,CRECE PLUS S.L.,1390,380.00,4.00,14120
10/26/2018,1LA45544,Certificación Básica LEGO MINDSTORMS Education EV3,2350,CRECE PLUS S.L.,1390,450.00,3.00,14120
10/26/2018,1LA45000,Certificación LEGO Education Infantil,2350,CRECE PLUS S.L.,1390,165.00,3.00,14120
11/12/2018,0,Artículo,2422,Colegio de Fomento Aldeafuente,1463,"4,272.00",10.00,14110
11/12/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,2422,Colegio de Fomento Aldeafuente,1463,0.00,10.00,14110
11/12/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,2422,Colegio de Fomento Aldeafuente,1463,0.00,10.00,14110
11/12/2018,45517,Transformer 10V DC,2422,Colegio de Fomento Aldeafuente,1463,0.00,10.00,14110
12/4/2018,45300,LEGO® Education WeDo 2.0 Core Set,3187,Col·legi La Presentació,1615,"1,000.86",7.00,14110
12/4/2018,705001,SERVICIOS PRESTADOS,3187,Col·legi La Presentació,1615,540.00,1.00,14110
12/11/2018,45018,"Build Me ""Emotions""",3225,GRUPO LOS CUCOS ATENCION INFANTIL SL,1646,139.98,2.00,14110
12/11/2018,45300,LEGO® Education WeDo 2.0 Core Set,3226,CPB Santa Ana Pedrezuela,1649,857.88,6.00,14110
12/11/2018,9998,Garantía anual - No question,3226,CPB Santa Ana Pedrezuela,1649,42.89,1.00,14110
12/11/2018,9998,Garantía anual - No question,3226,CPB Santa Ana Pedrezuela,1651,85.79,1.00,14110
12/12/2018,9998,Garantía anual - No question,3244,Colegio Villa de Griñón,1659,171.73,1.00,14110
6/27/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,39,"SEK ATLANTICO, S.L",632,"3,699.90",10.00,14110
6/27/2018,45300,LEGO® Education WeDo 2.0 Core Set,39,"SEK ATLANTICO, S.L",632,"4,289.40",30.00,14110
6/27/2018,45024,STEAM Park,39,"SEK ATLANTICO, S.L",632,299.98,2.00,14110
7/19/2018,9689,Simple Machines Set,40,"SEK EL CASTILLO, S.L.",763,0.00,12.00,14110
6/27/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,43,"SEK CATALUNYA, S.A",633,"9,619.74",26.00,14110
6/27/2018,45300,LEGO® Education WeDo 2.0 Core Set,43,"SEK CATALUNYA, S.A",633,"3,431.52",24.00,14110
6/27/2018,45300,LEGO® Education WeDo 2.0 Core Set,42,"SEK SANTA ISABEL, S.L",635,428.94,3.00,14110
6/7/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,41,"SEK CIUDALCAMPO, S.L.",542,"2,219.94",6.00,14110
6/7/2018,45517,Transformer 10V DC,41,"SEK CIUDALCAMPO, S.L.",542,95.97,3.00,14110
6/7/2018,45300,LEGO® Education WeDo 2.0 Core Set,41,"SEK CIUDALCAMPO, S.L.",542,"2,144.70",15.00,14110
6/27/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,41,"SEK CIUDALCAMPO, S.L.",636,"2,219.94",6.00,14110
6/27/2018,45300,LEGO® Education WeDo 2.0 Core Set,41,"SEK CIUDALCAMPO, S.L.",636,"2,144.70",15.00,14110
9/4/2018,45300PA24,Pack aula LEGO Education WeDo 2.0 24 alumnos,108,ESCOLA MARE DE DEU DE LA SALUT,950,"3,065.44",2.00,14110
9/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,124,COL·LEGI LES ALZINES,1096,285.96,2.00,14110
9/23/2018,9998,Garantía anual - No question,124,COL·LEGI LES ALZINES,1096,14.29,1.00,14110
11/21/2018,2000418,WS Kit Simple Machines Set,158,ST. PETER'S SCHOOL,1524,0.00,150.00,14110
9/6/2018,2000715,LE Replacement Pack LE WeDo 2.0,158,ST. PETER'S SCHOOL,985,33.45,5.00,14110
11/8/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,214,COLEGIO DE FOMENTO MONTECASTELO,1458,0.00,1.00,14110
11/8/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,214,COLEGIO DE FOMENTO MONTECASTELO,1458,0.00,1.00,14110
11/8/2018,45517,Transformer 10V DC,214,COLEGIO DE FOMENTO MONTECASTELO,1458,0.00,1.00,14110
6/27/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,272,SEK ALBORAN S.L,634,"1,479.96",4.00,14110
6/27/2018,45300,LEGO® Education WeDo 2.0 Core Set,272,SEK ALBORAN S.L,634,"1,715.76",12.00,14110
6/27/2018,45024,STEAM Park,272,SEK ALBORAN S.L,634,599.96,4.00,14110
10/9/2018,705001,SERVICIOS PRESTADOS,273,LEGO SYSTEM A/S,1260,"4,790.00",1.00,14110
10/9/2018,0,Artículo,273,LEGO SYSTEM A/S,1260,0.00,1.00,14110
10/9/2018,0,Artículo,273,LEGO SYSTEM A/S,1260,0.00,1.00,14110
10/9/2018,0,Artículo,273,LEGO SYSTEM A/S,1260,0.00,1.00,14110
10/9/2018,0,Artículo,273,LEGO SYSTEM A/S,1260,0.00,1.00,14110
10/9/2018,0,Artículo,273,LEGO SYSTEM A/S,1260,0.00,1.00,14110
10/9/2018,0,Artículo,273,LEGO SYSTEM A/S,1260,0.00,1.00,14110
10/9/2018,0,Artículo,273,LEGO SYSTEM A/S,1260,0.00,1.00,14110
12/11/2018,2000418,WS Kit Simple Machines Set,273,LEGO SYSTEM A/S,1650,22.50,50.00,14110
12/11/2018,2000447,LE Marketing Kit WeDo 2.0 Mascot,273,LEGO SYSTEM A/S,1650,97.50,150.00,14110
7/20/2018,45300,LEGO® Education WeDo 2.0 Core Set,312,COLEGIO BRAINS,782,285.96,2.00,14110
8/30/2018,45300,LEGO® Education WeDo 2.0 Core Set,312,COLEGIO BRAINS,926,"1,143.84",8.00,14110
8/30/2018,45300,LEGO® Education WeDo 2.0 Core Set,312,COLEGIO BRAINS,927,"1,143.84",8.00,14110
8/30/2018,45300,LEGO® Education WeDo 2.0 Core Set,312,COLEGIO BRAINS,928,285.96,2.00,14110
7/10/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,513,COLEGIO CASA AZUL,724,"1,479.96",4.00,14110
7/10/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,513,COLEGIO CASA AZUL,730,435.96,4.00,14110
9/23/2018,45300,LEGO® Education WeDo 2.0 Core Set,541,ALCORAC S.L.,1088,"1,429.80",10.00,14110
9/23/2018,45544PA12,Pack aula LEGO MINDSTORMS Education EV3 12 alumnos,541,ALCORAC S.L.,1088,"1,425.55",1.00,14110
10/23/2018,245544,LEGO® MINDSTORMS Education EV3 Core Set + transformador,754,AYUNTAMIENTO DE LA LAGUNA (CONCEJALÍA DE EDUCACIÓN),1348,"2,589.93",7.00,14110
10/23/2018,45517,Transformer 10V DC,754,AYUNTAMIENTO DE LA LAGUNA (CONCEJALÍA DE EDUCACIÓN),1348,95.97,3.00,14110
10/23/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,754,AYUNTAMIENTO DE LA LAGUNA (CONCEJALÍA DE EDUCACIÓN),1348,326.97,3.00,14110
11/9/2018,245544,LEGO® MINDSTORMS Education EV3 Core Set + transformador,754,AYUNTAMIENTO DE LA LAGUNA (CONCEJALÍA DE EDUCACIÓN),1459,"2,589.93",7.00,14110
11/9/2018,45517,Transformer 10V DC,754,AYUNTAMIENTO DE LA LAGUNA (CONCEJALÍA DE EDUCACIÓN),1459,95.97,3.00,14110
11/9/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,754,AYUNTAMIENTO DE LA LAGUNA (CONCEJALÍA DE EDUCACIÓN),1459,326.97,3.00,14110
6/27/2018,45024,STEAM Park,952,Col·legi Pare Enric d'Ossó,639,299.98,2.00,14110
6/27/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,952,Col·legi Pare Enric d'Ossó,639,739.98,2.00,14110
6/6/2018,45300,LEGO® Education WeDo 2.0 Core Set,978,Colegio Bilingüe La Latina,532,"1,715.76",12.00,14110
6/6/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,978,Colegio Bilingüe La Latina,533,"2,959.92",8.00,14110
6/6/2018,45517,Transformer 10V DC,978,Colegio Bilingüe La Latina,533,127.96,4.00,14110
7/20/2018,45300,LEGO® Education WeDo 2.0 Core Set,1044,Colegio Brains,783,285.96,2.00,14110
6/27/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1111,Institut Nicolau Copèrnic,628,739.98,2.00,14110
3/22/2018,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,1568,Escola Lledoner,322,95.00,1.00,14120
4/18/2018,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,1615,Michelle Wallis Delgado,371,47.50,1.00,14120
5/24/2018,45300,LEGO® Education WeDo 2.0 Core Set,1694,Colegio Casa de la Virgen,492,"1,143.84",8.00,14110
5/24/2018,45300,LEGO® Education WeDo 2.0 Core Set,1694,Colegio Casa de la Virgen,494,857.88,6.00,14110
5/24/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1694,Colegio Casa de la Virgen,494,"2,219.94",6.00,14110
6/4/2018,45300,LEGO® Education WeDo 2.0 Core Set,1728,CEIP Castilla y Leon Aguilar de Campoo,520,571.92,4.00,14110
6/27/2018,245544,LEGO® MINDSTORMS Education EV3 Core Set + transformador,1818,AMPA ANTARES,638,369.99,1.00,14110
8/30/2018,45024,STEAM Park,1903,Juan Ángel Larumbe,929,149.99,1.00,14110
8/30/2018,9689,Simple Machines Set,1903,Juan Ángel Larumbe,929,54.99,1.00,14110
8/31/2018,45300,LEGO® Education WeDo 2.0 Core Set,1964,COLEGIO BRAINS,932,"1,143.84",8.00,14110
8/31/2018,45300,LEGO® Education WeDo 2.0 Core Set,1964,COLEGIO BRAINS,933,"1,143.84",8.00,14110
8/31/2018,45300,LEGO® Education WeDo 2.0 Core Set,1964,COLEGIO BRAINS,934,285.96,2.00,14110
9/12/2018,9689,Simple Machines Set,2027,CEIP Saltells,1015,329.94,6.00,14110
10/10/2018,45300,LEGO® Education WeDo 2.0 Core Set,2264,CEIP Doctor Jimenez Rueda,1278,142.98,1.00,14110
6/29/2017,1LA45544E,¡INTENSIVO! - Introducción a la robótica con LEGO MINDSTORMS Education EV3,12,"ESTUDIO AGORA, S.A.",558,150,1.00,14120
9/12/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,14,COLEGIO DE FOMENTO ALDOVEA,838,2219.94,6.00,14110
9/21/2017,45300PI-24,Solución Primaria 24 alumnos - PLAN ACOMPAÑAMIENTO INMEDIATO,14,COLEGIO DE FOMENTO ALDOVEA,928,1673.61,1.00,14110
6/23/2017,705001,SERVICIOS PRESTADOS,35,"BARCELONA ACTIVA SAU, SPM",508,2400,40.00,14120
6/9/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,41,"SEK CIUDALCAMPO, S.L.",431,2219.94,6.00,14110
6/9/2017,45300,LEGO® Education WeDo 2.0 Core Set,41,"SEK CIUDALCAMPO, S.L.",431,714.95,5.00,14110
6/9/2017,20150,LEGO Architecture Studio,41,"SEK CIUDALCAMPO, S.L.",431,280.96,2.00,14110
11/6/2017,705001,SERVICIOS PRESTADOS,35,"BARCELONA ACTIVA SAU, SPM",994,240,4.00,14120
10/11/2017,705001,SERVICIOS PRESTADOS,35,"BARCELONA ACTIVA SAU, SPM",993,240,4.00,14120
10/4/2017,705001,SERVICIOS PRESTADOS,35,"BARCELONA ACTIVA SAU, SPM",995,240,4.00,14120
6/9/2017,45300,LEGO® Education WeDo 2.0 Core Set,74,ESCUELAS PEREZ IBORRA S.L.,433,0,24.00,14110
6/9/2017,9580,LEGO Education WeDo Construction Set,74,ESCUELAS PEREZ IBORRA S.L.,435,0,4.00,14110
6/9/2017,9580,LEGO Education WeDo Construction Set,74,ESCUELAS PEREZ IBORRA S.L.,436,0,17.00,14110
6/9/2017,45300,LEGO® Education WeDo 2.0 Core Set,105,FUNDACIO ESCOLA MOWGLI,432,571.96,4.00,14110
3/9/2017,45300,LEGO® Education WeDo 2.0 Core Set,137,FUNDACIÓN PRIVADA BENJAMIN FRANKLIN,188,285.98,2.00,14130
3/9/2017,705001,SERVICIOS PRESTADOS,137,FUNDACIÓN PRIVADA BENJAMIN FRANKLIN,188,-14.3,-1.00,14130
7/18/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,104,ESCOLA PETIT ESTEL - LA NOVA SL,654,8879.76,24.00,14110
7/18/2017,45560,LEGO® MINDSTORMS® Education EV3 Expansio,104,ESCOLA PETIT ESTEL - LA NOVA SL,654,629.94,6.00,14110
7/18/2017,45517,Transformer 10V DC,104,ESCOLA PETIT ESTEL - LA NOVA SL,654,371.88,12.00,14110
7/18/2017,45300,LEGO® Education WeDo 2.0 Core Set,104,ESCOLA PETIT ESTEL - LA NOVA SL,654,571.96,4.00,14110
6/15/2017,45517,Transformer 10V DC,125,COL·LEGI NATZARET,478,92.97,3.00,14110
6/15/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,125,COL·LEGI NATZARET,479,1479.96,4.00,14110
6/15/2017,45517,Transformer 10V DC,125,COL·LEGI NATZARET,479,61.98,2.00,14110
6/15/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,125,COL·LEGI NATZARET,480,2959.92,8.00,14110
6/15/2017,45517,Transformer 10V DC,125,COL·LEGI NATZARET,480,123.96,4.00,14110
9/14/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,130,ESCOLA LA PARELLADA,867,739.98,2.00,14110
6/28/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,124,COL·LEGI LES ALZINES,554,1479.96,4.00,14110
6/28/2017,45517,Transformer 10V DC,124,COL·LEGI LES ALZINES,554,61.98,2.00,14110
6/28/2017,1LA45544,Certificación Básica LEGO MINDSTORMS Education EV3,124,COL·LEGI LES ALZINES,554,150,1.00,14120
6/15/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,125,COL·LEGI NATZARET,478,2219.94,6.00,14110
12/31/2017,705001,SERVICIOS PRESTADOS,144,FUNDACIÓN RAFAEL DEL PINO,1346,15834,1.00,14110
12/31/2017,705001,SERVICIOS PRESTADOS,144,FUNDACIÓN RAFAEL DEL PINO,1347,9135,1.00,14110
12/31/2017,705001,SERVICIOS PRESTADOS,144,FUNDACIÓN RAFAEL DEL PINO,1348,853,1.00,14110
5/31/2017,705001,SERVICIOS PRESTADOS,145,"PARC D'ATRACCIONS DEL TIBIDABO, S.A.U.",308,2000,1.00,14130
9/6/2017,45300,LEGO® Education WeDo 2.0 Core Set,307,ESCOLA MARE DE DEU DELS ANGELS,821,1286.91,9.00,14110
9/6/2017,45300,LEGO® Education WeDo 2.0 Core Set,307,ESCOLA MARE DE DEU DELS ANGELS,822,714.95,5.00,14110
11/17/2017,45300,LEGO® Education WeDo 2.0 Core Set,323,FUNDACIO JESUÏTES EDUCACIO - SANT GERVASI,1197,285.98,2.00,14110
2/21/2017,45300,LEGO® Education WeDo 2.0 Core Set,442,COLEGIO SANTISIMA TRINIDAD,152,0,13.00,14110
2/21/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,442,COLEGIO SANTISIMA TRINIDAD,153,0,8.00,14110
2/21/2017,45517,Transformer 10V DC,442,COLEGIO SANTISIMA TRINIDAD,153,0,4.00,14110
2/21/2017,9686,Simple & Powered Machines Set,442,COLEGIO SANTISIMA TRINIDAD,154,0,13.00,14110
5/4/2017,45100,StoryStarter Core Set,472,MARIA DE LOS REYES FERNANDEZ FERNANDEZ,317,3539.7,30.00,14110
9/5/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,306,COL·LEGI MARE DE DÉU DE LA MERCÈ,808,2959.92,8.00,14110
5/24/2017,705001,SERVICIOS PRESTADOS,414,AMPA BONAVISTA,369,540,1.00,14110
3/21/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,407,FEDAC GUISSONA,224,369.99,1.00,14110
3/21/2017,45560,LEGO® MINDSTORMS® Education EV3 Expansio,407,FEDAC GUISSONA,224,209.98,2.00,14110
3/21/2017,45514,EV3 Cable Pack,407,FEDAC GUISSONA,224,16.49,1.00,14110
5/24/2017,45300,LEGO® Education WeDo 2.0 Core Set,414,AMPA BONAVISTA,367,0,7.00,14110
5/24/2017,45100,StoryStarter Core Set,414,AMPA BONAVISTA,368,353.97,3.00,14110
6/15/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,497,"FOMENTO DE CENTROS DE ENSEÑANZA, SA - COLEGIO MONTEAGUDO-NELVA",476,2589.93,7.00,14110
6/15/2017,45560,LEGO® MINDSTORMS® Education EV3 Expansio,497,"FOMENTO DE CENTROS DE ENSEÑANZA, SA - COLEGIO MONTEAGUDO-NELVA",476,209.98,2.00,14110
6/15/2017,45517,Transformer 10V DC,497,"FOMENTO DE CENTROS DE ENSEÑANZA, SA - COLEGIO MONTEAGUDO-NELVA",476,30.99,1.00,14110
6/15/2017,45570,EV3 Space Challenge Set,497,"FOMENTO DE CENTROS DE ENSEÑANZA, SA - COLEGIO MONTEAGUDO-NELVA",476,189.99,1.00,14110
10/18/2017,45517,Transformer 10V DC,501,INSTITUT DOMÈNEC PERRAMON,1061,30.99,1.00,14110
4/3/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,533,INTERNATIONAL SCHOOL PEÑISCOLA SL,250,369.99,1.00,14110
4/3/2017,45560,LEGO® MINDSTORMS® Education EV3 Expansio,533,INTERNATIONAL SCHOOL PEÑISCOLA SL,250,104.99,1.00,14110
10/5/2017,45502,EV3 Large Servo Motor,541,ALCORAC S.L.,999,92.97,3.00,14110
1/24/2017,45300,LEGO® Education WeDo 2.0 Core Set,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,52,1858.87,13.00,14110
1/24/2017,9686,Simple & Powered Machines Set,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,52,1439.91,9.00,14110
1/24/2017,9641,Pneumatics Add-on Set,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,52,749.9,10.00,14110
1/24/2017,705001,SERVICIOS PRESTADOS,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,52,-202.43,-1.00,14110
1/24/2017,45300,LEGO® Education WeDo 2.0 Core Set,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,53,1286.91,9.00,14110
1/24/2017,9686,Simple & Powered Machines Set,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,53,1439.91,9.00,14110
1/24/2017,9641,Pneumatics Add-on Set,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,53,449.94,6.00,14110
1/24/2017,705001,SERVICIOS PRESTADOS,546,FPEVB - JOAQUIMA VEDRUNA TERRASSA,53,-158.38,-1.00,14110
5/31/2017,458039585,CERTIFICACIÓN AVANZADA LEGO MINDSTORMS EDUCATION EV3 - FECHAS Y HORARIO  : 24 Y 26 DE MAYO (DE 17.30,552,FUNDACIÓ PRIVADA EDUCATIVA VEDRUNA ÀNGELS,396,90,1.00,14120
9/21/2017,245544,LEGO® MINDSTORMS Education EV3 Core Set + transformador,581,COLEGIO SANTO DOMINGO NAZARET,918,369.99,1.00,14110
8/28/2017,17101,LEGO BOOST,599,Asociación Sociocultural Englóbate Canarias,769,132.22,1.00,14110
6/7/2017,BLED112,BLED112-A-V1,573,ANA VILLAMOR DIAZ,423,24,2.00,14110
10/3/2017,9689,Simple Machines Set,633,FEDAC PRATS,988,106.14,2.00,14110
10/3/2017,2000715,LE Replacement Pack LE WeDo 2.0,633,FEDAC PRATS,988,6.49,1.00,14110
11/28/2017,45300,LEGO® Education WeDo 2.0 Core Set,642,FEM COL·LEGI LA MERCED BARCELONA,1231,428.97,3.00,14110
10/26/2017,45300,LEGO® Education WeDo 2.0 Core Set,659,ESCOLA SANTA MARIA DEL MAR,1091,857.94,6.00,14110
11/14/2017,45560,LEGO® MINDSTORMS® Education EV3 Expansio,661,COLEGIO BALMES SL,1175,104.99,1.00,14110
11/14/2017,45506,EV3 Color Sensor,661,COLEGIO BALMES SL,1175,110.97,3.00,14110
11/14/2017,45502,EV3 Large Servo Motor,661,COLEGIO BALMES SL,1175,61.98,2.00,14110
11/14/2017,45503,EV3 Medium Servo Motor,661,COLEGIO BALMES SL,1175,80.97,3.00,14110
9/19/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,670,"COGNITA BSB SITGES, S.L.",892,4439.88,12.00,14110
9/19/2017,45300,LEGO® Education WeDo 2.0 Core Set,670,"COGNITA BSB SITGES, S.L.",892,1286.91,9.00,14110
9/19/2017,45517,Transformer 10V DC,670,"COGNITA BSB SITGES, S.L.",892,185.94,6.00,14110
2/9/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),110,4439.88,12.00,14110
2/9/2017,45517,Transformer 10V DC,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),110,185.94,6.00,14110
2/9/2017,705001,SERVICIOS PRESTADOS,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),110,-240,-1.00,14110
3/17/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),209,0,8.00,14110
3/17/2017,45517,Transformer 10V DC,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),209,0,4.00,14110
3/17/2017,45570,EV3 Space Challenge Set,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),209,0,1.00,14110
3/17/2017,45300,LEGO® Education WeDo 2.0 Core Set,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),209,0,13.00,14110
3/17/2017,45100,StoryStarter Core Set,671,FPEVB - COL·LEGI LA IMMACULADA (SABADELL),209,0,5.00,14110
11/6/2017,9689,Simple Machines Set,676,SANTA MARIA DELS APÒSTOLS,1127,371.49,7.00,14110
2/20/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,697,FUNDACIÓ PRIVADA ELS ARCS,149,739.98,2.00,14110
2/20/2017,45517,Transformer 10V DC,697,FUNDACIÓ PRIVADA ELS ARCS,149,30.99,1.00,14110
2/20/2017,705001,SERVICIOS PRESTADOS,697,FUNDACIÓ PRIVADA ELS ARCS,149,-38.55,-1.00,14110
12/12/2017,51566,VEXIA PORTABLET STRONGER HEY!,704,ROBOTIX MALLORCA SL,1269,10400,40.00,14110
2/3/2017,9580,LEGO Education WeDo Construction Set,715,CEIP GINÉS GARCÍA MARTÍNEZ,91,839.94,6.00,14110
2/3/2017,9585,LEGO® Education WeDo™ Resource set,715,CEIP GINÉS GARCÍA MARTÍNEZ,91,52.99,1.00,14110
2/3/2017,705001,SERVICIOS PRESTADOS,715,CEIP GINÉS GARCÍA MARTÍNEZ,91,-44.65,-1.00,14110
2/6/2017,45300,LEGO® Education WeDo 2.0 Core Set,715,CEIP GINÉS GARCÍA MARTÍNEZ,96,857.94,6.00,14110
2/6/2017,705001,SERVICIOS PRESTADOS,715,CEIP GINÉS GARCÍA MARTÍNEZ,96,-42.9,-1.00,14110
8/30/2017,45300,LEGO® Education WeDo 2.0 Core Set,741,ESCOLA JOAQUIM BLUME,784,857.94,6.00,14110
8/30/2017,45210,MoreToMath Core Set 1 - 2,741,ESCOLA JOAQUIM BLUME,784,314.94,6.00,14110
10/23/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,744,COLEGIO NUESTRA SEÑORA DE LA SALUD - MARISTAS ALGEMESÍ,1076,1109.97,3.00,14110
11/10/2017,705001,SERVICIOS PRESTADOS,754,AYUNTAMIENTO DE LA LAGUNA (CONCEJALÍA DE EDUCACIÓN),1165,204.45,1.00,14110
10/9/2017,9580,LEGO Education WeDo Construction Set,779,CREATIC ACADEMY SL,1015,419.97,3.00,14110
10/9/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,779,CREATIC ACADEMY SL,1015,369.99,1.00,14110
10/9/2017,45517,Transformer 10V DC,779,CREATIC ACADEMY SL,1015,30.99,1.00,14110
10/9/2017,45560,LEGO® MINDSTORMS® Education EV3 Expansio,779,CREATIC ACADEMY SL,1015,104.99,1.00,14110
3/20/2017,45506,EV3 Color Sensor,802,IES HERMANOS AMORÓS,219,147.96,4.00,14110
2/8/2017,45300,LEGO® Education WeDo 2.0 Core Set,806,CRP PALLARS JUSSÀ,109,0,5.00,14110
2/8/2017,705001,SERVICIOS PRESTADOS,806,CRP PALLARS JUSSÀ,109,967.9,1.00,14110
2/8/2017,45302,Smarthub Rechargeable Battery,806,CRP PALLARS JUSSÀ,109,0,5.00,14110
2/8/2017,45517,Transformer 10V DC,806,CRP PALLARS JUSSÀ,109,0,2.00,14110
4/21/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,837,INSTITUT INFANTA ISABEL D'ARAGÓ,289,7399.8,20.00,14110
4/21/2017,45560,LEGO® MINDSTORMS® Education EV3 Expansio,837,INSTITUT INFANTA ISABEL D'ARAGÓ,289,1049.9,10.00,14110
4/21/2017,45517,Transformer 10V DC,837,INSTITUT INFANTA ISABEL D'ARAGÓ,289,247.92,8.00,14110
4/21/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,837,INSTITUT INFANTA ISABEL D'ARAGÓ,289,0,4.00,14110
4/21/2017,45560,LEGO® MINDSTORMS® Education EV3 Expansio,837,INSTITUT INFANTA ISABEL D'ARAGÓ,289,0,2.00,14110
4/21/2017,45517,Transformer 10V DC,837,INSTITUT INFANTA ISABEL D'ARAGÓ,289,0,2.00,14110
2/13/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,851,IES ALBUHAIRA,125,2219.94,6.00,14110
2/13/2017,45517,Transformer 10V DC,851,IES ALBUHAIRA,125,92.97,3.00,14110
2/13/2017,705001,SERVICIOS PRESTADOS,851,IES ALBUHAIRA,125,-145,-1.00,14110
3/21/2017,51566,VEXIA PORTABLET STRONGER HEY!,854,EULEN S.A.,226,10400,40.00,14110
10/11/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,860,CEIP PEDRO GUTIERREZ,1034,2219.94,6.00,14110
10/11/2017,45517,Transformer 10V DC,860,CEIP PEDRO GUTIERREZ,1034,92.97,3.00,14110
10/11/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,860,CEIP PEDRO GUTIERREZ,1035,1849.95,5.00,14110
10/11/2017,45517,Transformer 10V DC,860,CEIP PEDRO GUTIERREZ,1035,61.98,2.00,14110
3/9/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,866,IES DOÑANA,186,369.99,1.00,14110
3/21/2017,45544,LEGO® MINDSTORMS® Education EV3 Core Set,872,COLEGIO DIOCESANO SANTA CLARA,228,739.98,2.00,14110
3/21/2017,45517,Transformer 10V DC,872,COLEGIO DIOCESANO SANTA CLARA,228,30.99,1.00,14110
5/11/2017,45300,LEGO® Education WeDo 2.0 Core Set,901,ESCOLA PAIDOS,328,714.95,5.00,14110
