CodigoEducateca,Lat,Lon
283259,40.4080261,-3.7385877
283261,40.4204545,-3.7103158
283262,40.4084868,-3.6855638
283263,40.4244873,-3.7083765
283264,40.427035,-3.706363
283265,40.4564706,-3.6741135
283267,40.42183199999999,-3.631826
283268,40.3767807,-3.6720151
283269,40.5358448,-3.619128599999999
283271,40.3875277,-3.7174109
283272,40.3883572,-3.7302832
283273,40.3877836,-3.7167725
283276,40.3481123,-3.712482
283277,40.342823,-3.6897597
283278,40.3890587,-3.7623996
283279,40.4440037,-3.6251986
283280,40.4335371,-3.664819399999999
283281,40.4743129,-3.7100893
283283,40.4569812,-3.698063
283284,40.3976024,-3.634248699999999
283285,40.4136104,-3.6555988
283286,40.3985798,-3.6334828
283287,40.4118828,-3.6482498
283288,40.3107658,-3.8546881
283289,40.38462759999999,-3.603537
283290,40.375207,-3.6243507
283291,40.5233389,-3.6533623
283292,40.4090497,-3.614130399999999
283293,40.4773188,-3.6598111
283294,40.4614516,-3.6457631
283295,40.4774171,-3.651908
283296,40.4833427,-3.7114501
283297,40.4873564,-3.7008036
283298,40.4910096,-3.7157251
283300,40.4251792,-3.6148985
283302,40.4322077,-3.615949399999999
283303,40.4207171,-3.6224531
283304,40.429275,-3.6253884
283305,40.3890394,-3.635634999999999
283306,40.390924,-3.651897
283307,40.4679207,-3.7173493
283310,40.3729779,-3.7189619
283311,40.4603912,-3.589360300000001
283312,40.4595543,-3.6465597
283313,40.45192600000001,-3.6583279
283315,40.3740233,-3.7673628
283316,40.380453,-3.780689
283318,40.3860168,-3.7514689
283319,40.529133,-3.68995
283320,40.487339,-3.6601692
283327,40.5249151,-3.6857163
283329,40.450168,-3.874011
283331,40.429735,-3.632453
283332,40.3975121,-3.6501805
283334,40.4463357,-3.6641201
283335,40.44082969999999,-3.7112362
283336,40.426573,-3.7059572
283361,40.4382055,-3.6742873
283465,40.3290527,-3.5174539
283512,40.3946833,-3.7653598
283513,40.530412,-3.631788
283514,40.432096,-3.6701092
283515,40.4436309,-3.6382324
283517,40.448088,-3.683432
283520,40.537175,-3.9424766
283523,40.460383,-3.672955
283524,40.5092811,-3.6120665
283527,40.4641236,-3.6839259
283528,40.4702493,-3.6636896
283529,40.5178137,-3.6425917
283530,40.5116356,-3.6432838
283531,40.623263,-3.587720999999999
283533,40.4306096,-3.9198552
283539,40.4520061,-3.584591199999999
283549,40.4613312,-3.6588338
283852,40.4271976,-3.6696824
283933,40.432497,-3.673646
283992,40.4508252,-3.599266999999999
284029,40.412188,-3.7073194
284160,40.4559216,-3.7319692
284189,40.5285012,-3.6282092
284538,40.34295789999999,-3.8383948
284658,40.9028717,-4.0068592
284714,40.6159371,-3.7143744
284719,40.45335,-3.718776999999999
284767,40.4054694,-3.6523092
284768,40.4059452,-3.7031945
284769,40.411147,-3.7426796
284770,40.4698602,-3.635421
284771,40.387686,-3.629748
284772,40.4394026,-3.6565413
284773,40.3878732,-3.753855999999999
284774,40.4725093,-3.7216957
284776,40.4738528,-3.6757009
284777,40.40366340000001,-3.6283153
284894,40.4610573,-3.4532267
284928,40.4042979,-3.6805569
285498,43.3089576,-5.820240999999999
285616,41.1176801,1.2535472
285919,43.0617724,-2.4975504
286066,43.327704,-3.03261
286283,38.26665380000001,-0.6967126000000001
286312,36.5221765,-6.2849515
286344,43.29839270000001,-2.9930269
286349,41.5662669,0.5280722999999999
286351,41.5616348,0.518811
286352,41.6458338,0.6928926999999999
286353,41.2619158,1.1679314
286355,41.2609699,1.1663106
286356,40.7446564,0.610943
286358,40.881778,0.499187
286359,41.1998209,1.044235
286360,41.49459909999999,2.297709
286363,41.49468239999999,2.3000747
286365,41.5054867,2.2984658
286367,40.8736905,0.4004439
286368,41.8299423,0.5750291
286369,41.8212524,0.5768791
286372,41.5208628,0.6192322
286373,41.2115447,0.9785627000000001
286375,41.73386199999999,0.583123
286377,42.5486199,1.3177031
286378,41.2934549,1.3066717
286379,41.7324886,0.4394347
286382,41.7300236,0.4337528
286384,41.7954955,0.5691568
286386,41.8002423,0.5753433
286387,41.1973108,1.1116425
286388,42.3743519,1.8824329
286389,42.1205975,2.1008649
286390,41.6693335,0.5533773
286394,41.5145893,1.900936
286395,41.5201327,1.9022441
286396,42.0019122,0.7621719
286398,41.7854952,1.099325
286401,41.7822304,1.0987527
286402,41.7859766,1.0990966
286403,42.3951603,2.846144
286404,41.7705725,2.2504491
286406,41.36223,1.40146
286407,41.3674945,1.5007331
286409,41.9379755,2.7623011
286410,41.4921314,0.4622891
286412,41.614589,0.7391999
286413,42.3564707,1.4595981
286414,41.44812,0.74129
286415,41.5708272,0.6012695
286416,41.7522107,0.6573662
286417,41.42387,0.93934
286418,41.2448025,1.4915017
286419,42.1021104,3.0829486
286420,40.53941409999999,0.4762051
286421,40.55312079999999,0.5290446
286422,40.5391406,0.4753155
286423,41.1417973,1.370057
286427,42.0119047,2.5967676
286428,42.0099823,2.5989931
286429,40.881272,0.7970539999999999
286431,40.880494,0.799056
286432,40.8824672,0.7984827999999999
286433,41.6667341,2.2588748
286436,41.6746618,2.251221
286437,40.8130574,0.7128618
286438,40.6453748,0.6863488
286439,40.7088694,0.5834203
286440,40.7057538,0.5746825999999999
286441,40.7084156,0.5725739
286443,40.7143468,0.5798553
286444,40.70403,0.5860917999999999
286447,40.709312,0.5825009999999999
286448,40.7100279,0.5812883999999999
286451,40.7071872,0.5688594
286452,41.9539595,2.6375745
286455,41.95627440000001,2.6330085
286456,41.95723,2.637971
286457,41.65702,1.0827924
286459,41.5422925,0.9245635999999999
286461,41.2678352,1.5952593
286463,41.2901468,1.6165908
286464,41.26862999999999,1.59665
286465,41.2665537,1.6018314
286466,41.8146003,2.5193633
286468,41.7829168,2.5399188
286469,41.8173725,2.5157401
286472,41.5825595,2.5457909
286476,41.5833251,2.5416904
286478,41.5856853,2.5473556
286479,41.6089485,2.5385845
286481,41.6190371,2.5381161
286482,42.2160303,2.6381735
286485,41.55336459999999,2.401131
286487,41.5323682,2.4179313
286489,41.5502056,2.4079425
286490,42.16968,3.07282
286491,40.8674289,0.2713944
286494,41.7952045,1.9520123
286495,41.7940518,1.9495427
286497,41.7978664,1.9526954
286498,41.5534738,0.7015264999999999
286500,41.891305,1.04327
286502,41.892007,1.0439718
286504,41.18501500000001,0.5672761
286508,41.9084581,0.7635544
286509,41.91929,0.7180799999999999
286511,42.076997,1.819125
286513,41.86524920000001,1.9734494
286515,42.2499551,2.9123058
286516,41.3599127,1.7829967
286691,41.5075188,2.112878
286693,41.5079177,2.1132001
286694,41.5098046,2.1124408
286695,41.5054619,2.1178508
286696,41.5106438,2.110625
286699,42.25373700000001,1.8623385
286701,42.2526415,1.8651421
286702,41.7898959,0.8088162
286703,41.7871051,0.8048451000000001
286704,41.79194520000001,0.8191138
286705,41.7858478,0.797516
286708,41.784776,0.810599
286709,41.7982579,0.8050042000000001
286710,41.7909361,0.8158601999999999
286712,41.79036199999999,0.812367
286715,41.8615063,1.8766049
286717,41.2764633,1.5813552
286718,42.1188423,2.7591199
286719,42.1204826,2.7637007
286720,42.1228469,2.7761795
286721,42.12223059999999,2.7611163
286722,42.1089417,2.7713717
286723,42.12557109999999,2.7718022
286724,42.1148321,2.7539868
286725,42.1081826,2.7654357
286730,41.676765,1.0153105
286732,41.40944,1.22771
286734,41.5188355,2.1215123
286735,41.5115263,2.1284151
286736,41.51509859999999,2.1347212
286737,41.5118409,2.1219341
286738,41.5241931,2.120679
286743,41.5163004,2.133762
286744,41.525801,2.1267175
287339,41.46111459999999,2.1682613
287492,42.1572143,2.9093415
287496,41.3319106,1.9233505
287498,41.33123579999999,1.9420696
287499,41.9516474,3.2052232
287502,41.5628828,1.0157311
287504,42.078553,3.0947179
287505,41.7583634,0.907427
287506,41.7561141,0.9057552
287508,41.6299508,0.7713051
287510,41.1641,0.76518
287511,41.7734143,0.9537235
287512,41.6259279,1.0186074
287515,41.6299216,1.0073189
287516,41.6313965,1.005455
287518,41.240803,1.5712913
287520,42.3679741,1.7768988
287522,41.6695439,0.8177841
287524,41.6939846,0.6339214
287527,41.058909,0.6353327
287528,42.0941681,1.8344252
287529,42.1044492,1.840439
287535,42.101002,1.839491
287537,42.1033283,1.8419641
287538,42.0996084,1.8515049
287543,41.9642345,2.7371364
287545,42.2892728,2.6905761
287546,41.6751097,2.2133912
287550,41.2775401,1.4915536
287551,41.9569946,3.0422929
287552,41.9660625,3.0402829
287553,41.958874,3.0402998
287555,41.9574342,3.0433691
287556,42.3336247,2.862698
287557,41.4394924,1.1591585
287560,41.6858109,2.7966195
287561,41.6705272,2.7883089
287562,41.682327,2.781554
287563,41.6658091,2.7756448
287564,41.6764891,2.7845949
287565,41.6801,2.79516
287570,41.67831,2.780665
287571,41.6750927,2.7790385
287572,41.686918,2.798385
287575,41.6780812,2.791544
287577,42.3310715,2.8571267
287578,42.4198767,1.8820503
287579,41.2210727,1.4399442
287581,42.73737999999999,0.72064
287582,42.0399244,2.9148166
287584,41.5202537,0.8727381999999999
287587,41.5040534,0.8492339999999999
287589,41.5165481,0.867818
287590,41.5204201,0.8659232
287591,41.1704709,1.0201394
287592,42.2240897,2.9292918
287593,42.1360545,1.9923352
287594,42.78579,0.6942499999999999
287595,41.00927110000001,0.3820371
287596,41.1358408,0.9911943999999999
287597,41.3260327,0.6379467999999999
287598,41.2678425,1.3416364
287599,41.7488466,2.5540454
287602,41.58211259999999,1.7794831
287603,41.24697,0.7327899999999999
287604,41.3953074,1.274982
287605,41.52845,2.394439
287606,41.53139669999999,1.6853853
287607,41.52222829999999,2.3691363
287609,42.2901295,3.2760796
287610,42.291535,3.2755381
287611,41.7333921,1.5157164
287613,41.731687,1.5131582
287616,41.195677,1.594152
287617,41.196261,1.5671263
287618,41.1956268,1.5668962
287619,41.791738,1.9945206
287620,41.8411594,2.8085963
287623,41.637909,2.158657
287624,41.6357623,2.167239
287629,41.6264069,2.1706511
287630,41.629775,2.171766
287631,41.5703114,2.5241529
