CodigoEducateca,Lat,Lon
290456,41.6909802,0.7273561
290457,41.99428,1.023
290459,41.7122307,0.6156269
290460,41.56808880000001,1.6413322
290461,41.5715343,1.6484471
290462,41.5679935,1.642955
290464,41.5528681,2.2882539
290465,41.1122889,0.9378447999999999
290467,41.2325719,1.7269252
290468,41.2192412,1.7195746
290469,41.2240409,1.7083818
290470,41.227819,1.694216
290471,41.2208171,1.7125644
290472,41.2188776,1.7320969
290473,41.2136699,1.7144164
290474,41.22210260000001,1.723094
290475,41.2234815,1.7276356
290476,41.2250066,1.7263958
290480,41.2285761,1.7263622
290484,41.21919219999999,1.724419
290485,41.2244995,1.7077016
290486,41.2221409,1.7109465
290487,41.231169,1.728086
290488,41.2217643,1.7171664
290489,41.2190237,1.7279734
290494,41.2190215,1.7083151
290495,41.22254969999999,1.7257783
290496,41.3077662,1.3617525
290497,41.6617154,0.9300393
290498,41.08079850000001,1.1786565
290499,41.1294993,1.1275609
290500,41.11079369999999,1.1400209
290501,41.11153840000001,1.1478963
290502,41.110524,1.1473588
290505,41.101788,1.150197
290506,41.1030227,1.1495452
290509,41.5115489,2.3604343
290511,41.5202836,2.3604252
290512,41.5165835,2.3582542
290514,41.5169923,2.3606263
290516,41.5050061,2.3866286
290517,41.5055222,2.3908772
290518,41.5089385,2.3920463
290521,41.502029,2.3829389
290522,41.5091369,2.3928718
290523,41.5047991,2.3915542
290525,41.3369485,1.1769947
290526,41.3909828,1.6621166
290528,41.8869085,2.7426666
290531,41.4022035,1.0461473
290532,41.4292216,0.9723037999999999
290534,41.1838393,0.5890946
290535,41.1125082,1.0362006
290536,40.9087458,0.4951572
290554,39.9951011,3.8330054
290561,40.3433298,-1.1076883
290586,40.4308691,-3.8905504
290593,40.2758102,-3.7424084
290594,42.48014,-2.450927
290595,39.482104,-0.363545
290596,28.0815404,-15.4696271
290598,41.4945454,2.0758609
290600,41.66034690000001,-0.8355018999999999
290601,42.2145547,-8.6869801
290602,38.3554249,-0.5025889
290605,40.4874824,-3.7148705
290606,42.21329,-8.6931545
290607,40.4119011,-3.6672316
290608,40.4962159,-3.702316
290610,37.344734,-5.951481999999999
290612,42.244905,-8.703740999999999
290614,41.6521108,-4.7368331
290615,42.6195886,-5.567117199999999
290616,40.55041629999999,-3.9029643
290617,40.509816,-3.611237
290618,41.27256999999999,2.000183
290619,40.41154239999999,-3.792679999999999
290620,39.539267,-0.4211354
290621,40.3533257,-3.8866665
290622,40.6130673,-3.6794021
290623,39.6256481,-0.3014376
290624,40.442142,-3.6957594
290625,43.377896,-5.744035999999999
290627,28.4712599,-16.2575441
290628,39.565305,-0.54481
290630,41.662456,-0.967713
290631,43.2019391,-2.7033293
290632,40.4575195,-3.6423815
290633,40.537175,-3.9424766
290634,42.2151059,-8.6694413
290635,39.5309402,-0.5381519
290636,37.993048,-1.124984
290637,40.3900476,-3.4206747
290639,41.6464908,-0.8599561
290640,36.7264229,-4.4140648
290641,43.3192718,-8.4260899
290642,43.3801228,-5.7828392
290643,43.341748,-8.40189
290644,38.27369230000001,-0.637207
290645,40.5898183,-3.710006599999999
290646,40.5375097,-3.8998956
290647,40.5897711,-4.1483321
290736,40.4261105,-3.8060975
290737,38.3567087,-0.5058289
290738,36.560771,-4.616842000000001
290739,43.2705418,-2.9547885
290740,28.1207854,-15.5191065
290741,43.2563659,-2.9164641
290742,43.259737,-2.909638
290744,37.3791268,-6.0014875
290745,37.3935599,-5.9909139
290746,43.4905723,-6.1141786
290747,40.5271807,-3.6286865
290748,42.85972599999999,-8.567445000000001
290749,43.326259,-3.0023539
290750,42.4576182,-8.6574083
290751,40.470233,-3.940025
290753,43.47866510000001,-3.7922623
290754,39.36775910000001,-0.48472
290755,40.220104,-3.848964
290757,39.91399150000001,-0.2005909
290758,37.9042736,-4.7965407
290759,38.298006,-0.5688750000000001
290760,40.5297393,-3.628949
290761,40.52517,-3.630783
290762,37.9148461,-4.7949386
290763,42.8231268,-1.6411904
290765,43.4425157,-5.7594986
290766,42.790436,-1.682501
290767,37.987501,-1.111265
290768,41.6261524,-0.9070252999999999
290770,41.572714,-4.834966
290771,43.328835,-8.398420999999999
290772,43.4425157,-5.7594986
290773,41.5991239,-4.7985582
290774,41.6286956,-0.9101182
290775,39.9389731,-0.1832727
290776,43.43029,-3.96702
290777,39.479054,-0.3928037
290861,37.9954604,-1.126681
290862,36.8371131,-2.4642772
290882,35.2864809,-2.9493681
290887,43.367956,-8.415315
290907,39.860999,-4.054677
290950,43.3321956,-2.9709277
290954,43.310702,-2.001897
290957,43.338304,-8.4138
290980,42.3416049,-7.8584715
291033,39.4823355,-0.3710281
291035,40.421664,-3.707319
291036,40.4277263,-3.7000857
291043,41.6084935,-4.7357431
291418,37.178182,-3.599961
291538,40.3568422,-3.5408806
291607,40.5010481,-3.8752743
291608,40.4530351,-3.4740344
291639,40.4078104,-3.6346721
291710,41.7221714,1.821842
291711,41.7221714,1.821842
291715,41.23590979999999,1.7866248
291716,41.6753042,2.2506254
291717,42.254954,2.9498757
291718,41.6395401,-0.8728471
291728,41.9018792,-1.7230246
291743,40.335688,-3.8727288
291744,40.4050235,-3.619044199999999
291745,40.3615572,-3.6881401
291746,40.6745212,-3.974438699999999
291747,40.2149204,-3.8463813
291748,40.2721762,-4.3039773
291749,40.3217285,-3.8831339
291781,41.5924059,2.2044573
291825,40.0350388,-3.5936611
291826,40.4439227,-3.6871435
291830,40.989821,-3.6385429
291837,40.3496038,-3.6888035
291838,40.39131039999999,-3.7441475
291839,40.3677673,-3.6904008
291842,40.353911,-3.272219
291843,40.44581720000001,-3.4685334
291844,40.52709,-3.6295169
291845,40.541786,-3.63686
291849,40.3113487,-3.7220661
291850,40.3081283,-3.7268179
291851,40.3142746,-3.7177478
291860,40.9921757,-3.639319899999999
291938,40.4544025,-3.6452354
291939,40.296361,-3.751597
291940,40.4776725,-3.7288397
291991,41.5594855,2.0099239
292018,42.26881300000001,2.9668599
292045,42.2331637,-8.733652
292048,40.1816214,-3.676294999999999
292050,40.0351063,-3.5889653
292053,40.5018095,-4.0654294
292074,41.3011399,2.0012267
292105,39.461943,-0.3805922
292108,39.9805102,-0.030854
292117,41.60895,2.28928
292130,41.1129241,1.2473364
292139,40.4374239,-3.7154412
292180,41.6307513,2.2940022
292223,41.9637234,2.8120223
292229,36.723095,-4.421800999999999
292230,37.391724,-5.983238999999999
292352,40.402758,-3.617729
292353,40.4604387,-3.6741102
292357,40.31840260000001,-3.8504466
292358,40.0363079,-3.6026036
292360,40.431087,-3.606472
292410,35.89047350000001,-5.3325607
292412,35.8867605,-5.3067401
292413,35.8877536,-5.3217089
292414,35.2766513,-2.9382888
292515,40.8281517,-3.5414465
292516,40.2258804,-3.7684694
292517,40.5784037,-4.1242772
292567,41.561139,2.003414
292616,40.5131375,-3.9132492
292617,40.466031,-3.956875
292618,40.1674754,-3.2764903
292619,40.2882173,-4.0217087
292636,28.96301669999999,-13.5423102
292637,40.48834979999999,-3.3662226
292644,40.4185632,-3.6508138
292645,40.5528691,-3.6410655
292646,40.525202,-3.653858
292647,40.6559501,-3.7521584
292648,40.6695742,-3.7707739
292649,40.5576721,-3.624828
292650,40.5917483,-3.7039345
292651,40.35378,-3.8220188
292652,40.3414684,-3.8328303
292653,40.34019380000001,-3.8403726
292654,40.0295469,-3.6092111
292655,40.1534621,-3.6217275
292656,40.2859033,-3.8095737
292658,40.2893557,-3.7973737
292659,40.3004749,-3.7346627
292662,40.2999638,-3.7330291
292663,40.3123691,-3.7128114
292664,40.3374074,-3.7635119
292665,40.339475,-3.765687
292667,40.3207764,-3.8808781
292668,40.3355422,-3.8708045
292669,40.3396185,-3.8659127
292670,40.22736949999999,-3.7681892
292671,40.2435087,-3.7761461
292672,40.3624737,-4.4048029
292673,40.4908867,-3.3412965
292674,40.4762019,-3.387389
292675,40.4781018,-3.3827376
292676,40.3138866,-3.4746311
292677,40.4226323,-3.5494435
292678,40.4327477,-3.5399445
292679,40.39469520000001,-3.4800954
292680,40.390664,-3.4845158
292681,40.3563955,-3.528779
292682,40.4233304,-3.5289067
292683,40.4544786,-3.4533981
292685,40.462458,-3.458593
292686,40.7336512,-4.0434676
292687,40.6381408,-4.002399899999999
292688,40.6393424,-4.0001103
292689,40.6209655,-4.0183031
292690,40.5826055,-4.0119731
292692,41.5322864,2.1181146
292698,40.4882899,-3.8834906
292699,40.47893990000001,-3.87948
292700,40.4766852,-3.857612
292701,40.430337,-3.8159331
292702,40.5806517,-3.9355297
292703,40.4557244,-3.9931864
292704,40.3767399,-3.6676715
292705,39.57933,2.6463338
292716,40.3659785,-3.6980372
292717,40.3782171,-3.7743558
292718,40.3792647,-3.7115143
292719,40.3515766,-3.6880072
292720,40.5712904,-4.000480599999999
292725,40.6719756,-3.9706648
292730,40.3816841,-3.736520699999999
292731,40.3475846,-3.8322372
292732,40.02923,-3.59837
292733,40.30698530000001,-3.7318726
292734,40.2423951,-3.7057354
292735,40.1913944,-3.6786362
292736,40.483687,-3.3664057
292737,40.4893417,-3.3599254
292738,40.6401623,-3.9965226
292745,40.3036245,-3.809289599999999
292746,40.3371648,-3.7592236
292747,40.3172278,-3.7714828
292749,40.3274891,-3.8504195
292750,40.3126973,-3.8647937
292751,40.3311115,-3.8748136
292752,40.2366053,-3.7616095
292753,40.6653159,-4.087898
292918,40.2572178,-3.233698
292959,40.391513,-3.662374
292999,40.41525,-3.7914486
293040,41.3071108,2.0013382
293072,40.3086885,-3.7304146
293149,43.42162860000001,-2.720995
293154,40.3438467,-3.8374318
293156,40.461655,-3.791696999999999
293194,41.47475559999999,2.2901079
293201,40.4944347,-3.689383799999999
293202,40.4487747,-3.664236799999999
293220,41.5795979,2.0307546
293261,41.3109703,-4.9187153
293270,40.598727,-6.529312
293276,40.596071,-3.9578763
293284,42.5503338,-6.5947258
293428,40.3059742,-3.7325298
293429,40.2960298,-3.7940329
293430,40.34023860000001,-3.743866
293431,40.3345685,-3.8633542
293432,40.5597723,-3.6301124
293442,39.5998087,-3.0413551
293453,43.499461,-8.244873
293511,38.6673331,-6.414092399999999
293530,39.4686291,-0.3973431
293533,39.404377,-0.413264
293546,37.460206,-3.920776
293547,36.4221984,-6.1433654
293548,36.718779,-4.358514
293586,43.3692787,-5.8334732
293604,41.98546899999999,-4.516947
293614,39.4776981,-0.3560552
293621,28.4095801,-16.5516253
293627,39.982061,-0.022766
293628,39.987126,-0.0287522
293651,43.53772,-5.6613
293665,39.9842713,0.0210067
293667,38.98168,-3.92586
293670,40.6308604,-3.1712095
293675,43.2821268,-2.1506127
293676,43.3046874,-2.0168678
293680,42.5815116,0.4704001
293682,42.1402056,-0.4215333
293684,42.60888449999999,-5.5881091
293685,43.00503399999999,-7.546378999999999
293690,40.4152346,-3.7326001
293693,43.44680839999999,-3.852862
293695,43.3089107,-5.820316099999999
293696,28.0457912,-15.4772827
293697,28.4638373,-16.2598304
293699,40.9612858,-5.6720879
293702,43.5432036,-5.6943807
293706,37.353767,-6.044982999999999
293711,41.66140900000001,-4.739431
293712,41.64956069999999,-4.7006025
293713,43.279345,-2.940795
293715,41.6596216,-0.9410318
293717,35.278645,-2.948445
293730,35.8841839,-5.3299308
293756,35.2929072,-2.9627536
293757,35.8893679,-5.3048921
293758,35.8877963,-5.309104
293760,35.891044,-5.324718
293761,35.8881146,-5.3109361
293766,41.6106595,2.2846509
293770,40.41566,-3.709028999999999
293772,40.4605822,-3.4824702
293776,35.2932426,-2.9450759
293810,42.22182249999999,-8.6695298
293812,40.440509,-3.8350788
293837,38.9616916,-5.866792299999999
293838,41.6956909,-3.931997399999999
293839,37.8857044,-1.3533487
293840,37.4062014,-1.5854313
293842,39.19540689999999,-0.4249834
293843,42.3198307,-5.5819831
293844,43.2843248,-2.9570442
293845,42.2981628,-5.5181949
293848,40.467667,-3.367428
293849,40.65345,-3.76647
293850,43.3532201,-5.1308513
293853,40.4665364,-5.3259358
293899,41.9733411,2.7999152
293903,39.9806039,-0.0283018
293905,40.4488171,-3.9938744
293907,38.40497,-0.45997
293911,38.2354472,-1.4083553
293912,36.72865,-4.3552637
293916,36.6295316,-6.382417600000001
293917,38.9599226,-0.1819695
293918,42.307286,-5.907947000000001
293920,41.7778515,-1.9846938
293921,39.8788908,-4.0313679
293922,40.4748814,-3.3627399
293926,41.6985215,-4.8376412
293932,40.945336,-5.626148
293934,38.3365987,-0.4869335
293935,36.5371399,-6.2904775
293937,40.442142,-3.6957594
293938,40.442142,-3.6957594
293940,41.4443981,-1.5656694
293943,40.5066924,-3.3685219
293944,40.33227,-3.51411
293945,40.4095972,-3.8928641
293946,40.4502395,-3.472833
293947,40.467837,-3.8767112
293948,40.4994599,-3.3359552
293949,36.463694,-6.190919200000001
293950,43.5101828,-5.3048074
293951,40.5693493,-3.2577894
293952,39.9572278,-4.8639838
293953,43.5339651,-5.650336100000001
293954,36.74627540000001,-3.0257396
293955,38.6992645,-4.1124946
293956,39.5688524,2.6674318
293958,37.19476900000001,-3.6005239
293959,36.7227611,-4.3450302
293960,39.4630779,-0.3657604
293961,41.636967,-4.717565
293962,41.6574613,-0.9160627
293967,37.2529065,-6.937877400000001
293968,37.3780055,-5.9922096
294526,43.178197,-2.635774
294548,39.364989,-0.4128013
294578,43.390473,-5.668279
294769,37.6593648,-1.7119104
294777,38.713701,-0.462677
294791,41.5378044,-1.6245932
294857,43.35480279999999,-5.869399200000001
294868,39.499094,-0.473863
294870,39.9631928,-4.8353531
294940,41.34805,1.7
294953,40.4201901,-3.7105248
295136,37.1873061,-3.607912899999999
295138,37.1747229,-3.6015063
295197,37.6045911,-0.9926640999999999
295249,43.5335595,-5.638599699999999
295301,42.8679378,-8.5479196
295355,38.8741742,-6.9742687
295391,43.2231342,-2.019914200000001
295392,40.378545,-3.7381249
295491,28.07359,-15.437221
296477,36.8048828,-2.6378413
296662,40.5699021,-3.2576739
296667,37.3832414,-5.9775075
296669,36.7216386,-4.3618522
296671,28.0994546,-15.4123471
296682,43.31010089999999,-2.0027351
296685,39.47208029999999,-0.3847228
296757,42.562459,-8.885944199999999
296759,40.6229336,0.5872666999999999
296761,37.8317291,-0.7996097999999999
297226,39.637553,-4.470516
297339,42.7865452,-1.6767964
297457,40.397223,-3.6072888
297458,40.2532672,-3.8242775
297459,40.15275279999999,-3.6267517
297460,40.2939163,-3.8423681
297461,40.4832521,-3.3878141
297462,40.3463625,-3.5282603
297463,40.4300362,-4.057330299999999
297464,40.4701145,-4.124263
297465,40.5572714,-3.6303907
297466,40.55781040000001,-3.6301667
297467,40.5536248,-3.6552834
297501,37.3769289,-5.9461998
297519,37.3820732,-5.9493112
298989,37.3755078,-5.98069
300570,42.216742,-8.670658999999999
300982,36.7200831,-4.4284495
301029,40.3551988,-3.8694298
301046,41.4630623,2.0603422
301068,37.197703,-3.6305966
301081,39.5774054,2.6497755
301094,37.1936644,-3.626802
301097,37.3816198,-5.9635147
301116,40.5106347,-3.614062
301123,41.6697692,-0.8788229999999999
301314,41.6539837,-4.7246809
301315,42.14024930000001,-0.4203659
301503,38.3715468,-0.4759525
303059,43.5268537,-5.6831602
303128,28.1112883,-15.4234846
303139,43.382887,-8.408577
303648,43.5366273,-5.701703699999999
303690,43.4579629,-3.8559928
303736,42.8048708,-1.6700559
303926,42.234561,-8.730665
304438,38.8959423,-6.9871699
304488,40.4924287,-3.8695128
304599,43.691593,-7.437604700000001
304634,41.81432170000001,-1.194324
304637,41.7658291,-1.1724444
305109,40.313439,-3.8573061
305237,37.32784090000001,-5.4244485
305391,28.3661711,-16.3673647
305407,37.994924,-1.1424883
305408,43.3576726,-5.855844299999999
305738,38.8216548,-0.5975022000000001
305781,37.961612,-1.133174
305822,40.4747756,-3.3711541
305962,40.1352339,-3.849087899999999
305963,40.47198969999999,0.4718981
306084,40.9824737,-5.655965399999999
306323,36.522348,-6.2818638
306352,43.2571828,-2.9154972
306575,38.0186117,-1.2371096
306576,40.33459269999999,-5.852538699999999
306577,39.9964175,3.8364924
306591,40.0722258,-2.1352075
306621,39.488954,-0.38429
306810,43.237483,-5.8769506
306968,40.3155164,-3.8540876
307426,39.0073748,-1.8625608
307428,38.6930042,-4.108524600000001
307430,40.4910702,-3.3697109
307552,40.981532,-5.652911
308337,40.444393,-3.6724093
308414,36.6173662,-6.279483099999999
308416,41.6648375,-4.7234684
308503,42.8109659,-1.6353033
308639,39.4771586,-6.372474
308662,28.0592306,-15.5444554
308663,41.6570666,-0.9167921000000001
308697,37.3332647,-5.969565200000001
308739,37.2966488,-4.8800981
308908,40.6865456,-5.6139943
308991,40.4264366,-3.5350618
309028,36.4341608,-5.151799899999999
309095,43.374391,-5.814216999999999
309103,42.599866,-5.567578999999999
309157,37.7455834,-0.9472124
309738,37.8826189,-4.781625
310038,43.566607,-7.2586346
310059,42.2242925,-8.4787974
310173,41.122301,1.242748
310510,39.988421,-0.0394283
310524,36.7455098,-3.5207276
310859,42.8269201,-8.5963166
311099,42.1403052,-0.4112639
311391,43.4061519,-6.255727100000001
311523,37.4051656,-1.5646965
311585,40.2983772,-3.8101527
311586,36.8618947,-5.171516
311623,37.3241578,-5.8588866
311817,36.6045246,-6.219653699999999
311863,36.7116558,-6.1196575
311871,39.86335,-3.967652
311872,40.5258063,-3.6828214
311876,38.8842904,-6.985318
311894,28.4119095,-16.5503509
311897,42.879064,-2.6610276
311899,42.42728169999999,-8.6171651
311933,37.300934,-3.14478
311985,41.0520244,-0.1300383
312002,37.6793576,-1.6903968
312005,42.5980221,-5.5837127
312034,39.577838,2.635292
312039,39.98149050000001,-4.277644599999999
312066,43.1494825,-5.8255786
312139,39.3939367,-0.3815924000000001
312207,42.8259307,-1.6122999
312262,42.2302842,-8.7013988
312348,43.32576299999999,-5.872814
312355,39.44524500000001,-2.666516
312365,39.076524,-0.262782
312381,40.5744435,-3.9534205
312385,40.614358,-3.716624
312386,40.47874520000001,-2.7336947
312406,43.1607046,-5.829765099999999
312409,37.8576365,-4.783466199999999
312414,40.4876855,-3.3442592
312444,40.1755435,-3.2870123
312465,41.662396,-0.88427
312472,37.7276751,-1.1686353
312517,38.9658533,-0.1864519
312534,28.1380179,-15.430101
312539,42.8131577,-1.6565191
312563,37.4021725,-5.981254799999999
312566,36.7158302,-4.2796657
312573,39.462933,-0.390749
312574,43.3250518,-1.97001
312575,43.2588199,-2.9274445
312594,43.3703937,-8.3913105
312596,41.66548,-3.6919933
312598,40.3529059,-3.6963279
312614,41.633905,-5.176716
312655,38.2799275,-0.7161221999999999
312656,38.7020411,-4.1124958
312657,39.801605,-4.0592416
312728,37.6852142,-1.6942517
312729,36.7451737,-3.5178721
312750,39.5825032,2.6173112
312752,39.7243455,2.9106908
312755,39.4702978,-0.4094509
312756,39.4658243,-0.3320399
312757,38.820372,-0.6255539999999999
312758,28.4719954,-16.2576967
312759,28.468591,-16.2825887
312760,28.3931518,-16.5597255
312761,43.2635855,-2.9455661
312762,37.1824063,-3.6044183
312813,36.8393442,-2.4545427
312836,39.3563155,-0.6064630999999999
312838,41.7610495,-2.4746068
312839,39.3655214,-7.1380452
312858,43.1782854,-6.553137
312859,43.51880449999999,-5.681556400000001
312946,38.367846,-0.4559249999999999
312978,40.5676278,-3.8981504
313000,40.3078895,-3.4463863
313001,40.25518599999999,-3.6965668
313069,36.98453,-4.91603
313134,40.0634951,-6.6561755
313136,39.9923276,-6.542023899999999
313137,38.907013,-6.354798
313198,40.311831,-3.712278
313218,40.3120634,-3.8526077
313219,40.426904,-3.5574685
313240,43.1262833,-3.6521849
313241,42.3499214,-3.6862678
313242,42.3520694,-3.6873246
313243,42.354453,-3.674815
313244,41.6595628,-3.683927
313371,43.5470422,-6.5286179
313424,28.4858725,-16.2467442
313471,36.4215368,-6.1530714
313487,37.17958309999999,-3.6010829
313513,40.96895840000001,-5.641479899999999
313567,41.5727799,-3.2018651
313612,37.3672432,-5.7563477
313614,42.4237119,-2.0789795
313615,42.4232249,-2.0813646
313616,42.4209287,-2.0732047
313665,40.4736179,-3.3736939
313978,38.03549590000001,-4.0466082
314111,37.6182124,-0.9936297
314234,40.296228,-3.8341214
314235,39.0336871,-1.9685826
314249,40.2778669,-3.8073125
314565,37.225139,-4.8986876
314789,37.1153928,-5.455310799999999
314792,43.469918,-3.809037
314883,38.9887267,-1.8695421
315054,43.26712,-2.93888
315302,40.3409387,-1.1087232
315561,41.6354767,-4.7403036
315562,39.4201182,-0.3999425
315569,43.0213526,-7.585569
315614,43.015002,-7.552634399999999
315634,42.8831022,-8.5349238
315673,42.3407366,-7.8699441
315679,37.9992254,-1.1283189
315745,42.6013878,-5.5789246
315817,40.295114,-3.791194
315838,40.4185391,-2.9215792
315843,40.3564009,-2.9663075
315845,40.4078627,-3.0566809
315846,40.5169461,-2.8820297
315851,43.013257,-7.573579899999999
315883,40.4236435,-3.5387388
315885,40.3341353,-3.7405292
315886,42.8120197,-1.6656107
315887,37.6997929,-5.2742393
315888,40.5836528,-4.0085753
315889,40.4724285,-3.861018399999999
315890,40.139352,-3.4148174
315892,40.4845085,-3.3480931
315894,40.3303129,-3.8534833
315895,43.53846619999999,-5.6193633
315896,37.288368,-5.948516
315916,38.6909085,-0.4963
315926,39.2251765,-6.998395599999999
315927,38.675805,-6.397488
315928,38.6840342,-6.4092135
315929,38.6776142,-6.411516499999999
315930,38.677056,-6.398336
315932,38.8676489,-6.9599119
315937,41.55754090000001,2.1067515
316078,37.1455661,-3.6355662
316097,37.1176786,-3.5878076
316106,37.16701,-3.604115
316161,36.715984,-4.441326
316196,37.3861036,-5.9953419
316234,37.3999886,-5.975244099999999
316252,43.2944119,-2.8806998
316263,42.1350658,-0.4126025
316268,41.9174479,0.1833782
316324,43.3555521,-5.8497314
316333,43.3673618,-5.841614799999999
316343,43.396792,-5.715476
316346,38.08313,-6.2676284
316368,38.3773366,-0.4907078
316474,39.8574876,-4.0312542
316475,40.6348254,-3.1589394
316489,41.66939,-4.70485
316523,40.33771249999999,-3.7638419
316539,36.74688320000001,-3.0251161
316540,36.8092847,-2.5828063
316689,40.4473964,-3.6461255
316707,43.437332,-5.801597999999999
316873,39.4325895,-0.4689801999999999
316876,39.461943,-0.3805922
316879,39.4744335,-0.4200125
316882,39.5114406,-0.4184781
316885,39.4624141,-0.3833344
316905,38.9744476,-0.1801568
316907,39.47453,-0.374134
316908,39.4610643,-0.3880204
316917,39.462907,-0.382355
316943,43.3628281,-8.4181302
316962,41.488904,2.1319694
316976,42.2342989,-8.705893
316984,39.565114,3.215711
317045,28.1155719,-15.4210388
317053,42.8295089,-1.649823
317069,43.3216152,-1.9760207
317079,43.2597865,-2.9303542
317080,43.2606961,-2.9429276
317132,39.703711,-0.282394
317133,37.4141339,-6.0713178
317153,38.8790716,-6.9778103
317155,38.890821,-6.977868699999999
317156,38.8740907,-6.9589118
317157,38.440505,-4.901082
317158,38.2860956,-5.832081100000001
317160,38.7182248,-5.2253186
317161,38.86081,-5.626161000000001
317162,39.2819192,-5.092149
317163,38.7290275,-5.541418600000001
317164,38.7290275,-5.541418600000001
317167,38.9652122,-5.8278018
317168,38.95496079999999,-5.875508200000001
317169,38.9496317,-5.8557856
317171,38.97562,-5.2675
317172,36.552713,-4.637237
317173,41.62740100000001,-4.7255825
317174,38.1693118,-6.6502402
317175,38.1644005,-6.652067799999999
317176,38.06821619999999,-6.538884899999999
317177,38.9192421,-6.945497100000001
317179,38.1438918,-6.687873499999999
317180,38.5494843,-6.0697587
317181,38.2353641,-6.0219783
317182,38.345198,-6.413486
317184,39.3915382,-3.2219154
317185,41.6134224,2.2914335
317204,42.4670129,-2.4617435
317206,38.9225861,-6.3298177
317207,38.9209254,-6.3490728
317208,38.9274704,-6.3256758
317209,38.9083691,-6.334862299999999
317210,38.9083407,-6.6070291
317211,38.9104406,-6.361560799999999
317212,38.9127414,-6.3368636
317213,38.0856753,-6.2760643
317214,38.9059946,-6.607689199999999
317216,39.0916403,-5.4610043
317218,40.528972,-3.366488
317220,38.7901783,-6.1250288
317225,38.8916343,-6.6224039
317226,39.17371290000001,-6.6279292
317227,39.108409,-6.690554499999999
317228,38.9802334,-5.0545485
317229,39.0388978,-5.232552099999999
317230,38.8743168,-6.7678759
317231,38.9139951,-6.070742399999999
317232,38.2689473,-6.473188599999999
317233,38.9688646,-5.7920509
317234,38.9825538,-5.795651
317235,38.972138,-5.787831000000001
317236,39.0860874,-5.897692699999999
317237,39.9045786,-4.298386499999999
317238,41.510715,-5.750200299999999
317239,41.6554401,-0.8993916
317240,38.4253543,-6.415742
317241,38.4292522,-6.4215468
317242,38.648944,-5.651843
317243,38.8166798,-6.213550499999999
317244,40.1254461,-5.7039671
317245,39.7128843,-6.8842776
317246,39.1810323,-6.232878800000001
317247,39.41979370000001,-6.6936075
317248,39.8134694,-5.6796693
317249,39.4835451,-6.5850431
317250,39.4688,-6.391909999999999
317251,39.4715539,-6.3859635
317252,39.4683631,-6.372536999999999
317253,39.4618673,-6.3668853
317254,39.467978,-6.373933699999999
317255,39.4671911,-6.372995599999999
317256,39.4787527,-6.3757657
317258,40.3247192,-6.2939341
317259,40.3223607,-6.294017999999999
317260,39.375847,-5.3893394
317261,39.7913242,-6.394301
317263,39.5565692,-6.4172495
317265,39.9744815,-6.2643179
317285,43.4138779,-3.8564755
317286,38.730663,-3.0111175
317287,40.1888269,-3.6830753
317289,40.1290461,-5.660324399999999
317290,40.0576514,-5.760595299999999
317291,40.0568356,-5.7601425
317292,39.3371806,-5.4866474
317293,40.12156969999999,-5.6079503
317294,40.2681927,-6.277154299999999
317295,40.1490316,-5.3691705
317298,39.145109,-5.923170799999999
317299,39.1469568,-5.916263
317300,39.8637151,-6.231659
317301,40.0648528,-6.6657117
317302,39.2245917,-6.1488665
317303,40.0179283,-6.39748
317304,39.8886017,-5.5397868
317306,40.0442081,-6.0858253
317307,39.8936179,-5.538413200000001
317308,39.8982696,-5.5386158
317309,40.1183059,-5.849768099999999
317310,40.0363413,-6.0805554
317311,40.0320611,-6.0855038
317312,40.0403731,-6.0875121
317313,40.0382767,-6.0827848
317314,40.0394533,-6.089323599999999
317315,40.0393112,-6.0820685
317316,40.0414989,-6.0837841
317317,40.060036,-5.379678
317318,39.9922709,-5.4576372
317319,39.983668,-5.6077279
317320,39.986163,-5.607769999999999
317322,39.8966736,-6.474413699999999
317323,39.4621361,-5.8670044
317324,39.1698812,-5.8893682
317325,39.4019363,-5.9769806
317327,39.2803789,-6.1249302
317328,40.4053309,-6.2482612
317330,39.4107496,-5.630935399999999
317331,39.52296279999999,-5.6338632
317332,40.277021,-3.796132
317333,40.4813275,-3.3706258
317334,40.3394442,-3.8240626
317335,40.29042949999999,-3.813032
317338,37.6682965,-1.6989618
317339,40.3276432,-3.7525973
317340,40.443267,-3.787076
317341,43.30607819999999,-4.239128099999999
317343,40.4147674,-3.5212803
317344,40.2780627,-3.7882338
317346,42.0048479,-4.5294489
317347,40.32328,-3.76267
317349,40.6025709,-4.1253212
317350,40.3081463,-3.4482964
317351,40.2875229,-3.7866316
317352,28.4909192,-16.3168713
317353,40.8675465,-3.6098241
317358,40.461821,-3.486363
317359,36.9291226,-5.255262999999999
317360,40.3495783,-3.8338932
317361,40.377743,-3.656744999999999
317362,40.3190846,-3.72267
317363,40.4167997,-3.5546885
317364,40.328165,-3.8840824
317365,40.4654478,-3.8683248
317366,40.6233016,-4.0055934
317367,40.2975962,-3.735795099999999
317368,41.6354492,-0.8900714
317369,40.6022808,-3.7028056
317371,40.406661,-3.882095
317372,40.29453729999999,-4.0081536
317373,38.9847296,-1.8543519
317374,37.9792537,-1.111828
317375,42.1526805,-8.6324617
317376,40.33706859999999,-3.7427003
317377,37.6170778,-0.9880106999999999
317378,36.9091656,-2.1665701
317379,37.640978,-1.0009551
317381,40.7553859,-3.7802608
