Cód. cliente,Lat,Lon
755.0,38.9080228,1.4257398
756.0,38.8850977,1.3917831
757.0,38.9269573,1.4144827
758.0,41.9777457,-1.4458483
760.0,28.4597201,-16.2786376
762.0,41.4942897,2.3683365
763.0,39.641222,2.645559
764.0,36.7270227,-4.4414093
765.0,40.5528691,-3.6410655
767.0,37.3473933,-2.4393666
772.0,41.49459909999999,2.297709
775.0,37.3479161,-2.3580907
776.0,41.916584,3.1602204
778.0,39.46787279999999,-0.3254317
780.0,41.4763221,-4.5905441
781.0,41.2200423,1.5348458
782.0,39.979615,-4.2795629
783.0,39.7120008,-3.804840199999999
784.0,40.3136905,-3.8463594
787.0,42.5904234,-2.7931771
791.0,37.9797948,-1.1183273
798.0,41.52303240000001,2.1277847
802.0,38.64385,-0.87349
806.0,42.3567159,0.7865654999999999
807.0,41.9328874,2.2546159
809.0,41.87193,2.18441
810.0,41.3933335,2.0124273
812.0,40.4486372,-3.7192798
813.0,40.9613376,-5.666925099999999
815.0,40.465621,-3.7708488
816.0,40.3030739,-3.7081727
821.0,41.5748949,2.2390323
823.0,43.4624332,-8.1840808
827.0,42.4602689,1.9832594
832.0,42.210635,-8.767325999999999
833.0,41.11966090000001,1.260497
835.0,41.4943077,2.3706835
838.0,35.8896631,-5.3039399
839.0,39.642701,2.646603
840.0,28.1460959,-15.6523547
841.0,38.720998,-1.9103904
842.0,39.5854984,2.6825802
845.0,41.38233779999999,1.9283418
847.0,40.33013,-3.7591401
848.0,36.823732,-2.5837257
851.0,39.7318676,3.0514188
852.0,40.7850377,-2.6211926
853.0,41.7017163,2.718618
854.0,28.119116,-15.4256375
856.0,41.6163277,2.0846853
859.0,40.4063013,-3.6699295
860.0,37.3393345,-5.849245499999999
862.0,41.45334,-5.72969
863.0,39.19133,-0.43738
865.0,28.6580899,-17.9068817
866.0,36.788096,-6.3406696
868.0,41.5580597,2.0250883
869.0,40.2950623,-3.8019411
870.0,39.9868923,-4.2869585
871.0,41.5769412,1.6330496
872.0,39.9488282,-3.4955419
873.0,40.4436215,-3.4905238
875.0,41.315149,2.012564
876.0,41.49426500000001,2.131352
877.0,41.6780256,2.2863967
878.0,41.3632668,2.1037589
880.0,41.57515100000001,2.032212
881.0,42.4615392,1.9788312
882.0,41.5211753,2.4060513
885.0,41.8288164,2.8918474
886.0,37.4011774,-5.9253484
888.0,41.49364569999999,2.0175242
889.0,41.4977439,2.1538986
891.0,41.6463225,1.1429122
893.0,40.4516053,-3.7201104
894.0,41.3011399,2.0012267
897.0,41.4044171,1.9931231
899.0,39.931894,4.138285
900.0,36.6746415,-6.1312608
901.0,41.7548496,1.8686947
902.0,39.5237033,-6.2800864
903.0,41.5559501,2.1601117
904.0,41.4142356,2.1896022
905.0,40.3472742,-3.8137296
906.0,38.3567087,-0.5058289
907.0,41.385417,2.0805
909.0,41.348748,1.693361
910.0,41.3610872,2.0718053
911.0,41.4044171,1.9931231
913.0,41.289305,1.246017
916.0,41.4931546,2.181871000000001
918.0,37.388549,-6.047355599999999
919.0,41.6195623,2.0918749
920.0,40.4473825,-3.811119999999999
922.0,41.6527644,2.7438116
923.0,41.248036,1.2957364
924.0,41.643235,2.739238
927.0,40.5768089,-3.9539207
929.0,36.6819541,-4.474826
930.0,39.9837973,-0.03031979999999999
937.0,38.473851,-0.3842527
941.0,37.7262803,-1.1747708
942.0,41.5715343,1.6484471
945.0,41.5528032,2.1548082
947.0,41.7606669,2.1475189
948.0,41.363667,2.131099
949.0,41.2887209,1.9734434
950.0,41.6485263,2.3642549
952.0,41.3493597,2.1131184
955.0,41.3486366,2.0705131
956.0,41.4891683,2.1879282
957.0,40.3963461,-3.7612196
958.0,38.3379395,-0.4915329000000001
960.0,40.4541834,-3.6931088
961.0,36.705001,-6.122764
962.0,38.8253126,0.1201659
964.0,39.9130362,-0.1989985
965.0,41.3707611,2.1117884
967.0,41.5378449,1.8682421
970.0,42.4315645,1.9294099
971.0,41.9992019,2.2841618
972.0,28.3790137,-16.5840278
973.0,41.3071108,2.0013382
974.0,41.4049843,2.1215123
975.0,41.5476078,2.2109333
976.0,36.729525,-4.384002499999999
978.0,36.51561780000001,-4.8962729
980.0,41.1541718,1.097894
981.0,41.6166725,2.0892257
982.0,28.4256303,-16.3022339
983.0,28.6593621,-17.9160065
985.0,41.505487,2.298466
987.0,39.8710026,-4.0229788
988.0,41.8173725,2.5157401
989.0,41.52496110000001,0.3384078
990.0,41.394634,1.095997
991.0,39.305612,-0.414015
993.0,39.5091588,-0.4517221
995.0,41.4924059,2.1403739
997.0,28.092644,-15.455829
1001.0,42.4639864,1.4929012
1004.0,41.525801,2.1267175
1005.0,43.1581231,-2.070372
1006.0,41.4951849,2.1837654
1008.0,41.4219524,1.9948744
1010.0,41.4430074,1.8616983
1011.0,41.424563,2.211812
1012.0,42.41824219999999,-6.9862682
1015.0,40.9701438,-5.666316999999999
1016.0,41.5771829,2.0344488
1017.0,41.575083,2.2493859
1022.0,41.3999835,2.1487078
1024.0,42.634134,-8.873782
1025.0,39.5613087,2.6240111
1027.0,41.1837686,1.2078084
1028.0,41.7229559,-1.0246588
1030.0,38.9666092,-0.1788206
1031.0,41.5154855,1.7076534
1032.0,37.8449184,-1.4255783
1034.0,41.2876497,1.9734998
1035.0,41.3747912,2.1037553
1036.0,41.372991,2.1108278
1037.0,41.2901468,1.6165908
1039.0,41.2684531,2.0249442
1040.0,41.5402288,2.0470838
1041.0,41.6407546,-4.7457831
1042.0,39.8743554,4.2612647
1045.0,37.2539714,-6.9370069
1046.0,39.93291079999999,-0.1042499
1052.0,41.6358693,2.3620589
1053.0,39.4631532,-0.3689692
1056.0,41.4603293,2.0703115
1058.0,41.5590528,2.081356
1059.0,40.431722,-3.6318267
1061.0,41.9365765,2.264418
1063.0,42.1120473,-8.766489199999999
1064.0,41.6402185,2.7062437
1066.0,41.3933335,2.0124273
1067.0,40.3821892,-3.6715865
1069.0,43.3713206,-8.3958108
1070.0,41.8136282,3.0583363
1071.0,41.48451559999999,2.0333498
1073.0,41.5550799,1.95417
1074.0,41.55708480000001,1.9880403
1075.0,43.316098,-2.917888
1077.0,40.2471106,-3.8197908
1078.0,41.3421037,2.0470808
1079.0,41.3621104,2.1018189
1080.0,40.4545529,-3.694582699999999
1081.0,42.6805232,-2.9523757
1082.0,42.0011259,-4.528865
1083.0,42.1186584,3.1379986
1085.0,40.4068676,-3.702133
1086.0,40.367798,-3.765222999999999
1087.0,41.545398,1.894974
1091.0,41.6156605,2.6505836
1092.0,42.0099561,2.0293933
1094.0,41.5925993,2.5783574
1096.0,41.635413,2.707529
1097.0,41.5312477,2.115637
1098.0,41.650106,1.1457187
1103.0,38.2711274,-0.6679291
1104.0,28.4559953,-16.3126447
1107.0,41.3640938,2.0256294
1108.0,38.2398615,-0.5290037
1111.0,41.5698449,1.9965808
1112.0,41.327489,2.096083
1113.0,36.7358542,-4.427167
1114.0,40.0327818,-3.5915315
1115.0,37.38449,-6.0711251
1117.0,40.4410184,-3.7119788
1119.0,28.119223,-15.424266
1120.0,36.6874181,-6.1341845
1123.0,43.146524,-2.961848
1125.0,41.3456244,2.0271707
1127.0,37.4416148,-3.4391076
1128.0,41.0828523,1.1318927
1129.0,37.4141339,-6.0713178
1130.0,28.31579,-16.41114
1132.0,36.6250184,-4.4976828
1133.0,39.5683199,-0.3345302
1134.0,40.650828,-4.679778
1135.0,42.33737259999999,-3.6286318
1136.0,42.604541,-5.574628
1137.0,42.0010448,-4.528569200000001
1138.0,40.950165,-4.120916
1139.0,41.7682229,-2.4697826
1140.0,41.6647045,-4.721973
1142.0,40.97783099999999,-5.611746
1143.0,41.5424357,2.2068769
1145.0,42.2105617,2.6042365
1146.0,40.422369,-3.644582
1147.0,41.5839016,-4.722476599999999
1150.0,40.5706015,-3.9545356
1151.0,40.6653159,-4.087898
1152.0,40.4462975,-3.7327343
1153.0,40.9468945,-4.1146091
1154.0,40.455345,-3.59455
1155.0,41.34979329999999,2.1075183
1156.0,41.6843945,0.4990441
1158.0,28.0953529,-15.4390254
1160.0,41.1198629,1.2128311
1161.0,40.4458377,-3.6810785
1163.0,40.2786107,-3.7969765
1165.0,39.4554655,-5.886869799999999
1168.0,41.5639521,2.0117478
1169.0,41.6211609,0.888919
1170.0,28.4719954,-16.2576967
1171.0,41.1608173,1.2412296
1172.0,43.284771,-2.1713967
1173.0,42.858937,-2.6873477
1175.0,42.3542546,1.7014238
1177.0,41.561642,2.013749
1179.0,40.4574767,-3.6860746
1181.0,41.4922005,2.0559417
1183.0,41.3779068,2.0420232
1184.0,41.3877198,1.9434701
1186.0,43.263831,-5.740470999999999
1188.0,41.8255038,2.1648914
1189.0,37.1435942,-3.641288499999999
1190.0,40.4599721,-3.6892739
1197.0,37.389691,-6.126192500000001
1207.0,41.2987914,1.9930466
1212.0,42.33714,-3.72647
1219.0,40.3987567,-3.6494129
1223.0,41.2987914,1.9930466
1225.0,41.2141385,1.5230758
1232.0,37.1435942,-3.641288499999999
1236.0,41.352474,-1.648465
1239.0,36.676877,-6.114546
1240.0,37.0953641,-4.3799847
1244.0,42.863391,-4.4949419
1297.0,41.5804955,1.6101639
1344.0,41.4266673,1.9969753
1348.0,41.5966911,1.6305431
1360.0,42.09542,1.823709
1371.0,43.25916609999999,-2.9413208
1374.0,40.7030337,0.5615854
1375.0,39.463861,-0.3689508
1379.0,41.5245306,-5.3881301
1384.0,40.4628304,-3.6957061
1385.0,38.3405564,-0.5147809
1387.0,41.9709262,2.6197782
1390.0,40.486564,-3.6619954
1391.0,38.9344834,-6.9960925
1394.0,41.625981,-4.715516
1395.0,37.8861903,-4.7827516
1398.0,28.4843195,-16.3213623
1400.0,38.940815,-0.1343252
1402.0,40.2318934,-3.3533402
1403.0,41.4146039,2.1565104
1405.0,39.1613881,-0.2495068
1406.0,41.7160157,2.8277963
1407.0,40.9638548,-5.666878
1409.0,40.1552314,-5.2388254
1412.0,42.4134015,-8.649042099999999
1413.0,39.8896261,-0.2561025
1414.0,38.5037223,-0.7342734
1415.0,40.448453,-3.581378
1419.0,40.995245,-5.719526999999999
1422.0,40.512814,-3.9113634
1428.0,41.977729,2.8212963
1429.0,41.4068151,2.1174781
1432.0,39.5469561,-0.4577923
1445.0,38.8335128,0.1014257
1451.0,39.4697144,-6.379643799999999
1459.0,43.3161351,-3.0250778
1460.0,39.9870027,-0.0390704
1461.0,41.5889462,-4.7250043
1463.0,41.6528561,2.7630471
1465.0,41.5399791,2.2099201
1466.0,42.510205,1.533341
1467.0,41.5652297,2.0297483
1470.0,42.34139529999999,-3.7106394
1472.0,41.391754,2.0099339
1473.0,42.846201,-2.677707
1476.0,41.58454,2.32501
1480.0,42.00141740000001,2.274528
1481.0,41.1469391,1.1156538
1483.0,41.9749,1.87802
1484.0,39.4702978,-0.4094509
1486.0,42.8496919,-2.5452497
1492.0,40.0742765,-3.8819938
1493.0,42.2499922,0.9690365999999999
1494.0,41.61674989999999,-4.727625
1496.0,41.892007,1.0439718
1504.0,40.4490603,-3.6965976
1505.0,43.275876,-2.854839
1506.0,36.75389,-5.81649
1509.0,41.7654983,-2.4668329
1510.0,36.75366,-3.5162
1524.0,43.2614972,-2.9054144
1531.0,41.55463870000001,2.1002917
1532.0,41.55463870000001,2.1002917
1536.0,43.333409,-2.9825553
1539.0,40.3137778,-3.786294
1540.0,41.3772561,2.0910377
1541.0,37.623639,-1.0039175
1542.0,39.5671384,2.670474
1545.0,28.4867324,-16.2669247
1553.0,37.3763278,-5.985808
1554.0,37.15014499999999,-3.603917
1555.0,41.3779068,2.0420232
1556.0,41.5592213,2.0805776
1558.0,37.2866633,-3.8766166
1563.0,40.4339802,-3.6988352
1566.0,38.6395921,-0.8644774
1567.0,40.4334255,-3.708577
1568.0,41.6177567,2.2896329
1569.0,40.3442783,-3.5385525
1573.0,38.6266377,-0.5727127
1574.0,36.744813,-5.160801
1579.0,37.3838148,-2.1414566
1583.0,41.4142823,2.0177406
1584.0,42.1647442,0.8917659
1587.0,41.4573378,2.0910377
1588.0,41.2619158,1.1679314
1592.0,41.5389516,1.8728531
1593.0,37.4646974,-5.644789299999999
1595.0,41.55745450000001,2.0812289
1600.0,37.4411041,-4.2120462
1605.0,43.5343915,-8.0723279
1607.0,40.5097994,-3.5306765
1612.0,40.5614212,-3.667394199999999
1613.0,40.4108343,-3.6065848
1614.0,42.5724678,-2.8444262
1615.0,40.3848083,-3.7054373
1617.0,39.49639,-0.4321240000000001
1629.0,41.4032725,2.124852
1637.0,40.50041,-3.6579575
1642.0,38.8906965,1.3903425
1645.0,43.2660332,-3.0025615
1648.0,43.3176681,-2.679413
1652.0,41.657431,-0.9340141999999999
1653.0,41.6205252,-4.746414300000001
1654.0,40.4563733,-3.6952896
1658.0,41.5672894,2.0250655
1664.0,40.6353,-3.23826
1665.0,40.4292006,-3.688750299999999
1666.0,43.537722,-5.663387000000001
1667.0,36.60144409999999,-4.532502
1670.0,41.61093839999999,0.6263118999999999
1672.0,39.5443335,-0.4592666
1674.0,41.385417,2.0805
1675.0,28.0421963,-15.4513053
1677.0,28.9580818,-13.5928664
1678.0,41.3136218,2.0744268
1679.0,40.4573624,-3.6507682
1682.0,28.0515443,-15.4478131
1683.0,38.7624891,-3.3859504
1684.0,42.2598792,2.9677573
1687.0,40.0414848,-3.684789299999999
1691.0,37.389691,-6.126192500000001
1695.0,41.1460485,1.0966641
1697.0,28.297444,-16.81552
1702.0,40.4588875,-3.6478953
1706.0,40.5558858,-5.6712772
1710.0,44.7170298,-0.7342734
1712.0,40.4913742,-3.7140199
1713.0,38.6143396,-0.1358522
1715.0,40.4644245,-3.6845087
1717.0,39.4372475,-0.4671774
1718.0,41.5222976,-5.3924447
1720.0,36.7512225,-4.4207811
1721.0,41.33094029999999,2.0916218
1728.0,42.791085,-4.258774
1729.0,43.3277432,-2.9124752
1730.0,40.3179163,-3.858644
1731.0,39.84972020000001,3.128571
1736.0,41.372815,2.099046
1741.0,39.5087074,-0.4296576
1742.0,41.6274603,0.8919537999999999
1748.0,41.3755747,2.1629349
1751.0,41.6382517,-0.887651
1756.0,43.2673455,-3.0039171
1757.0,43.2983356,-1.9879674
1759.0,41.444922,1.9661451
1762.0,41.90970000000001,2.1894322
1764.0,40.4614648,-3.7739869
1768.0,40.9460275,-4.1116098
1769.0,42.3691152,-3.6876803
